Majority.protein.IDs	Gene.names	Razor.unique.peptides	lfq.hdlbp1.dox1	lfq.ctrl2.nodox2	lfq.hdlbp2.dox2	lfq.ctrl3.nodox3	lfq.hdlbp3.dox3	enrichment1	enrichment2	enrichment3	enriched.yes.no	mean_enrichment	mean_lfq
P57678	GEMIN4	14	99743000	43179000	58431000	0	54898000	2.30998865189097	1.35322726325297	NA	NA	NA	71024000
Q9UNZ2;Q9UNZ2-5;Q9UNZ2-6;Q9UNZ2-4	NSFL1C	10	0	0	112300000	0	100300000	NA	NA	NA	NA	NA	70866666.6666667
Q9UJX4;Q9UJX4-3	ANAPC5	10	117670000	0	94074000	0	0	NA	NA	NA	NA	NA	70581333.3333333
Q96CP7	TLCD1	3	109090000	0	102570000	0	0	NA	NA	NA	NA	NA	70553333.3333333
P40222	TXLNA	6	98856000	0	112120000	0	0	NA	NA	NA	NA	NA	70325333.3333333
Q9HAD4	WDR41	6	94543000	0	115200000	0	0	NA	NA	NA	NA	NA	69914333.3333333
Q9BRS2	RIOK1	7	113860000	0	95361000	0	0	NA	NA	NA	NA	NA	69740333.3333333
Q9NRC6	SPTBN5	1	0	0	0	0	208110000	NA	NA	NA	NA	NA	69370000
Q9Y4C2-2;Q9Y4C2	TCAF1	12	106230000	53491000	101250000	0	0	1.98594156026247	1.89284178646875	NA	NA	NA	69160000
P14923	JUP	15	82761000	219820000	124550000	0	0	0.376494404512783	0.566599945409881	NA	NA	NA	69103666.6666667
Q5T160	RARS2	13	95282000	42543000	62163000	0	49759000	2.23966339938415	1.46118045271843	NA	NA	NA	69068000
P63279	UBE2I	4	105040000	44877000	64116000	0	37975000	2.3406199166611	1.42870512734808	NA	NA	NA	69043666.6666667
P38117;P38117-2	ETFB	4	102660000	0	104380000	0	0	NA	NA	NA	NA	NA	69013333.3333333
O14964;O14964-2	HGS	7	102110000	0	104030000	0	0	NA	NA	NA	NA	NA	68713333.3333333
P53367-2;P53367	ARFIP1	7	91193000	0	114350000	0	0	NA	NA	NA	NA	NA	68514333.3333333
P48507	GCLM	5	65496000	0	47196000	32717000	92586000	NA	NA	2.82990494238469	NA	NA	68426000
P55327-2;P55327-4;P55327;P55327-3	TPD52	6	93445000	0	111830000	0	0	NA	NA	NA	NA	NA	68425000
Q92974-3;Q92974-2;Q92974	ARHGEF2	12	115860000	45420000	89154000	0	0	2.55085865257596	1.96287978863937	NA	NA	NA	68338000
Q8N6H7	ARFGAP2	8	102670000	0	102280000	0	0	NA	NA	NA	NA	NA	68316666.6666667
Q16643;Q16643-2	DBN1	2	204660000	0	0	0	0	NA	NA	NA	NA	NA	68220000
Q2M2I8-2;Q2M2I8	AAK1	10	65240000	0	74919000	0	64484000	NA	NA	NA	NA	NA	68214333.3333333
P61758	VBP1	5	42263000	17726000	58712000	0	103580000	2.38423784271691	3.31219677310166	NA	NA	NA	68185000
Q9NRX1	PNO1	5	92306000	54337000	110890000	0	0	1.69876879474391	2.04078252387876	NA	NA	NA	67732000
Q9NW13;Q9NW13-2	RBM28	13	110570000	47425000	92517000	0	0	2.33147074327886	1.9508065366368	NA	NA	NA	67695666.6666667
O43895	XPNPEP2	1	0	0	0	0	202350000	NA	NA	NA	NA	NA	67450000
Q8N163-2;Q8N163	CCAR2	10	94304000	48506000	59560000	0	48323000	1.94417185502824	1.22788933327836	NA	NA	NA	67395666.6666667
P52630	STAT2	6	76969000	0	87967000	0	36586000	NA	NA	NA	NA	NA	67174000
P08195-2;P08195-3;P08195;P08195-4	SLC3A2	8	92986000	0	74659000	0	33020000	NA	NA	NA	NA	NA	66888333.3333333
Q5TA45-2;Q5TA45-3;Q5TA45;Q5TA45-4	CPSF3L	8	67807000	0	86246000	0	46462000	NA	NA	NA	NA	NA	66838333.3333333
Q14254	FLOT2	8	110360000	0	89721000	0	0	NA	NA	NA	NA	NA	66693666.6666667
Q9NRL2-2;Q9NRL2	BAZ1A	9	114430000	32959000	56206000	0	28908000	3.47188931703025	1.70533086562092	NA	NA	NA	66514666.6666667
O75396	SEC22B	5	83331000	0	69714000	0	46478000	NA	NA	NA	NA	NA	66507666.6666667
Q9HC35	EML4	8	87262000	0	62804000	0	49211000	NA	NA	NA	NA	NA	66425666.6666667
Q5TAX3;Q5TAX3-2	ZCCHC11	8	93400000	0	72428000	0	33327000	NA	NA	NA	NA	NA	66385000
Q14978;Q14978-3;Q14978-2	NOLC1	6	97676000	61428000	100930000	0	0	1.59008921013219	1.64306179592368	NA	NA	NA	66202000
Q9H4L7;Q9H4L7-2;Q9H4L7-3	SMARCAD1	6	70001000	0	81569000	0	47017000	NA	NA	NA	NA	NA	66195666.6666667
P04049;P04049-2	RAF1	7	115910000	20974000	82349000	0	0	5.52636597692381	3.926242013922	NA	NA	NA	66086333.3333333
O00154-6;O00154-4;O00154;O00154-2;O00154-3;O00154-5	ACOT7	7	70319000	62317000	127140000	53220000	0	1.12840797856123	2.04021374584784	0	NA	1.05620724146969	65819666.6666667
Q9Y3U8	RPL36	3	0	0	196790000	117810000	0	NA	NA	0	NA	NA	65596666.6666667
Q9UPR3	SMG5	9	101210000	0	95405000	0	0	NA	NA	NA	NA	NA	65538333.3333333
P11387	TOP1	12	69704000	106300000	93524000	18565000	32750000	0.655729068673565	0.879811853245531	1.76407217883113	NA	1.09987103358341	65326000
P42695	NCAPD3	13	124060000	32070000	71531000	0	0	3.86841284689741	2.23046460866854	NA	NA	NA	65197000
Q00535;Q00535-2	CDK5	8	58179000	63698000	102120000	21464000	33950000	0.913356777292851	1.60319005306289	1.58171822586657	NA	1.3660883520741	64749666.6666667
P14174	MIF	1	0	0	0	0	1.94e+08	NA	NA	NA	NA	NA	64666666.6666667
Q15629	TRAM1	4	107800000	41148000	85247000	0	0	2.61981141246233	2.07171672985321	NA	NA	NA	64349000
Q13428-2;Q13428-8;Q13428;Q13428-3;Q13428-4;Q13428-6;Q13428-7;Q13428-5	TCOF1	14	100460000	0	91304000	0	0	NA	NA	NA	NA	NA	63921333.3333333
O43809	NUDT21	4	93973000	0	97117000	0	0	NA	NA	NA	NA	NA	63696666.6666667
Q96T51-2;Q96T51	RUFY1	9	99869000	0	91005000	0	0	NA	NA	NA	NA	NA	63624666.6666667
Q3SXM5-2;Q3SXM5	HSDL1	5	99491000	42923000	58184000	35004000	33144000	2.31789483493698	1.35554364792768	0.946863215632499	NA	1.54010056616572	63606333.3333333
O43353;O43353-2	RIPK2	7	85457000	0	104140000	0	0	NA	NA	NA	NA	NA	63199000
Q13206	DDX10	12	101160000	0	88201000	0	0	NA	NA	NA	NA	NA	63120333.3333333
Q96GM8	TOE1	6	78164000	31224000	75407000	29861000	35189000	2.50333077120164	2.41503330771202	1.17842671042497	NA	2.03226359644621	62920000
O15269	SPTLC1	5	118100000	56514000	69830000	0	0	2.08974767314294	1.23562303146123	NA	NA	NA	62643333.3333333
P61923	COPZ1	5	55281000	0	74190000	0	58373000	NA	NA	NA	NA	NA	62614666.6666667
Q92538	GBF1	14	103240000	0	84298000	0	0	NA	NA	NA	NA	NA	62512666.6666667
Q96D46	NMD3	7	72908000	43388000	69758000	0	44715000	1.68037245321287	1.60777173412003	NA	NA	NA	62460333.3333333
Q15042	RAB3GAP1	7	101740000	0	85631000	0	0	NA	NA	NA	NA	NA	62457000
Q96KX2	CAPZA3	1	0	0	0	0	187020000	NA	NA	NA	NA	NA	62340000
P46020-3;P46020-2;P46020	PHKA1	8	101380000	0	85317000	0	0	NA	NA	NA	NA	NA	62232333.3333333
O15258	RER1	4	90365000	0	96266000	0	0	NA	NA	NA	NA	NA	62210333.3333333
Q53GG5-3;Q53GG5-2;Q53GG5	PDLIM3	4	0	0	47857000	0	138760000	NA	NA	NA	NA	NA	62205666.6666667
Q9BT25-2;Q9BT25	HAUS8	3	102470000	0	83859000	0	0	NA	NA	NA	NA	NA	62109666.6666667
Q8N766-4;Q8N766-2;Q8N766;Q8N766-3	EMC1	12	106890000	32772000	79254000	0	0	3.26162577810326	2.41834492859758	NA	NA	NA	62048000
Q86Y56;Q86Y56-2	DNAAF5	10	66221000	38652000	88680000	0	31225000	1.7132619269378	2.29431853461658	NA	NA	NA	62042000
P25054;P25054-2	APC	15	110350000	0	75774000	0	0	NA	NA	NA	NA	NA	62041333.3333333
Q14019	COTL1	5	100210000	0	85035000	0	0	NA	NA	NA	NA	NA	61748333.3333333
Q9BZJ0-2;Q9BZJ0-3;Q9BZJ0	CRNKL1	7	91069000	0	93838000	0	0	NA	NA	NA	NA	NA	61635666.6666667
P22314	UBA1	10	61013000	0	70340000	0	53354000	NA	NA	NA	NA	NA	61569000
Q9H2U1-3;Q9H2U1;Q9H2U1-2	DHX36	10	93380000	0	91158000	0	0	NA	NA	NA	NA	NA	61512666.6666667
O15294;O15294-3;O15294-2	OGT	8	102090000	0	80919000	0	0	NA	NA	NA	NA	NA	61003000
Q00577	PURA	5	75118000	40027000	65294000	0	41816000	1.8766832388138	1.63124890698778	NA	NA	NA	60742666.6666667
Q16254	E2F4	4	61738000	0	75547000	0	44429000	NA	NA	NA	NA	NA	60571333.3333333
Q9UDR5	AASS	10	107190000	52280000	73248000	0	0	2.05030604437643	1.40107115531752	NA	NA	NA	60146000
Q9UMZ2-6;Q9UMZ2-4;Q9UMZ2-3;Q9UMZ2-5;Q9UMZ2	SYNRG	9	74718000	0	68696000	0	36931000	NA	NA	NA	NA	NA	60115000
P46736-2;P46736-3;P46736;P46736-4	BRCC3	3	90783000	0	89482000	0	0	NA	NA	NA	NA	NA	60088333.3333333
P78312-2;P78312-5;P78312;P78312-4;P78312-3	FAM193A	9	97323000	0	82827000	0	0	NA	NA	NA	NA	NA	60050000
O43776	NARS	7	58904000	0	68251000	0	52755000	NA	NA	NA	NA	NA	59970000
P40692;P40692-2	MLH1	16	109370000	0	70241000	0	0	NA	NA	NA	NA	NA	59870333.3333333
P37840-2;P37840;P37840-3;Q16143	SNCA;SNCB	4	83872000	0	95138000	0	0	NA	NA	NA	NA	NA	59670000
Q13823	GNL2	9	81563000	0	97074000	0	0	NA	NA	NA	NA	NA	59545666.6666667
O75694-2;O75694	NUP155	14	108080000	44694000	70377000	0	0	2.41822168523739	1.57464089139482	NA	NA	NA	59485666.6666667
P51957;P51957-2;P51957-3	NEK4	7	104380000	0	73942000	0	0	NA	NA	NA	NA	NA	59440666.6666667
P42704	LRPPRC	11	87763000	0	56234000	0	34035000	NA	NA	NA	NA	NA	59344000
Q96PY6-2;Q96PY6;Q96PY6-3;Q96PY6-4;Q96PY6-5	NEK1	12	94097000	0	83222000	0	0	NA	NA	NA	NA	NA	59106333.3333333
Q969N2-5;Q969N2;Q969N2-4;Q969N2-2;Q969N2-6	PIGT	8	98121000	37231000	78818000	0	0	2.63546506943139	2.11699927479788	NA	NA	NA	58979666.6666667
Q13416	ORC2	6	80122000	0	96806000	0	0	NA	NA	NA	NA	NA	58976000
Q9UIV1;Q9UIV1-2	CNOT7	5	94137000	0	56790000	0	25510000	NA	NA	NA	NA	NA	58812333.3333333
Q5VZK9-2;Q5VZK9	LRRC16A	13	101450000	0	74717000	0	0	NA	NA	NA	NA	NA	58722333.3333333
Q13131;Q13131-2	PRKAA1	8	91738000	0	83734000	0	0	NA	NA	NA	NA	NA	58490666.6666667
Q9BXC9	BBS2	11	97334000	0	78030000	0	0	NA	NA	NA	NA	NA	58454666.6666667
Q8NEY1-7;Q8NEY1-4;Q8NEY1-2;Q8NEY1-3;Q8NEY1;Q8NEY1-5	NAV1	13	100360000	0	74890000	0	0	NA	NA	NA	NA	NA	58416666.6666667
P30101	PDIA3	6	96594000	76380000	78516000	0	0	1.26465043205027	1.027965435978	NA	NA	NA	58370000
Q2M389;Q2M389-2	KIAA1033	13	73711000	29424000	101240000	0	0	2.5051318651441	3.44072865687874	NA	NA	NA	58317000
Q8TCJ2	STT3B	5	106660000	0	67808000	0	0	NA	NA	NA	NA	NA	58156000
O75182-2;O75182;O75182-3	SIN3B	10	96581000	0	77640000	0	0	NA	NA	NA	NA	NA	58073666.6666667
P49366;P49366-2	DHPS	7	71241000	0	102940000	0	0	NA	NA	NA	NA	NA	58060333.3333333
Q9BQT8	SLC25A21	6	98985000	0	75097000	0	0	NA	NA	NA	NA	NA	58027333.3333333
Q9HBD1;Q9HBD1-4;Q9HBD1-6;Q9HBD1-2;Q9HBD1-3	RC3H2	8	69619000	0	104270000	0	0	NA	NA	NA	NA	NA	57963000
Q9H6U6-6;Q9H6U6-2;Q9H6U6;Q9H6U6-7;Q9H6U6-3;Q9H6U6-8	BCAS3	6	82974000	0	59871000	0	30962000	NA	NA	NA	NA	NA	57935666.6666667
P10636-3;P10636-2;P10636-4;P10636-5;P10636-6;P10636-7;P10636-8;P10636;P10636-9	MAPT	6	60270000	0	73234000	0	40203000	NA	NA	NA	NA	NA	57902333.3333333
Q9Y312	AAR2	7	75237000	0	69994000	0	28456000	NA	NA	NA	NA	NA	57895666.6666667
Q9GZT9-2;Q9GZT9;Q9GZT9-3	EGLN1	8	0	0	110830000	0	61661000	NA	NA	NA	NA	NA	57497000
O15042-2;O15042;O15042-3	U2SURP	12	79897000	33184000	66385000	0	25857000	2.40769648023144	2.00051229508197	NA	NA	NA	57379666.6666667
O75648;O75648-4;O75648-2;O75648-3	TRMU	7	91821000	0	79647000	0	0	NA	NA	NA	NA	NA	57156000
P67870	CSNK2B	4	171120000	54091000	0	89192000	0	3.16355770830637	0	0	NA	1.05451923610212	57040000
P49591	SARS	5	53054000	0	59760000	0	58229000	NA	NA	NA	NA	NA	57014333.3333333
Q9NRG9;Q9NRG9-2	AAAS	8	86739000	45249000	84102000	0	0	1.91692634091361	1.85864880991845	NA	NA	NA	56947000
Q9NQ55-2;Q9NQ55;Q9NQ55-3	PPAN	8	79677000	91677000	9.1e+07	36415000	0	0.869105664452371	0.992615377902855	0	NA	0.620573680785075	56892333.3333333
Q8WWC4	C2orf47	6	103880000	0	65282000	16191000	0	NA	NA	0	NA	NA	56387333.3333333
Q5VZL5-2;Q5VZL5-4;Q5VZL5;Q5VZL5-3	ZMYM4	9	72317000	33267000	57021000	0	39397000	2.17383593350768	1.71404094147353	NA	NA	NA	56245000
Q8TDM6-4;Q8TDM6;Q8TDM6-2	DLG5	10	94881000	0	73497000	0	0	NA	NA	NA	NA	NA	56126000
P08579	SNRPB2	5	72086000	0	96289000	0	0	NA	NA	NA	NA	NA	56125000
O43172-2;O43172	PRPF4	7	62931000	47166000	61336000	0	43825000	1.33424500699657	1.30042827460459	NA	NA	NA	56030666.6666667
Q86XI2;Q86XI2-2	NCAPG2	12	57382000	0	80440000	0	30144000	NA	NA	NA	NA	NA	55988666.6666667
O95163	IKBKAP	6	80055000	0	87865000	0	0	NA	NA	NA	NA	NA	55973333.3333333
O75044	SRGAP2	6	76155000	0	63366000	0	28392000	NA	NA	NA	NA	NA	55971000
Q9UHY1	NRBP1	4	92725000	0	75142000	0	0	NA	NA	NA	NA	NA	55955666.6666667
O00232;O00232-2	PSMD12	11	0	0	167720000	0	0	NA	NA	NA	NA	NA	55906666.6666667
P55072	VCP	8	93705000	36093000	47846000	0	26148000	2.59620979137229	1.32563100878287	NA	NA	NA	55899666.6666667
Q15084;Q15084-2	PDIA6	4	49850000	49734000	40474000	20154000	77236000	1.00233240841276	0.813809466361041	3.83229135655453	NA	1.88281107710944	55853333.3333333
Q6ULP2-5;Q6ULP2-2;Q6ULP2-4;Q6ULP2;Q6ULP2-3	AFTPH	6	84660000	0	82306000	0	0	NA	NA	NA	NA	NA	55655333.3333333
P51659;P51659-3;P51659-2	HSD17B4	10	84881000	16105000	52746000	10463000	29183000	5.27047500776156	3.27513194660043	2.78916180827679	NA	3.77825625421293	55603333.3333333
P41240	CSK	8	87566000	53725000	79192000	0	0	1.62989297347604	1.4740251279665	NA	NA	NA	55586000
Q9NRL3	STRN4	8	85217000	0	81034000	0	0	NA	NA	NA	NA	NA	55417000
Q14192	FHL2	3	0	151460000	0	222760000	165380000	0	0	0.7424133596696	NA	0.247471119889867	55126666.6666667
Q9Y399	MRPS2	5	165300000	112090000	0	0	0	1.47470782406994	0	NA	NA	NA	55100000
P78406	RAE1	5	69784000	0	55566000	0	39726000	NA	NA	NA	NA	NA	55025333.3333333
Q6ZWJ1	STXBP4	7	39681000	0	96405000	0	28412000	NA	NA	NA	NA	NA	54832666.6666667
P27448-8;P27448-6;P27448-3;P27448-4;P27448-2;P27448;P27448-7	MARK3	7	71478000	0	92737000	0	0	NA	NA	NA	NA	NA	54738333.3333333
Q8WXF1-2;Q8WXF1	PSPC1	4	89128000	0	74639000	0	0	NA	NA	NA	NA	NA	54589000
Q15392	DHCR24	5	70791000	35309000	50076000	0	42282000	2.00489960066838	1.41822198306381	NA	NA	NA	54383000
Q6ZTW0;Q6ZTW0-2	TPGS1	8	85425000	0	76668000	0	0	NA	NA	NA	NA	NA	54031000
P39748	FEN1	5	70889000	0	91147000	0	0	NA	NA	NA	NA	NA	54012000
Q15036;Q15036-2	SNX17	9	48920000	42690000	72198000	30699000	40558000	1.14593581635043	1.69121574139143	1.32115052607577	NA	1.38610069460588	53892000
Q9UQ88-4;P21127-8;Q9UQ88-3;Q9UQ88-2;P21127-3;P21127-2;Q9UQ88;P21127;Q9UQ88-5;Q9UQ88-10;P21127-12;P21127-4;P21127-5;P21127-10;P21127-6;P21127-9;Q9UQ88-9	CDK11A;CDK11B	9	81388000	0	79985000	0	0	NA	NA	NA	NA	NA	53791000
Q01650	SLC7A5	5	83081000	0	77803000	0	0	NA	NA	NA	NA	NA	53628000
P31942-3;P31942-2;P31942;P31942-4	HNRNPH3	7	90343000	106880000	70470000	42986000	0	0.845275074850299	0.659337574850299	0	NA	0.5015375499002	53604333.3333333
Q9BQ67	GRWD1	5	0	91715000	0	0	160810000	0	0	NA	NA	NA	53603333.3333333
P50542-2;P50542-3;P50542;P50542-4	PEX5	9	123390000	0	0	0	37243000	NA	NA	NA	NA	NA	53544333.3333333
Q9NRW7	VPS45	6	86166000	0	74378000	0	0	NA	NA	NA	NA	NA	53514666.6666667
O60942;O60942-4;O60942-2;O60942-3	RNGTT	9	104470000	38084000	55603000	0	0	2.74314672828484	1.46000945278857	NA	NA	NA	53357666.6666667
P25098	ADRBK1	6	52709000	0	65105000	0	42129000	NA	NA	NA	NA	NA	53314333.3333333
Q14669-4;Q14669;Q14669-2;Q14669-3	TRIP12	10	53745000	26285000	50749000	0	55288000	2.04470230169298	1.9307209435039	NA	NA	NA	53260666.6666667
Q9Y5X1	SNX9	8	0	0	76685000	0	81748000	NA	NA	NA	NA	NA	52811000
Q8WX93-4;Q8WX93-8;Q8WX93-3;Q8WX93-5;Q8WX93;Q8WX93-2;Q8WX93-9;Q8WX93-7	PALLD	6	74657000	0	82991000	0	0	NA	NA	NA	NA	NA	52549333.3333333
Q9UPP1-2;Q9UPP1;Q9UPP1-4;Q9UPP1-3	PHF8	7	90486000	62461000	66375000	0	0	1.44867997630521	1.06266310177551	NA	NA	NA	52287000
P10155-3;P10155-4;P10155	TROVE2	7	89129000	0	67633000	0	0	NA	NA	NA	NA	NA	52254000
Q01167-2;Q01167	FOXK2	2	90490000	0	65981000	0	0	NA	NA	NA	NA	NA	52157000
Q9UJX3-2;Q9UJX3	ANAPC7	9	69143000	0	86763000	0	0	NA	NA	NA	NA	NA	51968666.6666667
P49790	NUP153	12	78655000	0	45897000	0	31335000	NA	NA	NA	NA	NA	51962333.3333333
P04075	ALDOA	8	53859000	87542000	62300000	0	39519000	0.615236115236115	0.711658403966096	NA	NA	NA	51892666.6666667
Q96JJ3	ELMO2	6	81656000	0	73452000	0	0	NA	NA	NA	NA	NA	51702666.6666667
Q9NXF1-2;Q9NXF1	TEX10	11	46830000	0	61220000	0	46513000	NA	NA	NA	NA	NA	51521000
Q9BSD7	NTPCR	7	78469000	0	76044000	0	0	NA	NA	NA	NA	NA	51504333.3333333
O15075-2;O15075	DCLK1	5	75608000	12893000	52341000	0	25976000	5.86426743193981	4.05964476847902	NA	NA	NA	51308333.3333333
P16403	HIST1H1C	1	0	0	0	0	153770000	NA	NA	NA	NA	NA	51256666.6666667
Q8WWW0-2;Q8WWW0-4;Q8WWW0;Q8WWW0-3	RASSF5	6	96679000	0	57014000	0	0	NA	NA	NA	NA	NA	51231000
Q9UGJ1-2;Q9UGJ1	TUBGCP4	9	72512000	0	80904000	0	0	NA	NA	NA	NA	NA	51138666.6666667
Q68CZ6	HAUS3	6	74483000	0	78478000	0	0	NA	NA	NA	NA	NA	50987000
Q96HW7;Q96HW7-2	INTS4	8	80756000	0	72147000	0	0	NA	NA	NA	NA	NA	50967666.6666667
O00505	KPNA3	4	69081000	0	83622000	0	0	NA	NA	NA	NA	NA	50901000
P82675;P82675-2	MRPS5	6	80735000	52232000	71653000	0	0	1.54569995405116	1.37182187164956	NA	NA	NA	50796000
P49643	PRIM2	8	47279000	0	58880000	0	45762000	NA	NA	NA	NA	NA	50640333.3333333
P00491	PNP	9	39596000	0	83283000	0	28936000	NA	NA	NA	NA	NA	50605000
O60684;O15131	KPNA6;KPNA5	4	66375000	32067000	46944000	0	38385000	2.0698849284311	1.46393488633174	NA	NA	NA	50568000
Q13188	STK3	7	73412000	0	49410000	0	28816000	NA	NA	NA	NA	NA	50546000
P19387	POLR2C	4	80015000	0	70711000	0	0	NA	NA	NA	NA	NA	50242000
Q9UGV2-2;Q9UGV2;Q9UGV2-3	NDRG3	4	74135000	0	76367000	0	0	NA	NA	NA	NA	NA	50167333.3333333
Q15738	NSDHL	6	82333000	40964000	67531000	0	0	2.00988672981154	1.6485450639586	NA	NA	NA	49954666.6666667
O14776-2;O14776	TCERG1	8	53800000	0	77989000	0	17724000	NA	NA	NA	NA	NA	49837666.6666667
Q9NTI5-2;Q9NTI5	PDS5B	10	90907000	0	58462000	0	0	NA	NA	NA	NA	NA	49789666.6666667
Q9NRY5	FAM114A2	9	81939000	0	66828000	0	0	NA	NA	NA	NA	NA	49589000
P42356	PI4KA	13	82479000	12028000	66121000	0	0	6.85724975058198	5.4972564017293	NA	NA	NA	49533333.3333333
Q5T5U3;Q5T5U3-3	ARHGAP21	10	83291000	0	65290000	0	0	NA	NA	NA	NA	NA	49527000
Q9UGP4	LIMD1	10	0	0	148360000	0	0	NA	NA	NA	NA	NA	49453333.3333333
Q13509	TUBB3	3	65664000	0	49351000	0	33309000	NA	NA	NA	NA	NA	49441333.3333333
Q12904;Q12904-2	AIMP1	4	73116000	42485000	74661000	0	0	1.72098387666235	1.75734965281864	NA	NA	NA	49259000
Q14807-2;Q14807	KIF22	10	86406000	39319000	60960000	0	0	2.19756351890943	1.55039548309977	NA	NA	NA	49122000
Q8WVK7	SKA2	3	65566000	0	81666000	0	0	NA	NA	NA	NA	NA	49077333.3333333
Q9NUQ6-2;Q9NUQ6	SPATS2L	8	85705000	0	61490000	0	0	NA	NA	NA	NA	NA	49065000
Q99729-3;Q99729-2;Q99729-4;Q99729	HNRNPAB	4	56583000	42634000	45526000	0	44022000	1.32718018482901	1.0678331847821	NA	NA	NA	48710333.3333333
Q9Y4F1;Q9Y4F1-2	FARP1	7	95486000	0	50315000	0	0	NA	NA	NA	NA	NA	48600333.3333333
Q9P275;Q9P275-2	USP36	12	87542000	141140000	58180000	0	0	0.620249397761088	0.412214822162392	NA	NA	NA	48574000
Q5JTH9-2;Q5JTH9-3;Q5JTH9	RRP12	11	47929000	0	47577000	0	50209000	NA	NA	NA	NA	NA	48571666.6666667
Q8WW12;Q8WW12-2	PCNP	5	0	0	145610000	0	0	NA	NA	NA	NA	NA	48536666.6666667
P08559-3;P08559;P08559-2;P08559-4	PDHA1	7	53732000	0	66326000	0	24982000	NA	NA	NA	NA	NA	48346666.6666667
Q8IYB1	MB21D2	6	78837000	0	66093000	0	0	NA	NA	NA	NA	NA	48310000
Q9P2E9-3;Q9P2E9-2;Q9P2E9	RRBP1	13	88554000	0	55940000	0	0	NA	NA	NA	NA	NA	48164666.6666667
Q6IBS0	TWF2	4	70329000	0	73919000	0	0	NA	NA	NA	NA	NA	48082666.6666667
Q9Y2H6-2;Q9Y2H6	FNDC3A	6	85969000	0	58263000	0	0	NA	NA	NA	NA	NA	48077333.3333333
O14874	BCKDK	6	80090000	0	63852000	0	0	NA	NA	NA	NA	NA	47980666.6666667
O60292	SIPA1L3	5	0	0	143910000	0	0	NA	NA	NA	NA	NA	47970000
Q5T8P6-3;Q5T8P6-2;Q5T8P6;Q5T8P6-5;Q5T8P6-4	RBM26	6	63392000	0	80501000	0	0	NA	NA	NA	NA	NA	47964333.3333333
P24390	KDELR1	2	72064000	0	71775000	0	0	NA	NA	NA	NA	NA	47946333.3333333
Q96RE7	NACC1	4	58523000	0	61447000	0	23837000	NA	NA	NA	NA	NA	47935666.6666667
Q8N4Q0	ZADH2	3	79784000	0	63956000	21654000	0	NA	NA	0	NA	NA	47913333.3333333
P11413;P11413-3;P11413-2	G6PD	7	69030000	0	74179000	0	0	NA	NA	NA	NA	NA	47736333.3333333
O15357;O15357-2	INPPL1	7	84922000	0	58232000	0	0	NA	NA	NA	NA	NA	47718000
Q96J01	THOC3	4	76813000	36977000	66239000	0	0	2.07731833301782	1.79135678935555	NA	NA	NA	47684000
Q8WUX9	CHMP7	8	46226000	0	71079000	0	25669000	NA	NA	NA	NA	NA	47658000
Q92552	MRPS27	7	69131000	34516000	73780000	0	0	2.00286823502144	2.13755939274539	NA	NA	NA	47637000
Q5BJF6;Q5BJF6-8;Q5BJF6-5;Q5BJF6-6;Q5BJF6-10;Q5BJF6-7;Q5BJF6-2;Q5BJF6-3;Q5BJF6-4	ODF2	2	0	0	0	0	142790000	NA	NA	NA	NA	NA	47596666.6666667
P10515	DLAT	5	80162000	0	62089000	0	0	NA	NA	NA	NA	NA	47417000
O60256-3;O60256;O60256-2	PRPSAP2	8	79692000	0	62516000	0	0	NA	NA	NA	NA	NA	47402666.6666667
Q15054	POLD3	5	66985000	0	74791000	0	0	NA	NA	NA	NA	NA	47258666.6666667
Q8NBM4;Q8NBM4-4;Q8NBM4-3;Q8NBM4-2	UBAC2	5	90300000	35714000	50713000	0	0	2.52842022736182	1.41997535980288	NA	NA	NA	47004333.3333333
Q8TDP1-2;Q8TDP1	RNASEH2C	2	0	0	140240000	0	0	NA	NA	NA	NA	NA	46746666.6666667
Q9H307;Q9H307-2	PNN	7	81975000	0	58110000	0	0	NA	NA	NA	NA	NA	46695000
Q96MU7-2;Q96MU7	YTHDC1	5	87463000	59432000	52555000	0	0	1.4716482702921	0.884287925696594	NA	NA	NA	46672666.6666667
Q6P3S6	FBXO42	3	69559000	0	69539000	0	0	NA	NA	NA	NA	NA	46366000
Q8TB61-3;Q8TB61-2;Q8TB61	SLC35B2	5	75882000	0	62951000	0	0	NA	NA	NA	NA	NA	46277666.6666667
Q96F24;Q96F24-2	NRBF2	5	0	0	137740000	0	0	NA	NA	NA	NA	NA	45913333.3333333
O00443	PIK3C2A	12	76258000	0	61349000	0	0	NA	NA	NA	NA	NA	45869000
Q9UJX5;Q9UJX5-2	ANAPC4	5	73342000	0	64005000	0	0	NA	NA	NA	NA	NA	45782333.3333333
Q9Y2D5;Q9Y2D5-5;Q9Y2D5-7;Q9Y2D5-6;Q9Y2D5-4	AKAP2	6	77066000	0	60144000	0	0	NA	NA	NA	NA	NA	45736666.6666667
P48426	PIP4K2A	3	64752000	0	72072000	0	0	NA	NA	NA	NA	NA	45608000
Q9BY89	KIAA1671	11	83199000	0	53558000	0	0	NA	NA	NA	NA	NA	45585666.6666667
Q13501;Q13501-2	SQSTM1	5	61867000	0	45793000	0	28918000	NA	NA	NA	NA	NA	45526000
Q02809	PLOD1	8	82235000	0	54206000	0	0	NA	NA	NA	NA	NA	45480333.3333333
