chr1	start1	stop1	cluster_id1	tc_rep1	strand	uniq_reads1	ccr1	chr2	start2	stop2	cluster_id2	tc_rep2	uniq_reads2	ccr2	overlap_nt	gene	region
chr20	30147414	30147450	CID_1816451	7	+	9	30147422	chr20	30147414	30147443	CID_1288267	7	8	30147428	29	HM13	CDS
chr20	30149437	30149539	CID_1816454	268	+	423	30149464	chr20	30149437	30149539	CID_1288271	175	273	30149464	102	HM13	CDS
chr20	30154010	30154098	CID_1816460	85	+	122	30154024	chr20	30154010	30154093	CID_1288278	43	70	30154024	83	HM13	CDS
chr20	30155881	30155939	CID_1816463	4	+	6	30155887	chr20	30155881	30155954	CID_1288281	5	8	30155887	58	HM13	CDS
chr20	30354392	30354451	CID_1816647	10	+	15	30354413	chr20	30354362	30354461	CID_1288421	6	8	30354413	59	TPX2	CDS
chr20	30358202	30358269	CID_1816652	9	+	14	30358234	chr20	30358226	30358269	CID_1288426	4	5	30358234	43	TPX2	CDS
chr20	30371669	30371716	CID_1816673	14	+	25	30371694	chr20	30371678	30371712	CID_1288446	6	9	30371694	34	TPX2	CDS
chr20	30720859	30720929	CID_1817090	12	+	25	30720899	chr20	30720859	30720929	CID_1288747	11	14	30720899	70	TM9SF4	CDS
chr20	30723878	30723951	CID_1817091	28	+	39	30723923	chr20	30723883	30723947	CID_1288750	16	20	30723918	64	TM9SF4	CDS
chr20	30729652	30729698	CID_1817099	50	+	83	30729668	chr20	30729636	30729698	CID_1288759	27	38	30729668	46	TM9SF4	CDS
chr20	30730785	30730900	CID_1817102	149	+	266	30730808	chr20	30730785	30730851	CID_1288761	52	101	30730816	66	TM9SF4	CDS
chr20	30732906	30733013	CID_1817106	38	+	71	30732997	chr20	30732894	30733013	CID_1288766	23	39	30733001	107	TM9SF4	CDS
chr20	30733116	30733227	CID_1817107	281	+	360	30733185	chr20	30733122	30733226	CID_1288768	152	209	30733193	104	TM9SF4	CDS
chr20	30734584	30734659	CID_1817113	739	+	817	30734608	chr20	30734584	30734659	CID_1288770	407	459	30734608	75	TM9SF4	CDS
chr20	30737437	30737563	CID_1817118	96	+	127	30737484	chr20	30737438	30737570	CID_1288774	40	61	30737484	125	TM9SF4	CDS
chr20	30738425	30738504	CID_1817121	54	+	84	30738472	chr20	30738428	30738504	CID_1288775	31	43	30738472	76	TM9SF4	CDS
chr20	30738603	30738677	CID_1817122	22	+	32	30738617	chr20	30738605	30738677	CID_1288778	13	20	30738616	72	TM9SF4	CDS
chr20	30742875	30742984	CID_1817128	106	+	144	30742933	chr20	30742878	30742984	CID_1288779	47	68	30742933	106	TM9SF4	CDS
chr20	30746254	30746318	CID_1817135	88	+	116	30746311	chr20	30746254	30746318	CID_1288784	31	42	30746311	64	TM9SF4	CDS
chr20	30747796	30747915	CID_1817143	245	+	351	30747825	chr20	30747795	30747915	CID_1288787	99	141	30747825	119	TM9SF4	CDS
chr20	30749077	30749168	CID_1817144	94	+	130	30749111	chr20	30749077	30749168	CID_1288788	41	59	30749111	91	TM9SF4	CDS
chr20	30753098	30753242	CID_1817148	153	+	239	30753133	chr20	30753092	30753197	CID_1288789	82	133	30753133	99	TM9SF4	CDS
chr20	30797871	30797995	CID_1817264	122	+	177	30797902	chr20	30797876	30797996	CID_1288867	66	98	30797902	119	POFUT1	UTR5
chr20	30803189	30803256	CID_1817267	20	+	28	30803232	chr20	30803203	30803251	CID_1288870	8	10	30803232	48	POFUT1	UTR5
chr20	30822316	30822490	CID_1817297	56	+	83	30822348	chr20	30822279	30822446	CID_1288886	26	35	30822349	130	POFUT1	stop
chr20	31019200	31019248	CID_1817498	3	+	7	31019214	chr20	31019184	31019248	CID_1289058	3	5	31019207	48	ASXL1	CDS
chr20	31424540	31424642	CID_1818060	66	+	95	31424594	chr20	31424540	31424639	CID_1289443	33	56	31424589	99	MAPRE1	CDS
chr20	31995807	31995844	CID_1818705	6	-	7	31995808	chr20	31995807	31995845	CID_1289928	6	7	31995808	37	SNTA1	UTR3
chr20	32273853	32273911	CID_1818969	2	-	8	32273873	chr20	32273861	32273911	CID_1290169	7	11	32273874	50	E2F1	CDS
chr20	32439944	32440009	CID_1819176	11	+	24	32439994	chr20	32439959	32440009	CID_1290297	7	11	32439988	50	CHMP4B	CDS
chr20	32664552	32664621	CID_1819420	11	+	12	32664562	chr20	32664541	32664587	CID_1290478	3	6	32664557	35	RALY	CDS
chr20	32679597	32679670	CID_1819458	15	-	21	32679618	chr20	32679597	32679670	CID_1290515	6	8	32679618	73	EIF2S2	CDS
chr20	32878620	32878675	CID_1819713	8	-	11	32878639	chr20	32878620	32878672	CID_1290727	6	6	32878639	52	AHCY	CDS
chr20	32878692	32878738	CID_1819715	4	-	6	32878723	chr20	32878692	32878734	CID_1290729	7	7	32878723	42	AHCY	CDS
chr20	32879239	32879343	CID_1819718	17	-	21	32879249	chr20	32879239	32879330	CID_1290731	15	20	32879249	91	AHCY	CDS
chr20	32881888	32881964	CID_1819724	12	-	21	32881920	chr20	32881888	32881962	CID_1290735	6	13	32881920	74	AHCY	CDS
chr20	32891074	32891131	CID_1819738	6	-	8	32891092	chr20	32891078	32891156	CID_1290752	4	6	32891092	53	AHCY	start
chr20	33114094	33114145	CID_1819946	10	+	14	33114130	chr20	33114074	33114145	CID_1290878	13	13	33114136	51	DYNLRB1	CDS
chr20	33122410	33122599	CID_1819955	269	+	380	33122503	chr20	33122432	33122574	CID_1290883	179	262	33122503	142	DYNLRB1	CDS
chr20	33128391	33128477	CID_1819963	119	+	170	33128437	chr20	33128385	33128547	CID_1290884	115	143	33128437	86	DYNLRB1	stop
chr20	33162915	33163043	CID_1820021	152	-	219	33162937	chr20	33162908	33163045	CID_1290929	70	95	33162937	128	PIGU	CDS
chr20	33222419	33222521	CID_1820069	112	-	170	33222462	chr20	33222419	33222517	CID_1290961	45	74	33222462	98	PIGU	CDS
chr20	33225682	33225777	CID_1820073	45	-	78	33225727	chr20	33225687	33225749	CID_1290963	20	37	33225727	62	PIGU	CDS
chr20	33233093	33233140	CID_1820075	3	-	17	33233098	chr20	33233096	33233140	CID_1290970	11	24	33233103	44	PIGU	CDS
chr20	33244986	33245048	CID_1820086	34	-	40	33245026	chr20	33244986	33245046	CID_1290972	17	20	33245021	60	PIGU	CDS
chr20	33433157	33433288	CID_1820289	15	-	20	33433189	chr20	33433157	33433228	CID_1291131	8	11	33433189	71	GGT7	CDS
chr20	33439958	33440068	CID_1820302	37	-	49	33439995	chr20	33439958	33440068	CID_1291139	37	57	33439998	110	GGT7	CDS
chr20	33442635	33442728	CID_1820309	14	-	23	33442677	chr20	33442599	33442726	CID_1291146	21	28	33442677	91	GGT7	CDS
chr20	33444625	33444698	CID_1820310	9	-	10	33444673	chr20	33444618	33444698	CID_1291147	9	12	33444673	73	GGT7	CDS
chr20	33447772	33447848	CID_1820317	9	-	13	33447785	chr20	33447778	33447828	CID_1291152	5	8	33447785	50	GGT7	CDS
chr20	33448061	33448124	CID_1820318	9	-	11	33448104	chr20	33448061	33448124	CID_1291154	7	11	33448104	63	GGT7	CDS
chr20	33449282	33449323	CID_1820323	8	-	10	33449309	chr20	33449282	33449348	CID_1291158	3	8	33449308	41	GGT7	CDS
chr20	33530316	33530351	CID_1820425	6	-	6	33530338	chr20	33530317	33530351	CID_1291242	5	5	33530338	34	GSS	CDS
chr20	33592258	33592366	CID_1820526	27	-	48	33592282	chr20	33592258	33592323	CID_1291333	9	31	33592291	65	TRPC4AP	CDS
chr20	33719505	33719553	CID_1820654	7	-	10	33719506	chr20	33719505	33719553	CID_1291432	3	8	33719513	48	EDEM2	UTR5
chr20	33722628	33722670	CID_1820658	6	-	6	33722646	chr20	33722642	33722670	CID_1291434	6	6	33722646	28	EDEM2	UTR5
chr20	33762506	33762608	CID_1820711	7	+	13	33762540	chr20	33762505	33762576	CID_1291468	10	11	33762540	70	PROCR	CDS
chr20	33762677	33762723	CID_1820713	6	+	8	33762685	chr20	33762684	33762752	CID_1291472	1	5	33762685	39	PROCR	CDS
chr20	33763972	33764220	CID_1820717	46	+	66	33764154	chr20	33764026	33764172	CID_1291476	24	34	33764154	146	PROCR	CDS
chr20	33865133	33865200	CID_1820823	3	-	5	33865140	chr20	33865133	33865200	CID_1291580	4	5	33865138	67	RP4-614O4.11	UTR5
chr20	33902496	33902567	CID_1820903	8	-	9	33902516	chr20	33902496	33902544	CID_1291646	5	6	33902516	48	UQCC	stop
chr20	34099745	34099787	CID_1821080	10	+	13	34099756	chr20	34099745	34099788	CID_1291776	5	7	34099759	42	CEP250	UTR3
chr20	34129892	34129934	CID_1821101	6	+	9	34129904	chr20	34129869	34129934	CID_1291798	10	11	34129904	42	ERGIC3	CDS
chr20	34130074	34130139	CID_1821103	13	+	18	34130101	chr20	34130081	34130139	CID_1291801	9	12	34130095	58	ERGIC3	CDS
chr20	34130578	34130643	CID_1821106	24	+	42	34130618	chr20	34130576	34130643	CID_1291804	27	35	34130612	65	ERGIC3	CDS
chr20	34136561	34136618	CID_1821120	11	+	16	34136573	chr20	34136559	34136618	CID_1291815	10	13	34136579	57	ERGIC3	CDS
chr20	34143806	34143900	CID_1821129	132	+	221	34143837	chr20	34143813	34143900	CID_1291824	100	171	34143838	87	ERGIC3	CDS
chr20	34144742	34144880	CID_1821131	115	+	144	34144827	chr20	34144742	34144875	CID_1291828	98	127	34144836	133	ERGIC3	CDS
chr20	34145249	34145389	CID_1821134	147	+	219	34145298	chr20	34145192	34145389	CID_1291832	156	230	34145294	140	ERGIC3	stop
chr20	34213976	34214063	CID_1821206	15	-	32	34214007	chr20	34213976	34214062	CID_1291902	6	17	34214007	86	CPNE1	UTR3
chr20	34214074	34214139	CID_1821207	30	-	40	34214079	chr20	34214074	34214143	CID_1291903	32	36	34214079	65	CPNE1	UTR3
chr20	34214492	34214535	CID_1821211	4	-	6	34214514	chr20	34214492	34214535	CID_1291906	5	6	34214510	43	CPNE1	CDS
chr20	34219423	34219487	CID_1821226	5	-	5	34219447	chr20	34219426	34219497	CID_1291915	6	11	34219447	61	CPNE1	CDS
chr20	34220791	34220841	CID_1821241	6	-	6	34220795	chr20	34220771	34220832	CID_1291926	5	10	34220792	41	CPNE1	CDS
chr20	34242850	34242900	CID_1821306	11	-	15	34242856	chr20	34242821	34242900	CID_1291969	8	10	34242856	50	RBM12	UTR5
chr20	34328474	34328514	CID_1821468	95	-	115	34328491	chr20	34328467	34328517	CID_1292096	34	49	34328501	40	RBM39	UTR5
chr20	34817862	34817969	CID_1822037	10	+	14	34817913	chr20	34817871	34817957	CID_1292461	10	11	34817913	86	EPB41L1	UTR3
chr20	34832729	34832774	CID_1822069	12	+	19	34832762	chr20	34832715	34832767	CID_1292485	1	5	34832762	38	AAR2	CDS
chr20	35350109	35350178	CID_1822638	5	-	10	35350149	chr20	35350108	35350178	CID_1292902	8	10	35350149	69	NDRG3	start
chr20	35411903	35412005	CID_1822733	26	-	29	35411965	chr20	35411937	35412005	CID_1292964	7	10	35411965	68	SOGA1	UTR3
chr20	35695451	35695513	CID_1823061	21	-	27	35695472	chr20	35695444	35695500	CID_1293187	16	21	35695475	49	RBL1	CDS
chr20	35826800	35826888	CID_1823154	105	+	168	35826847	chr20	35826800	35826891	CID_1293252	108	165	35826856	88	RPN2	CDS
chr20	35827451	35827627	CID_1823156	203	+	288	35827592	chr20	35827451	35827627	CID_1293256	212	285	35827592	176	RPN2	CDS
chr20	35854095	35854205	CID_1823187	54	+	81	35854152	chr20	35854095	35854206	CID_1293271	39	71	35854154	110	RPN2	CDS
chr20	35858380	35858462	CID_1823194	141	+	186	35858443	chr20	35858383	35858462	CID_1293276	111	150	35858438	79	RPN2	CDS
chr20	35860699	35860795	CID_1823197	139	+	204	35860745	chr20	35860699	35860794	CID_1293280	92	147	35860745	95	RPN2	CDS
chr20	35862417	35862498	CID_1823199	171	+	273	35862460	chr20	35862423	35862498	CID_1293282	140	224	35862460	75	RPN2	CDS
chr20	35929776	35929811	CID_1823272	6	+	10	35929790	chr20	35929778	35929811	CID_1293338	4	5	35929790	33	MANBAL	CDS
chr20	35945512	35945537	CID_1823306	1	+	5	35945523	chr20	35945502	35945537	CID_1293359	2	5	35945521	25	MANBAL	UTR3
chr20	36146815	36146905	CID_1823631	16	-	29	36146864	chr20	36146848	36146896	CID_1293588	11	14	36146869	48	BLCAP	UTR3
chr20	36431340	36431409	CID_1823914	17	+	21	36431366	chr20	36431340	36431409	CID_1293815	4	6	36431364	69	CTNNBL1	CDS
chr20	36662417	36662480	CID_1824214	9	+	16	36662433	chr20	36662401	36662450	CID_1294021	7	8	36662433	33	RPRD1B	CDS
chr20	37154573	37154622	CID_1824769	4	+	9	37154592	chr20	37154573	37154609	CID_1294398	4	6	37154601	36	RALGAPB	CDS
chr20	37186952	37186980	CID_1824812	4	+	7	37186972	chr20	37186952	37186995	CID_1294432	5	7	37186972	28	RALGAPB	CDS
chr20	39728715	39728762	CID_1827070	10	+	11	39728733	chr20	39728696	39728762	CID_1295952	6	9	39728738	47	TOP1	CDS
chr20	39728783	39728842	CID_1827071	7	+	9	39728800	chr20	39728772	39728814	CID_1295953	7	8	39728793	31	TOP1	CDS
chr20	39792400	39792474	CID_1827188	48	+	76	39792456	chr20	39792394	39792472	CID_1296036	29	50	39792447	72	PLCG1	CDS
chr20	39794878	39794966	CID_1827204	8	+	14	39794932	chr20	39794848	39794976	CID_1296046	10	15	39794932	88	PLCG1	CDS
chr20	39990462	39990499	CID_1827422	4	-	5	39990468	chr20	39990463	39990497	CID_1296208	3	6	39990469	34	EMILIN3	CDS
chr20	40162122	40162193	CID_1827622	18	-	24	40162129	chr20	40162128	40162165	CID_1296351	6	9	40162136	37	CHD6	CDS
chr20	42089550	42089678	CID_1829232	46	+	64	42089609	chr20	42089523	42089648	CID_1297434	26	41	42089618	98	SRSF6	CDS
chr20	42089686	42089821	CID_1829233	15	+	21	42089747	chr20	42089699	42089788	CID_1297435	7	10	42089740	89	SRSF6	stop
chr20	42091409	42091451	CID_1829244	17	+	24	42091428	chr20	42091422	42091450	CID_1297442	6	10	42091434	28	SRSF6	UTR3
chr20	42092111	42092209	CID_1829251	12	+	15	42092160	chr20	42092138	42092240	CID_1297447	13	14	42092167	71	SRSF6	UTR3
chr20	42275639	42275744	CID_1829423	24	+	33	42275715	chr20	42275626	42275739	CID_1297564	9	12	42275715	100	IFT52	UTR3
chr20	42331368	42331543	CID_1829493	43	+	64	42331480	chr20	42331361	42331514	CID_1297608	25	34	42331480	146	MYBL2	CDS
chr20	42338608	42338693	CID_1829504	18	+	42	42338624	chr20	42338608	42338699	CID_1297621	18	37	42338624	85	MYBL2	CDS
chr20	42341663	42341746	CID_1829515	25	+	28	42341697	chr20	42341663	42341746	CID_1297628	9	17	42341693	83	MYBL2	CDS
chr20	42343774	42343826	CID_1829516	83	+	108	42343781	chr20	42343775	42343866	CID_1297629	61	78	42343781	51	MYBL2	CDS
chr20	42344909	42344979	CID_1829524	5	+	6	42344916	chr20	42344906	42344991	CID_1297636	2	6	42344916	70	MYBL2	UTR3
chr20	42935295	42935342	CID_1830129	2	-	8	42935315	chr20	42935299	42935342	CID_1298086	3	6	42935315	43	FITM2	CDS
chr20	43128865	43129075	CID_1830379	135	-	202	43128983	chr20	43128865	43129045	CID_1298245	73	110	43128983	180	SERINC3	stop
chr20	43129714	43129790	CID_1830383	130	-	202	43129756	chr20	43129714	43129790	CID_1298247	70	105	43129756	76	SERINC3	CDS
chr20	43133442	43133531	CID_1830393	311	-	565	43133478	chr20	43133442	43133531	CID_1298254	202	352	43133483	89	SERINC3	CDS
chr20	43135468	43135637	CID_1830395	243	-	336	43135568	chr20	43135468	43135637	CID_1298255	136	189	43135568	169	SERINC3	CDS
chr20	43138532	43138669	CID_1830396	75	-	112	43138623	chr20	43138532	43138669	CID_1298257	38	57	43138623	137	SERINC3	CDS
chr20	43139930	43140009	CID_1830397	121	-	157	43139991	chr20	43139917	43140010	CID_1298258	84	120	43139991	79	SERINC3	CDS
chr20	43142524	43142652	CID_1830402	111	-	227	43142556	chr20	43142526	43142647	CID_1298261	73	139	43142556	121	SERINC3	start
chr20	43150553	43150630	CID_1830410	19	-	22	43150574	chr20	43150562	43150634	CID_1298269	1	6	43150569	68	SERINC3	start
chr20	43514466	43514527	CID_1830866	12	+	16	43514508	chr20	43514471	43514527	CID_1298596	8	13	43514504	56	YWHAB	UTR5
chr20	43535172	43535237	CID_1830894	23	+	28	43535186	chr20	43535181	43535237	CID_1298620	11	15	43535186	56	YWHAB	UTR3
chr20	43535867	43535964	CID_1830903	8	+	10	43535907	chr20	43535867	43535924	CID_1298630	6	6	43535904	57	YWHAB	UTR3
chr20	43536173	43536325	CID_1830906	222	+	337	43536232	chr20	43536165	43536371	CID_1298633	157	221	43536232	152	YWHAB	UTR3
chr20	43536667	43536740	CID_1830911	9	+	13	43536684	chr20	43536667	43536740	CID_1298637	5	5	43536680	73	YWHAB	UTR3
chr20	43625811	43625858	CID_1831033	10	+	17	43625832	chr20	43625822	43625850	CID_1298718	4	5	43625832	28	STK4	CDS
chr20	43708526	43708564	CID_1831124	96	+	107	43708528	chr20	43708526	43708560	CID_1298780	56	66	43708528	34	STK4	UTR3
chr20	43955994	43956058	CID_1831399	11	-	17	43956020	chr20	43956009	43956055	CID_1298951	5	5	43956013	46	SDC4	CDS
chr20	44037205	44037242	CID_1831505	23	+	25	44037211	chr20	44037208	44037239	CID_1299034	8	9	44037209	31	SYS1-DBNDD2	UTR3
chr20	44038781	44039003	CID_1831509	50	+	62	44038877	chr20	44038848	44039002	CID_1299043	26	36	44038877	154	DBNDD2	stop
chr20	44039052	44039123	CID_1831511	34	+	45	44039082	chr20	44039022	44039132	CID_1299044	18	29	44039082	71	DBNDD2	UTR3
chr20	44047497	44047620	CID_1831525	141	+	224	44047610	chr20	44047497	44047621	CID_1299057	111	192	44047610	123	PIGT	UTR5
chr20	44048775	44048859	CID_1831532	57	+	76	44048838	chr20	44048787	44048859	CID_1299063	42	50	44048838	72	PIGT	UTR5
chr20	44049169	44049327	CID_1831536	64	+	119	44049205	chr20	44049177	44049327	CID_1299065	52	87	44049205	150	PIGT	CDS
chr20	44050023	44050223	CID_1831537	48	+	85	44050120	chr20	44050058	44050224	CID_1299068	38	69	44050120	165	PIGT	CDS
chr20	44052857	44053021	CID_1831542	70	+	107	44052932	chr20	44052857	44053021	CID_1299073	51	87	44052932	164	PIGT	CDS
chr20	44053136	44053220	CID_1831543	29	+	37	44053185	chr20	44053114	44053220	CID_1299074	19	31	44053185	84	PIGT	CDS
chr20	44054215	44054584	CID_1831547	398	+	563	44054358	chr20	44054211	44054528	CID_1299077	278	410	44054358	313	PIGT	stop
chr20	44422568	44422605	CID_1831832	9	+	11	44422576	chr20	44422568	44422605	CID_1299279	4	5	44422582	37	DNTTIP1	CDS
chr20	44444343	44444384	CID_1831867	19	+	22	44444357	chr20	44444346	44444381	CID_1299312	6	10	44444355	35	UBE2C	CDS
chr20	44472992	44473025	CID_1831920	8	-	10	44473013	chr20	44472992	44473017	CID_1299360	6	6	44473013	25	ACOT8	CDS
chr20	44520583	44520666	CID_1832000	18	+	25	44520599	chr20	44520593	44520649	CID_1299412	12	14	44520604	56	CTSA	CDS
chr20	44520913	44520962	CID_1832001	17	+	32	44520953	chr20	44520913	44520962	CID_1299413	11	25	44520952	49	CTSA	CDS
chr20	44521368	44521519	CID_1832004	76	+	115	44521409	chr20	44521386	44521519	CID_1299416	51	88	44521409	133	CTSA	CDS
chr20	44521857	44521950	CID_1832005	132	+	170	44521875	chr20	44521858	44521950	CID_1299418	95	128	44521875	92	CTSA	CDS
chr20	44523296	44523366	CID_1832008	79	+	98	44523333	chr20	44523287	44523366	CID_1299422	67	78	44523325	70	CTSA	CDS
chr20	44523634	44523772	CID_1832010	80	+	153	44523694	chr20	44523634	44523768	CID_1299425	38	91	44523695	134	CTSA	CDS
chr20	44526356	44526445	CID_1832015	10	+	17	44526375	chr20	44526356	44526442	CID_1299427	11	15	44526371	86	CTSA	CDS
chr20	44527389	44527428	CID_1832020	9	+	12	44527417	chr20	44527385	44527424	CID_1299431	8	9	44527418	35	CTSA	UTR3
chr20	44983524	44983596	CID_1832760	33	-	54	44983535	chr20	44983524	44983596	CID_1299934	22	38	44983533	72	SLC35C2	CDS
chr20	44984441	44984512	CID_1832763	21	-	30	44984475	chr20	44984441	44984509	CID_1299938	7	13	44984477	68	SLC35C2	CDS
chr20	44985212	44985276	CID_1832766	15	-	22	44985226	chr20	44985220	44985276	CID_1299940	4	6	44985228	56	SLC35C2	CDS
chr20	44986315	44986412	CID_1832768	58	-	86	44986401	chr20	44986329	44986412	CID_1299946	30	48	44986401	83	SLC35C2	CDS
chr20	44987026	44987126	CID_1832770	17	-	29	44987047	chr20	44987038	44987097	CID_1299949	5	9	44987045	59	SLC35C2	CDS
chr20	46286675	46286723	CID_1834034	10	-	12	46286691	chr20	46286683	46286715	CID_1300787	6	6	46286697	32	SULF2	UTR3
chr20	46291814	46291954	CID_1834051	131	-	181	46291878	chr20	46291814	46291890	CID_1300800	66	95	46291878	76	SULF2	CDS
chr20	46292200	46292308	CID_1834054	8	-	11	46292241	chr20	46292202	46292271	CID_1300804	3	9	46292241	69	SULF2	CDS
chr20	46295004	46295082	CID_1834068	31	-	33	46295034	chr20	46295014	46295082	CID_1300815	12	16	46295034	68	SULF2	CDS
chr20	46365434	46365685	CID_1834158	67	-	118	46365531	chr20	46365480	46365640	CID_1300895	40	77	46365531	160	SULF2	CDS
chr20	47683755	47683817	CID_1835580	25	+	37	47683799	chr20	47683755	47683817	CID_1301913	20	32	47683799	62	CSE1L	CDS
chr20	47685289	47685346	CID_1835584	4	+	16	47685304	chr20	47685253	47685346	CID_1301914	13	26	47685313	57	CSE1L	CDS
chr20	47691908	47691958	CID_1835594	10	+	12	47691939	chr20	47691919	47691993	CID_1301926	11	13	47691942	39	CSE1L	CDS
chr20	47692011	47692055	CID_1835596	6	+	7	47692031	chr20	47692011	47692055	CID_1301927	3	5	47692022	44	CSE1L	CDS
chr20	47704546	47704621	CID_1835608	71	+	109	47704584	chr20	47704560	47704618	CID_1301944	44	62	47704584	58	CSE1L	CDS
chr20	47705792	47705820	CID_1835611	14	+	21	47705806	chr20	47705792	47705816	CID_1301946	5	7	47705801	24	CSE1L	CDS
chr20	47706104	47706215	CID_1835614	53	+	71	47706158	chr20	47706075	47706186	CID_1301948	43	56	47706158	82	CSE1L	CDS
chr20	47707476	47707549	CID_1835619	13	+	20	47707502	chr20	47707476	47707558	CID_1301952	13	14	47707504	73	CSE1L	CDS
chr20	47713316	47713362	CID_1835633	11	+	12	47713340	chr20	47713278	47713358	CID_1301965	10	11	47713340	42	CSE1L	UTR3
chr20	47768205	47768264	CID_1835726	3	-	6	47768211	chr20	47768205	47768283	CID_1302047	4	6	47768216	59	STAU1	CDS
chr20	47841690	47841733	CID_1835783	6	+	12	47841717	chr20	47841691	47841733	CID_1302105	1	5	47841710	42	DDX27	CDS
chr20	48256234	48256336	CID_1836269	30	-	38	48256270	chr20	48256258	48256336	CID_1302439	2	6	48256270	78	B4GALT5	CDS
chr20	48263520	48263598	CID_1836282	70	-	105	48263560	chr20	48263520	48263588	CID_1302450	11	25	48263559	68	B4GALT5	CDS
chr20	48330113	48330222	CID_1836334	42	-	61	48330156	chr20	48330134	48330192	CID_1302496	6	15	48330156	58	B4GALT5	CDS
chr20	48467343	48467377	CID_1836472	7	+	10	48467358	chr20	48467343	48467373	CID_1302577	4	6	48467360	30	SLC9A8	UTR5
chr20	48698435	48698514	CID_1836793	15	-	19	48698465	chr20	48698442	48698482	CID_1302808	7	9	48698465	40	UBE2V1	UTR3
chr20	48699252	48699311	CID_1836800	13	-	13	48699279	chr20	48699252	48699284	CID_1302820	5	5	48699274	32	UBE2V1	stop
chr20	48746083	48746216	CID_1836895	38	-	61	48746129	chr20	48746088	48746193	CID_1302882	20	24	48746138	105	TMEM189-UBE2V1	CDS
chr20	48747403	48747484	CID_1836896	24	-	34	48747459	chr20	48747401	48747481	CID_1302883	10	11	48747457	78	TMEM189-UBE2V1	CDS
chr20	50287663	50287735	CID_1838686	9	-	17	50287678	chr20	50287658	50287702	CID_1304250	4	7	50287674	39	ATP9A	CDS
chr20	50307279	50307357	CID_1838708	5	-	9	50307313	chr20	50307279	50307319	CID_1304268	11	15	50307310	40	ATP9A	CDS
chr20	50310563	50310640	CID_1838717	10	-	12	50310609	chr20	50310590	50310637	CID_1304274	9	13	50310609	47	ATP9A	CDS
chr20	50312651	50312683	CID_1838719	2	-	7	50312655	chr20	50312651	50312683	CID_1304276	3	7	50312655	32	ATP9A	CDS
chr20	50727292	50727329	CID_1839057	1	-	11	50727320	chr20	50727292	50727331	CID_1304555	2	7	50727311	37	ZFP64	CDS
chr20	50727513	50727560	CID_1839059	109	-	143	50727521	chr20	50727513	50727560	CID_1304558	62	87	50727521	47	ZFP64	CDS
chr20	54941405	54941462	CID_1842087	7	+	7	54941454	chr20	54941413	54941471	CID_1306707	5	6	54941454	49	FAM210B	UTR3
chr20	54972811	54972871	CID_1842169	18	+	22	54972846	chr20	54972811	54972871	CID_1306769	4	6	54972850	60	CSTF1	CDS
chr20	54974035	54974195	CID_1842170	69	+	99	54974098	chr20	54974040	54974129	CID_1306771	7	16	54974099	89	CSTF1	CDS
chr20	55049738	55049780	CID_1842251	13	+	16	55049768	chr20	55049748	55049780	CID_1306833	14	16	55049767	32	RTFDC1	CDS
chr20	55093277	55093320	CID_1842283	14	+	23	55093295	chr20	55093283	55093320	CID_1306868	4	5	55093295	37	RTFDC1	UTR3
chr20	55745498	55745533	CID_1843014	9	-	12	55745502	chr20	55745499	55745533	CID_1307363	9	10	55745503	34	BMP7	UTR3
chr20	55758842	55758903	CID_1843042	6	-	7	55758863	chr20	55758833	55758900	CID_1307382	9	10	55758863	58	BMP7	CDS
chr20	55948610	55948642	CID_1843277	9	+	10	55948612	chr20	55948610	55948632	CID_1307556	6	6	55948613	22	RAE1	CDS
chr20	55948721	55948792	CID_1843278	33	+	44	55948769	chr20	55948727	55948792	CID_1307557	7	11	55948769	65	RAE1	CDS
chr20	55949678	55949730	CID_1843279	7	+	9	55949682	chr20	55949676	55949721	CID_1307558	5	6	55949682	43	RAE1	CDS
chr20	57251440	57251563	CID_1845020	12	+	23	57251530	chr20	57251488	57251550	CID_1308827	5	6	57251530	62	STX16-NPEPL1	UTR3
chr20	57466318	57466395	CID_1845364	8	+	9	57466346	chr20	57466318	57466360	CID_1309091	8	12	57466337	42	GNAS	UTR5
chr20	57466734	57466801	CID_1845372	2	+	9	57466782	chr20	57466760	57466801	CID_1309097	3	5	57466782	41	GNAS	start
chr20	57478795	57478847	CID_1845396	13	+	17	57478832	chr20	57478819	57478847	CID_1309125	9	13	57478837	28	GNAS	UTR3
chr20	57484416	57484458	CID_1845403	8	+	10	57484421	chr20	57484416	57484444	CID_1309130	4	7	57484431	28	GNAS	UTR3
chr20	57484752	57484814	CID_1845405	4	+	7	57484789	chr20	57484739	57484859	CID_1309133	8	16	57484789	62	GNAS	UTR3
chr20	57485013	57485058	CID_1845407	6	+	8	57485025	chr20	57485015	57485058	CID_1309134	5	7	57485023	43	GNAS	UTR3
chr20	57485818	57485869	CID_1845411	3	+	5	57485820	chr20	57485810	57485851	CID_1309139	4	7	57485820	33	GNAS	UTR3
chr20	57561223	57561263	CID_1845474	8	+	14	57561232	chr20	57561224	57561258	CID_1309194	4	5	57561232	34	NELFCD	CDS
chr20	57572732	57572802	CID_1845530	19	-	23	57572750	chr20	57572722	57572797	CID_1309245	7	10	57572750	65	CTSZ	CDS
chr20	57607293	57607392	CID_1845606	16	-	25	57607344	chr20	57607275	57607351	CID_1309294	4	11	57607343	58	ATP5E	start
