gene_id	Symbol	baseMean.tumor.KO.WT	log2FoldChange.tumor.KO.WT	padj.tumor.KO.WT	gene_biotype	reg_tumor	tpm.Tumor_HDLBP_KO_2	tpm.Tumor_HDLBP_KO_3	tpm.Tumor_HDLBP_KO_4	tpm.Tumor_HDLBP_KO_5	tpm.Tumor_WT_1	tpm.Tumor_WT_2	tpm.Tumor_WT_3	tpm.Tumor_WT_4	tpm.Tumor_WT_5	tpm.Tumor_WT_6	tpm.Tumor_WT_7	tpm.Tumor_WT_8
ENSG00000198814.8	GK	169.116419507013	-1.14508190573193	0.000230586105866567	protein_coding	down_tumor	3.85	5.15	2.69	8.79	8.03	12.3	8.78	8.5	11.82	10.88	13.6	10.28
ENSG00000177917.6	ARL6IP6	161.562080203552	-1.14402369602578	2.0187247804965e-09	protein_coding	down_tumor	6.54	12.96	7.92	9.2	23.83	17.32	25.88	24.31	25.23	28.24	25.26	27.21
ENSG00000146242.5	TPBG	335.922100672418	-1.1426761118404	0.000768437889140709	protein_coding	down_tumor	2.75	14.35	4.2	15.53	21.49	17.99	20.69	22.3	26.67	24.28	22.74	23.58
ENSG00000139835.9	GRTP1	56.8139735286399	-1.14232323956467	0.000281407687701494	protein_coding	down_tumor	2.43	4.44	0.9	5.43	8.18	8.72	10.27	8.83	10.25	9.08	10.04	7.04
ENSG00000178467.13	P4HTM	237.940484766598	-1.14210058344243	9.03674980189925e-07	protein_coding	down_tumor	5.88	25.49	12.67	31.21	29.68	37.02	30.32	28.29	36.83	37.32	30.53	34
ENSG00000198732.6	SMOC1	1260.82001427329	-1.1407804181319	0.0441659500498914	protein_coding	down_tumor	2.41	54.7	10.8	68.53	64.53	92.53	80.42	75.09	105.2	84.75	96.75	65.85
ENSG00000102760.12	RGCC	232.572727672784	-1.13968413993009	1.76033498967266e-05	protein_coding	down_tumor	8.11	31.3	13.3	27.03	39.72	56.59	48.9	44.19	56.99	61.97	57.89	40.93
ENSG00000111276.6	CDKN1B	494.284745731362	-1.13961147249501	6.95585461296608e-08	protein_coding	down_tumor	19.31	21.32	16.56	12.62	31.19	44.78	41.02	34.46	42.91	39.1	39.8	27.27
ENSG00000077147.10	TM9SF3	1738.58252582485	-1.13917410992652	1.29143130333376e-10	protein_coding	down_tumor	30.21	34.06	21.9	26.83	62.5	64.17	84.63	66.49	69.2	71.97	84.28	53.27
ENSG00000079459.8	FDFT1	970.720149011352	-1.1382871563966	5.56422450019021e-16	protein_coding	down_tumor	33.03	50.76	40.85	37.15	105.94	110.09	135.04	133.62	115.04	91.55	136.48	101.18
ENSG00000185033.10	SEMA4B	711.256646995381	-1.13625372304643	0.00091093529169702	protein_coding	down_tumor	10.78	32.08	9.57	38.55	46.76	45.89	56.34	47.25	63.29	50.3	59.8	41.97
ENSG00000186480.8	INSIG1	276.088233963069	-1.13531756239619	4.85681896631902e-08	protein_coding	down_tumor	6.13	13.61	4.81	11.12	24.2	15.84	20.37	23.55	16.37	20.35	19.05	25.94
ENSG00000163527.5	STT3B	1444.44023593287	-1.13318434242621	2.81466709119482e-26	protein_coding	down_tumor	32.49	47.81	39.82	49.95	72.36	76.59	89.83	86.6	74.44	80.71	98.76	70.45
ENSG00000196693.10	ZNF33B	289.551254227137	-1.13126374914797	4.74312720596157e-06	protein_coding	down_tumor	1.48	5.96	2.88	5.05	8.69	11.02	11.83	8.9	10.56	9.22	10.45	7.01
ENSG00000099814.11	CEP170B	991.741656177274	-1.13043698871954	0.00188431609769296	protein_coding	down_tumor	3.59	17.21	4.9	22.72	36.16	29.46	43.72	28.75	34.22	30.49	29.74	28.91
ENSG00000016864.12	GLT8D1	234.038280311648	-1.12963095320045	8.37539511011266e-10	protein_coding	down_tumor	9.97	18.98	9.44	15.61	28.97	40.23	34.78	30.52	37.99	30.33	30.8	26.71
ENSG00000107863.12	ARHGAP21	953.966662942254	-1.12892048209559	1.81660671143028e-33	protein_coding	down_tumor	10.19	16.66	15.7	15.49	29.18	27.81	40.26	31.7	34.18	32.06	33.78	30.26
ENSG00000198873.10	GRK5	206.735171189111	-1.12606782508623	6.54600826592712e-09	protein_coding	down_tumor	5.67	8.54	4.01	7.6	13.87	16.44	19.06	16.87	20	16.15	17.72	11.48
ENSG00000171067.6	C11orf24	491.982083312704	-1.12570663625062	4.63586861017929e-09	protein_coding	down_tumor	11.31	74.25	24.85	66.38	70.79	67.04	77.22	68.18	78.03	79.35	75.15	96.92
ENSG00000023318.7	ERP44	388.826448842121	-1.12510343550602	9.94332556550473e-11	protein_coding	down_tumor	5.11	7.17	3.98	8.18	12.95	13.41	17.34	15.46	18.39	16.49	19.43	14.85
ENSG00000117868.11	ESYT2	1459.63647526557	-1.12385511133424	1.32126060929705e-06	protein_coding	down_tumor	15.02	39.24	16.03	38.78	46.6	59.02	70.45	53.58	77.23	59.6	67.65	49.64
ENSG00000118762.3	PKD2	255.056277927489	-1.12249716163219	2.70017875155631e-12	protein_coding	down_tumor	2.92	4.6	3.74	6.01	10.05	7.27	12.35	10.34	9.99	12.07	9.77	9.85
ENSG00000174851.10	YIF1A	500.196604690352	-1.12208740923719	5.98406480840128e-11	protein_coding	down_tumor	35.52	65.01	46.58	71.37	112.06	133.63	108.43	119.71	116.89	104.92	122.95	108.25
ENSG00000095564.9	BTAF1	624.182920576	-1.12066646036694	7.18170948940324e-15	protein_coding	down_tumor	6.61	7.01	4.83	8.93	18.68	19.01	23.35	16.17	18.93	18.56	18.53	15.67
ENSG00000164930.7	FZD6	205.37325891389	-1.12062469682553	1.22815110868651e-11	protein_coding	down_tumor	4.6	5.63	3.38	4.91	13.58	10.83	10.59	11.1	11.72	11.21	11.57	9.39
ENSG00000219438.4	FAM19A5	74.7389172117783	-1.12002187869942	0.0005502987800039	protein_coding	down_tumor	2	3.83	1.34	4.95	6.32	11.05	9.37	8.35	6.57	6.73	5.81	6.61
ENSG00000181830.7	SLC35C1	280.302295509617	-1.11998273821556	3.58330463422093e-07	protein_coding	down_tumor	5.25	9.74	2.56	9.47	16.89	16.26	16.61	19.33	17.88	14.16	19.98	19.12
ENSG00000124370.6	MCEE	101.540548219675	-1.11734955799224	0.00265582400494074	protein_coding	down_tumor	5.84	24.68	4.15	18.65	27.36	35.86	30.37	30.25	29.69	29.74	31.6	26.57
ENSG00000109686.12	SH3D19	396.723425309542	-1.11682425013826	1.90316770162393e-09	protein_coding	down_tumor	27.56	14.99	9.38	7.42	27.9	32.55	27.14	24.05	26.64	23.67	24.42	27.26
ENSG00000090776.5	EFNB1	208.874051394037	-1.11644206466496	0.000209815257555144	protein_coding	down_tumor	1.83	8.56	2.48	7.58	12.27	13.67	13.06	12.75	12.39	10.96	13.62	12.42
ENSG00000136240.5	KDELR2	2036.26312666227	-1.11564191627373	3.08228408207879e-05	protein_coding	down_tumor	36.87	129.98	31.84	98.6	145.26	178.68	171.12	159.94	161.39	168.05	178.55	148.96
ENSG00000159403.11	C1R	419.485678892543	-1.11445553489409	0.000765463648529631	protein_coding	down_tumor	15.56	41.18	22.13	54.57	88.13	32.02	46.32	86.56	56.05	82.5	81.83	80.29
ENSG00000151876.8	FBXO4	101.071927641752	-1.11428829443882	4.04920984239441e-08	protein_coding	down_tumor	4.37	15.66	6.82	8.53	21.57	22.6	16.08	21.3	19.81	21.71	23.4	14.13
ENSG00000160190.9	SLC37A1	145.74100570715	-1.11419166497482	0.00398601714882096	protein_coding	down_tumor	0.79	5.36	2.27	8.16	8.71	11.27	10.5	9.45	11.37	9.66	8.91	9.11
ENSG00000103460.12	TOX3	147.390102347139	-1.11364251304391	7.33687501342245e-05	protein_coding	down_tumor	1.17	4.56	4.79	4.18	7.86	10.75	12.2	8.65	11.14	8.43	10.22	6
ENSG00000147676.9	MAL2	81.536746059599	-1.11234317195141	0.0115771776770622	protein_coding	down_tumor	1.23	4.2	1.61	4	3.35	10.06	5.33	3.49	7.12	5.28	5.8	5.81
ENSG00000176978.9	DPP7	412.72470161413	-1.1112819969839	6.12192917100082e-12	protein_coding	down_tumor	31.83	43.84	25.29	59.62	96.85	81.73	82.51	78.29	98.01	78.23	73.69	67.08
ENSG00000147403.12	RPL10	13413.5439047098	-1.11058351741561	4.7946029276863e-05	protein_coding	down_tumor	1584.41	1237.25	1994.02	1245.12	3372.84	5273.59	4705.96	4280.41	5049.29	3248.13	5360	2546.18
ENSG00000010278.7	CD9	662.125293695756	-1.10798822989758	2.18134048184334e-05	protein_coding	down_tumor	23.88	87.02	26.04	53.81	122.79	110.75	112.18	129.34	129.88	105.47	144.39	109.7
ENSG00000204619.3	PPP1R11	398.105968301335	-1.10748647475042	3.13292819329286e-10	protein_coding	down_tumor	16.41	22.05	21.92	16.53	42.4	51.63	50.06	46.62	51.46	42.03	56.26	42.17
ENSG00000102934.5	PLLP	118.630033365015	-1.1066263160697	0.00495429147394474	protein_coding	down_tumor	1.22	12.82	2.99	9.44	16.01	16.39	18.32	16.45	15.56	14.62	14.72	15.83
ENSG00000137207.7	YIPF3	397.20754274509	-1.10541220954398	3.40528428636484e-06	protein_coding	down_tumor	17.54	32.41	17	27.59	47.04	61.13	62.64	61.42	69.87	43.28	69.77	41.13
ENSG00000138772.8	ANXA3	782.82844188428	-1.10403524881337	3.13063988972304e-11	protein_coding	down_tumor	25.56	65.6	56.95	40.51	127.33	114.79	145.11	137.8	136.6	130.66	125.01	109.27
ENSG00000168374.6	ARF4	1425.20541491123	-1.10252695775836	1.81340306009615e-13	protein_coding	down_tumor	66.57	96.36	54.67	66.01	160.44	201.28	179.38	169.05	179.49	171.29	190.31	145.87
ENSG00000176142.8	TMEM39A	260.582571021743	-1.10076420456912	7.41755513471113e-05	protein_coding	down_tumor	7.51	8.73	4.86	7.58	14.08	16.31	18.77	15.04	22.07	12.77	18.43	10.63
ENSG00000136111.8	TBC1D4	220.373940102158	-1.10030591576629	1.00004519563345e-13	protein_coding	down_tumor	2.18	4.04	9.86	3.95	6.98	5.7	7.43	7.54	6.19	7.42	6.87	8.62
ENSG00000051108.10	HERPUD1	606.602219056484	-1.09938900917948	1.13657518862313e-07	protein_coding	down_tumor	12.88	56.13	24.95	38.19	78.98	90.08	78.99	77.41	92.56	73.93	95.86	72.71
ENSG00000111674.4	ENO2	874.629827476458	-1.09773111967957	0.00417690772881113	protein_coding	down_tumor	9.21	47.33	20.08	69.84	64.38	83.02	97.88	53.55	112.25	101.51	81.16	73.37
ENSG00000172270.14	BSG	3232.69209598009	-1.09607149611702	3.50428806504834e-10	protein_coding	down_tumor	156.1	186.71	138.32	206.28	370.73	437.26	525.32	529.45	531.11	352.09	613.44	298.93
ENSG00000143198.8	MGST3	1112.95091934484	-1.09552842532324	2.95015272656956e-17	protein_coding	down_tumor	67.31	158.81	92.17	132.73	301.7	302.42	370.08	386.71	348.01	316.52	365.25	296.65
ENSG00000143742.8	SRP9	2222.87325708123	-1.09516437694135	2.78257535576268e-12	protein_coding	down_tumor	78.02	197.19	104.67	133.05	314.43	302.79	363.88	358.37	325.16	385.87	321.76	352.17
ENSG00000198961.5	PJA2	474.80843602083	-1.09156582796072	1.23716966985294e-09	protein_coding	down_tumor	10.33	10.63	6.74	7.57	16.24	22.79	23.81	18.28	22.26	18.15	23.11	14.76
ENSG00000159596.6	TMEM69	149.167255255194	-1.08907335763272	1.09129009592147e-05	protein_coding	down_tumor	5.28	9.13	4.78	5.28	11.72	13.05	18.22	15.05	18.8	10.38	20.93	11.83
ENSG00000088367.16	EPB41L1	963.435806501007	-1.08637213470963	1.35651168371535e-32	protein_coding	down_tumor	20.19	23.2	27.72	21.56	42.46	52.14	58.33	45.95	46.98	44.93	59.77	39.12
ENSG00000174327.6	SLC16A13	38.0493521140013	-1.08559581470732	0.00295067046057007	protein_coding	down_tumor	0.82	2.88	1.13	3.24	4.44	4	6.64	4.17	5.03	5.12	7.49	2.68
ENSG00000079150.13	FKBP7	91.3509542311917	-1.08482971826613	0.0023549066981755	protein_coding	down_tumor	3.26	11.21	2.11	9.77	14.76	11.74	15.78	21.77	15.71	20.08	16.9	16.57
ENSG00000197822.6	OCLN	255.200474071486	-1.08481313096847	8.24542606115973e-06	protein_coding	down_tumor	2.55	6.16	2.76	3.8	8.27	12.01	8.65	7.35	10	11.2	10.87	7.76
ENSG00000107438.4	PDLIM1	903.379816939986	-1.08442816744474	3.79972702824002e-08	protein_coding	down_tumor	46.81	60.17	52.18	44.62	130.58	142.33	155.15	140	143.83	107.54	157.53	91
ENSG00000104129.5	DNAJC17	53.1221801649806	-1.08438021582786	1.38120825180088e-05	protein_coding	down_tumor	1.95	8.94	3.22	9.3	12.61	12.12	12.97	12.83	8.9	11.98	14.51	15.41
ENSG00000150782.7	IL18	718.632908926987	-1.08108010955583	1.25615915633748e-18	protein_coding	down_tumor	34.85	52.56	49.53	43.99	108.01	130.21	153.01	133.98	145.54	119.06	136.09	86.62
ENSG00000102572.10	STK24	1229.87699303216	-1.08066296468336	2.63116310231525e-20	protein_coding	down_tumor	29.62	44.92	40.3	40.77	90.13	106.78	103.55	96.68	104.28	95.83	106.43	74.29
ENSG00000146085.7	MUT	162.636828998963	-1.07870608894989	9.44267377102718e-07	protein_coding	down_tumor	3.45	3.89	2.99	3.1	7.6	11.03	9.72	9.27	8.82	8.12	8.48	5.65
ENSG00000034677.7	RNF19A	812.60187154463	-1.07590655418544	8.56957708873475e-06	protein_coding	down_tumor	11.73	21.55	10.99	23.72	34.31	45.31	48.76	35.7	40.39	39.75	48.17	29.63
ENSG00000213064.5	SFT2D2	1008.31309523325	-1.07588489371562	1.4815855819682e-24	protein_coding	down_tumor	4.88	11.63	7.24	8.69	21.39	23.7	29.09	21.91	21.98	23.36	24.85	19.19
ENSG00000140688.12	C16orf58	573.58481820459	-1.0750393765884	3.39972872847419e-05	protein_coding	down_tumor	14.47	23.51	9.33	29.97	41.65	51.85	60.42	41.11	59.95	42.47	52.36	31.15
ENSG00000144645.9	OSBPL10	309.655589999047	-1.07423979678575	6.38535294565948e-11	protein_coding	down_tumor	4.7	7.25	4.73	4.26	12.76	12.96	17.3	15.1	15.74	11.11	14.82	11.16
ENSG00000084207.11	GSTP1	5038.75682406064	-1.07359205925026	6.44089655972944e-29	protein_coding	down_tumor	494.4	642.41	533.38	627.87	1418.85	1482.21	1615.84	1578.87	1498.67	1320.41	1519.2	1246.41
ENSG00000137942.12	FNBP1L	573.902804235846	-1.07297137172295	9.05552151070335e-19	protein_coding	down_tumor	9.41	14.86	9.9	11.27	23.42	25.15	30.71	25.31	26.46	31.45	27.34	24.26
ENSG00000221914.4	PPP2R2A	803.117315873265	-1.07166588749327	6.43612875320256e-11	protein_coding	down_tumor	28.53	32.02	34.83	29.09	47.51	75.03	80.09	62.72	82.27	57.53	81.5	50.64
ENSG00000004866.14	ST7	144.580795367759	-1.07151825337409	1.2996009494128e-10	protein_coding	down_tumor	3.63	6.2	4.9	8.87	13.72	13.51	16.42	16.14	16.04	19.02	17.51	15.02
ENSG00000130175.5	PRKCSH	1316.19388179726	-1.07033695551383	2.30938990439683e-11	protein_coding	down_tumor	42.54	109.76	66.3	137.85	160.86	164.35	166.63	173.64	167.71	153.58	189.77	150.62
ENSG00000096080.7	MRPS18A	217.571522453726	-1.06993176093549	1.40910871777752e-08	protein_coding	down_tumor	15.79	16.12	17.33	18.45	36.68	52.5	50.15	45.14	48.92	34.56	58.21	35.38
ENSG00000172493.16	AFF1	314.606054820009	-1.06900438485808	9.30220732680556e-09	protein_coding	down_tumor	4.11	5.11	2.18	3.36	5.92	7.03	8.16	6.1	8.43	6.96	7.7	5.25
ENSG00000163703.13	CRELD1	139.046196086764	-1.06779375204669	0.00495486314400089	protein_coding	down_tumor	2.62	12.72	2.84	16.25	13.31	19.45	22.8	15.35	25.43	20.63	24.73	12.79
ENSG00000163993.6	S100P	3284.40010193316	-1.06763745633123	0.000248940271417234	protein_coding	down_tumor	251.76	1167.93	487.2	1141.57	1396.81	2203.2	1291.94	1302	1711.5	1353.71	1779.36	1486.62
ENSG00000112695.7	COX7A2	761.087626854214	-1.06565770391881	1.00777166952454e-11	protein_coding	down_tumor	158.18	196.79	146.32	144.38	410.79	445.32	488.58	526.08	514	354.21	543.65	361.07
ENSG00000125772.8	GPCPD1	3227.48083030108	-1.0652903919493	0.014945242733557	protein_coding	down_tumor	7.67	85.11	34.48	92.58	122.87	138.6	147.41	104.18	150.2	153.7	159.94	119.75
ENSG00000080819.2	CPOX	357.973483800804	-1.06455456879607	1.51255780148755e-06	protein_coding	down_tumor	6.85	15.43	5.12	14.56	24.51	27.98	28.86	23.32	29.03	29.89	27.86	26.3
ENSG00000106609.12	TMEM248	794.152082510292	-1.06282278182382	4.58827019178505e-10	protein_coding	down_tumor	15.15	34.95	14.7	31.69	53.24	46.99	61.19	54.54	54.2	59.5	53.77	54.49
ENSG00000139323.9	POC1B	565.751232701033	-1.06263158714439	4.06494047823844e-07	protein_coding	down_tumor	13.22	16.71	28.59	10.51	33.74	42.26	52.62	40.31	48.01	41.11	47.84	30.27
ENSG00000138448.7	ITGAV	1255.08888190416	-1.06226986574285	2.3372278200186e-09	protein_coding	down_tumor	14.12	21.75	15.74	13.09	38.84	27.08	42.29	44.39	39.12	36.29	34.41	30.72
ENSG00000120896.9	SORBS3	501.039303723388	-1.05993239310914	0.000334695386117505	protein_coding	down_tumor	31.89	18.64	31.77	16.49	72.3	69.17	80.97	58.19	66.2	41.02	72.13	41.04
ENSG00000102144.9	PGK1	5833.14713865343	-1.05802510127639	1.77721700862091e-09	protein_coding	down_tumor	383.84	459.6	387.04	286.1	711.52	922.55	1020.59	837.03	1068.06	802.36	1127.96	665.28
ENSG00000180879.9	SSR4	1868.97235556368	-1.05748614774065	0.000105852319043445	protein_coding	down_tumor	94.6	399.53	176.06	422.3	577.89	637.53	540.96	559.06	639.41	601.78	643.65	564.97
ENSG00000114395.6	CYB561D2	121.774972860216	-1.05597291936167	7.65098188183822e-07	protein_coding	down_tumor	5.48	11.12	4.85	10.91	20.06	22.4	18.68	22.31	18.45	17.65	21.21	17.8
ENSG00000163516.9	ANKZF1	366.543925842744	-1.0558558215698	1.06610212529825e-06	protein_coding	down_tumor	10.37	16.92	18.86	25.24	28.62	35.63	45.26	23.94	46.57	34.22	33.65	24.08
ENSG00000060762.14	MPC1	148.87316750836	-1.0552461430839	1.3436844235986e-08	protein_coding	down_tumor	9.76	18.97	12.74	15.44	30.79	41.3	33.98	29.55	33.28	29.9	30.91	33.76
ENSG00000196670.9	ZFP62	307.136136457636	-1.05518150177065	1.79296265374007e-05	protein_coding	down_tumor	8.41	32.77	6.85	27.6	32.6	40.31	37.13	33.92	37.3	37.75	41.45	29.94
ENSG00000111275.8	ALDH2	936.07315901005	-1.05481866713256	6.42660856201246e-17	protein_coding	down_tumor	33.72	49.32	32.35	39.51	103.42	88.07	101.33	101.66	86.45	85.25	89.3	89.13
ENSG00000153113.19	CAST	2933.90833402544	-1.05110102644683	9.3009029611942e-13	protein_coding	down_tumor	77.7	186.19	166.53	185	205.56	257.15	235.53	234.38	254.47	233.74	272.93	195.86
ENSG00000131981.11	LGALS3	769.561022300476	-1.05037074608994	2.22977043295533e-12	protein_coding	down_tumor	42.85	65.6	56.16	56.28	121.06	147.39	130.59	106.44	158.27	118.45	146.38	109.74
ENSG00000139289.9	PHLDA1	641.301554219363	-1.05017173383692	2.00529316963325e-12	protein_coding	down_tumor	6.11	12.31	6.8	9.7	18.32	16.35	22.85	20.76	21.95	26.05	22.77	22.35
ENSG00000157224.11	CLDN12	380.832195025586	-1.04971097773608	6.63263135254572e-07	protein_coding	down_tumor	14.07	27.95	26.82	24.03	21.91	28.05	26.49	24.99	28.56	27.09	28.71	21.21
ENSG00000176018.8	LYSMD3	195.367714933488	-1.04954456296171	1.37097625799493e-07	protein_coding	down_tumor	3.99	5.45	4.24	3.67	8.07	13.06	10.93	9	8.77	9.47	10.66	7.51
ENSG00000164039.10	BDH2	115.139920652926	-1.04948089789482	0.00116102854796044	protein_coding	down_tumor	2.28	10.3	5.92	12.01	20.99	16.23	19.82	19.12	12.91	13.58	19.36	14.03
ENSG00000133466.9	C1QTNF6	229.688148777936	-1.0488581051587	4.93788988226989e-05	protein_coding	down_tumor	2.27	11.65	6.08	13.47	20.11	13.15	19.09	22.01	15.55	18.85	20.85	16.31
ENSG00000106392.6	C1GALT1	436.871006540738	-1.04849567005209	7.80307435158271e-07	protein_coding	down_tumor	9.46	12.21	8.02	11.78	22.17	26.72	36.48	28.83	27.22	27.39	28.38	23.28
ENSG00000085365.13	SCAMP1	361.323617497105	-1.04689491250791	4.715356803833e-11	protein_coding	down_tumor	6.47	10.66	5.01	9.14	17.2	19.26	21.74	17.37	19.26	20.85	21.8	15.73
ENSG00000120686.7	UFM1	372.873431098029	-1.04674703569124	7.81092678691432e-09	protein_coding	down_tumor	10.83	17.33	14.58	11.28	25.08	40.58	38.1	36.08	37.87	30.84	42.2	25.28
ENSG00000103769.5	RAB11A	1753.83485646875	-1.04093421882897	4.89664253966512e-15	protein_coding	down_tumor	129.55	141.82	115.85	103.26	258.38	301.59	351.64	287.14	295.32	242.86	338.11	203.32
ENSG00000162736.11	NCSTN	395.58901267474	-1.04073673494719	2.39160685430638e-06	protein_coding	down_tumor	12.59	20.92	6.6	18.67	30.05	29.52	36.27	37.27	41.36	34.55	42.26	30.41
ENSG00000162236.7	STX5	271.885676858879	-1.03718782682289	3.25749790373914e-09	protein_coding	down_tumor	10.55	16.93	12.97	14.67	26.04	36.17	34.36	27.69	34.85	24.42	41.18	26.69
ENSG00000070882.8	OSBPL3	473.002795620161	-1.0365886890273	3.44600402993016e-07	protein_coding	down_tumor	8.81	17.91	15.82	17.34	27.2	22.84	26.38	21.89	26.05	23.08	24.56	25.07
ENSG00000143494.11	VASH2	189.202219567849	-1.03640976607136	2.34830149177779e-08	protein_coding	down_tumor	5.55	9.51	14.71	10.5	11.21	9.68	12.42	10.76	9.95	12.23	8.49	10.89
ENSG00000101493.6	ZNF516	49.6470381685683	-1.03593422359005	0.000877338761864756	protein_coding	down_tumor	5.44	2.49	2.28	0.98	3.27	5.52	3.24	5.57	2.73	6.39	2.25	5.6
ENSG00000164976.8	KIAA1161	547.717555759425	-1.03541568160599	9.67587816767783e-05	protein_coding	down_tumor	2.43	10.45	4.74	11.32	16.05	15.61	17.98	17.62	18.18	17.68	17.15	14.77
ENSG00000054793.9	ATP9A	490.507315995315	-1.03537987161734	1.63723229627727e-10	protein_coding	down_tumor	4.41	7.24	4.85	6.5	12.6	12.42	14.65	12.3	14.44	12.18	15.27	9.7
ENSG00000142192.16	APP	2749.42649727805	-1.03437841193148	7.31386942329599e-16	protein_coding	down_tumor	90.99	91.93	107.38	77.95	151.07	161.32	164.1	164.38	188.74	167.22	190.75	145.26
ENSG00000169372.8	CRADD	80.9609747412596	-1.03295324958235	3.72898928730442e-08	protein_coding	down_tumor	6.98	9.18	6.1	7.34	14.78	17.8	16.13	13.7	14.27	12.91	16.58	11.46
ENSG00000117791.11	MARC2	195.973174365248	-1.03153333394517	0.0069380953138789	protein_coding	down_tumor	5.92	25.63	2.65	26.91	30.25	29.08	28.1	29	36.53	40.67	28.91	30.23
ENSG00000135776.4	ABCB10	215.976478912138	-1.03125068527114	1.10077473588364e-13	protein_coding	down_tumor	4.03	6.93	4.81	6.41	10.18	10.25	12.52	13.59	12.53	12.59	10.77	14.84
ENSG00000177042.10	TMEM80	65.6153978154314	-1.03044980260023	0.00019339992033183	protein_coding	down_tumor	1.25	6.68	3.02	4.12	9.6	13.69	10.6	10.74	12.9	10.39	18.44	6.63
ENSG00000131931.4	THAP1	72.6349487886216	-1.02995373303202	1.70341450301056e-07	protein_coding	down_tumor	3.23	3.41	5.99	2.94	6.96	5.91	7.8	7.09	8.75	6.62	9.31	5.79
ENSG00000186591.7	UBE2H	844.721563448561	-1.02930638648553	1.02189751250703e-10	protein_coding	down_tumor	14.89	22.95	19.95	13.55	33.35	42.16	49.43	41.18	45.57	38.02	48.8	30.12
ENSG00000111907.16	TPD52L1	480.266379001026	-1.02927903861996	5.11859707939614e-09	protein_coding	down_tumor	22.62	22.01	44.3	20.25	74.19	83.22	104.03	97.99	80.71	73.95	88.14	52.94
ENSG00000118363.7	SPCS2	898.118223735043	-1.02921172879292	0.000221775473771697	protein_coding	down_tumor	66.6	171.39	36.1	139.47	239.39	248.04	253.21	261.24	260.18	280.5	253.32	251.52
ENSG00000143443.9	C1orf56	58.4511988449602	-1.02833640336108	0.000156562173458158	protein_coding	down_tumor	2.28	5.8	3.79	7.8	8.88	9.29	10.34	9.8	10.92	10.14	7.7	5.38
ENSG00000198862.9	LTN1	207.815677492478	-1.02676691497281	8.74077690383633e-11	protein_coding	down_tumor	2.06	2.88	2.05	2.46	5.66	4.61	6.58	4.35	6.04	5.74	5.93	4.89
ENSG00000012822.11	CALCOCO1	326.663884014981	-1.02656036960001	4.26075914645857e-06	protein_coding	down_tumor	10.73	26.46	26.31	26.52	29.69	30.87	34.27	23.35	36.05	34.01	36.06	26.51
ENSG00000164542.8	KIAA0895	163.387191879906	-1.02617643112933	1.48848298857745e-08	protein_coding	down_tumor	4.29	5.2	2.52	4.37	7.79	8.2	9.74	7.74	9.23	9.07	8.3	8.42
ENSG00000134851.8	TMEM165	572.106118257931	-1.02604822131263	1.09072573165057e-08	protein_coding	down_tumor	16.86	42.6	27.57	40.55	77.19	61.29	69.93	67.44	67.45	69.56	68.39	65.17
ENSG00000171159.4	C9orf16	224.645406204521	-1.02528284597449	1.73685755850005e-13	protein_coding	down_tumor	23.5	29.76	25.45	26.73	65.79	73.93	69.27	64.39	63.08	60.26	70.48	54.68
ENSG00000167925.11	GHDC	219.598322193134	-1.02369290300606	1.7697066513275e-05	protein_coding	down_tumor	5.11	8.9	4.53	12.78	19.3	19.91	23.06	19.01	20.98	17.18	21.35	13.19
ENSG00000100211.6	CBY1	145.672986967918	-1.02365503853631	2.54644088589857e-08	protein_coding	down_tumor	5.89	13.29	10.32	17.56	29.98	26.95	31.82	27.59	31	27.43	29.26	27.79
ENSG00000136932.9	C9orf156	65.8145455801475	-1.02234709084007	2.5144663252127e-06	protein_coding	down_tumor	3.33	3.12	3.91	3.76	7.27	7.59	10.3	5.91	7.51	7.47	6.84	6.04
ENSG00000013375.11	PGM3	351.945048692315	-1.02176759858349	8.01051941949651e-08	protein_coding	down_tumor	10.14	13.67	15.32	10.58	17.03	22.27	22.76	16.03	23.64	16.87	27.68	14.46
ENSG00000180628.10	PCGF5	776.115157682191	-1.02154508329621	3.52502295047326e-08	protein_coding	down_tumor	16.23	39.59	18.97	27.33	39.19	55.26	55.59	50.58	49.44	46.93	49.31	44.54
ENSG00000143537.9	ADAM15	605.035903968337	-1.02133804070969	3.81664281928573e-09	protein_coding	down_tumor	21.61	39.96	34.58	68.56	73.76	75.19	71.46	68.83	74.68	72.72	69.98	68.41
ENSG00000119977.16	TCTN3	301.877004886468	-1.02091742355459	6.71127042003461e-16	protein_coding	down_tumor	7.83	12.17	9	12.62	23.13	22.62	28	29.84	28.25	26.68	29.62	22.08
ENSG00000141429.9	GALNT1	678.719887437623	-1.02079542793516	1.38975495072709e-07	protein_coding	down_tumor	26.88	16.67	19.25	11.99	33.65	29.98	40.22	44.83	43.06	36.94	44.83	29.27
ENSG00000128283.6	CDC42EP1	289.496776596748	-1.0205767639271	3.69799721020616e-08	protein_coding	down_tumor	9.45	14.01	8.64	11.21	25.05	35.06	27.9	30.83	25.13	22	27.26	20.93
ENSG00000104549.7	SQLE	438.67835278931	-1.02042839734581	5.05609291918698e-09	protein_coding	down_tumor	8.57	27.38	9.68	18.72	38.99	42.56	43.66	52.42	34.03	38.16	42.25	48.66
