gene_id	Symbol	gene_biotype	localization	tpm_wt	log2FoldChange.mem.wt.vs.cyt.wt	padj.mem.wt.vs.cyt.wt
ENSG00000155304.4	HSPA13	protein_coding	membrane	10.42	3.54966328824685	1.22048114066245e-57
ENSG00000155313.11	USP25	protein_coding	cytosolic	3.85	-0.138847024049385	0.730257122106071
ENSG00000155324.5	GRAMD3	protein_coding	cytosolic	2.375	0.498340349053366	0.288892345018571
ENSG00000155329.7	ZCCHC10	protein_coding	cytosolic	44.835	-0.431390805036087	0.0167957808214748
ENSG00000155330.5	C16orf87	protein_coding	cytosolic	26.905	-0.562593179363878	0.00308729811847217
ENSG00000155363.14	MOV10	protein_coding	cytosolic	67.005	-0.375570510449684	0.1636568225986
ENSG00000155366.12	RHOC	protein_coding	cytosolic	91.42	0.0975661735669125	0.730181224541034
ENSG00000155367.11	PPM1J	protein_coding	cytosolic	4.21	-0.285017953971078	0.78885663264173
ENSG00000155368.12	DBI	protein_coding	cytosolic	318.725	-0.207805087413502	0.370229143046307
ENSG00000155380.7	SLC16A1	protein_coding	membrane	102.53	4.88856160799532	4.64218577486658e-238
ENSG00000155393.8	HEATR3	protein_coding	cytosolic	24.34	-0.410480770056564	0.026957313774772
ENSG00000155438.7	MKI67IP	protein_coding	cytosolic	40.595	-0.716819862431343	1.30640857666175e-05
ENSG00000155463.8	OXA1L	protein_coding	cytosolic	70.5	0.0272979328718248	0.927239112476998
ENSG00000155506.12	LARP1	protein_coding	cytosolic	91.985	-0.293136970871179	0.287897416668298
ENSG00000155508.9	CNOT8	protein_coding	cytosolic	43.665	-0.268526252541061	0.113839963802749
ENSG00000155542.7	SETD9	protein_coding	cytosolic	8.765	0.0743502368238793	0.91754477550249
ENSG00000155545.15	MIER3	protein_coding	cytosolic	7.77	-0.738062959861087	8.57891407425678e-05
ENSG00000155561.10	NUP205	protein_coding	cytosolic	85.95	-0.290154731615466	0.147227460363596
ENSG00000155592.11	ZKSCAN2	protein_coding	cytosolic	5.49	-0.0292253110123911	0.956078476280044
ENSG00000155621.10	C9orf85	protein_coding	cytosolic	10.685	-0.58319333350274	0.0460749391145831
ENSG00000155629.10	PIK3AP1	protein_coding	cytosolic	3.6	-0.264135192531608	0.468160748625224
ENSG00000155636.10	RBM45	protein_coding	cytosolic	8.8	-0.471529168354186	0.142981629945914
ENSG00000155640.5	C10orf12	protein_coding	cytosolic	3.68	-0.0381274158961938	0.957465038895832
ENSG00000155660.6	PDIA4	protein_coding	membrane	86.88	4.7084083986862	3.86923056293165e-148
ENSG00000155666.7	KDM8	protein_coding	cytosolic	6.29	-0.192039815753406	0.764472314909536
ENSG00000155729.8	KCTD18	protein_coding	cytosolic	8.34	-0.261824599131806	0.514045469005333
ENSG00000155744.5	FAM126B	protein_coding	cytosolic	3.05	-0.0964160069655313	0.794262272156317
ENSG00000155755.14	TMEM237	protein_coding	membrane	19.91	1.79005514783785	2.0144100196651e-32
ENSG00000155760.1	FZD7	protein_coding	membrane	7.415	3.29889508050955	7.75011638913445e-21
ENSG00000155792.5	DEPTOR	protein_coding	cytosolic	3.3	-0.531239529403839	0.26609912443468
ENSG00000155816.15	FMN2	protein_coding	NA	10.685	1.2740881117686	6.66610105760053e-05
ENSG00000155827.7	RNF20	protein_coding	cytosolic	10.595	-1.1699736728478	4.08891243528949e-14
ENSG00000155846.12	PPARGC1B	protein_coding	cytosolic	5.75	0.509009233187177	0.21431225267656
ENSG00000155849.11	ELMO1	protein_coding	cytosolic	2.09	-0.216838109520844	0.821246202807252
ENSG00000155850.7	SLC26A2	protein_coding	membrane	13.645	2.87469729655642	2.24351427486832e-52
ENSG00000155858.5	LSM11	protein_coding	cytosolic	10.55	-0.0615538356313148	0.85311621725456
ENSG00000155868.7	MED7	protein_coding	cytosolic	8.96	-0.0322294538455519	0.9342967677052
ENSG00000155876.4	RRAGA	protein_coding	cytosolic	46.06	-0.20722416711057	0.380113099877258
ENSG00000155893.7	ACPL2	protein_coding	membrane	8.47	1.75205481675577	6.49502110215091e-10
ENSG00000155903.7	RASA2	protein_coding	cytosolic	3.02	-0.376781581760806	0.221215757848153
ENSG00000155906.12	RMND1	protein_coding	cytosolic	17.935	-0.551556601815959	0.00399873416498352
ENSG00000155957.12	TMBIM4	protein_coding	membrane	41.23	3.38421118506966	1.8881486741389e-88
ENSG00000155959.6	VBP1	protein_coding	cytosolic	135.04	-0.668470139760518	1.39458215246241e-09
ENSG00000155961.4	RAB39B	protein_coding	cytosolic	2.905	0.332359753129519	0.479068528156297
ENSG00000155966.9	AFF2	protein_coding	NA	2.495	0.556532068148754	0.119882163332564
ENSG00000155970.7	MICU3	protein_coding	cytosolic	3.045	0.0898264743066192	0.866939112698528
ENSG00000155974.7	GRIP1	protein_coding	cytosolic	11.49	-1.00978265274332	0.000124673517829051
ENSG00000155975.5	VPS37A	protein_coding	cytosolic	19.96	-0.211992822218843	0.325864823031239
ENSG00000155980.7	KIF5A	protein_coding	cytosolic	4.125	-0.0590965309891508	0.94058907891962
ENSG00000155984.10	TMEM185A	protein_coding	membrane	21.13	3.13164120923365	8.9300920215087e-46
ENSG00000156011.12	PSD3	protein_coding	cytosolic	9.375	0.149596387087985	0.679246175944046
ENSG00000156017.8	C9orf41	protein_coding	cytosolic	11.645	-0.555325358224268	0.000553281045953271
ENSG00000156026.10	MCU	protein_coding	cytosolic	21.745	-0.0893112395002519	0.76717729439059
ENSG00000156030.8	ELMSAN1	protein_coding	cytosolic	6.33	0.329317539185148	0.556086367508669
ENSG00000156052.6	GNAQ	protein_coding	cytosolic	11.28	-0.212720240944728	0.331712550869078
ENSG00000156110.9	ADK	protein_coding	cytosolic	64.6	-0.502470394014227	0.0046314503839712
ENSG00000156113.16	KCNMA1	protein_coding	membrane	3.555	1.89715208871231	0.000113732223827054
ENSG00000156136.5	DCK	protein_coding	cytosolic	33.42	-0.230876527243585	0.284065734783852
ENSG00000156140.4	ADAMTS3	protein_coding	membrane	1.39	2.2917567791504	9.35730994852074e-07
ENSG00000156162.12	DPY19L4	protein_coding	NA	13.275	1.40034384700718	9.60740667239442e-11
ENSG00000156170.8	NDUFAF6	protein_coding	cytosolic	18.88	0.0434358971196334	0.917512403797958
ENSG00000156171.10	DRAM2	protein_coding	membrane	49.94	1.9392155363262	4.64282814133571e-24
ENSG00000156172.5	C8orf37	protein_coding	cytosolic	1.425	0.382905015230888	0.636918510043258
ENSG00000156218.8	ADAMTSL3	protein_coding	NA	1.025	0.882422249544916	0.0936241526555754
ENSG00000156232.6	WHAMM	protein_coding	cytosolic	4.055	0.219715254408232	0.569268659871245
ENSG00000156239.7	N6AMT1	protein_coding	cytosolic	11.35	0.206608774603573	0.297715284259381
ENSG00000156253.2	RWDD2B	protein_coding	cytosolic	24.03	-0.101482618104919	0.725832886119005
ENSG00000156256.10	USP16	protein_coding	cytosolic	23.45	-0.600291684800343	2.02938226741623e-08
ENSG00000156261.8	CCT8	protein_coding	cytosolic	338.27	-0.72653747445968	2.48392268937221e-07
ENSG00000156273.11	BACH1	protein_coding	cytosolic	7.9	-0.198489803495551	0.404957991225489
ENSG00000156298.8	TSPAN7	protein_coding	membrane	19.825	3.85116201107697	1.03607252922017e-26
ENSG00000156299.8	TIAM1	protein_coding	cytosolic	12.625	-0.0888294340270741	0.780703839666296
ENSG00000156304.10	SCAF4	protein_coding	cytosolic	19.025	-0.0505183187247188	0.921451112828123
ENSG00000156313.8	RPGR	protein_coding	cytosolic	8.495	-0.788139834608875	0.00254173627201834
ENSG00000156345.13	CDK20	protein_coding	cytosolic	6.075	-0.20887257705011	0.702413963494318
ENSG00000156374.10	PCGF6	protein_coding	cytosolic	33.09	-0.649174957078729	1.57556574351701e-06
ENSG00000156381.4	ANKRD9	protein_coding	NA	6.695	1.40983556965938	0.044047993078991
ENSG00000156384.10	SFR1	protein_coding	cytosolic	10.76	-0.40100930545548	0.280088555993298
ENSG00000156398.8	SFXN2	protein_coding	cytosolic	31.205	-0.0902069465221266	0.730340458436123
ENSG00000156411.5	C14orf2	protein_coding	cytosolic	561.515	-0.127028244741437	0.547752903188393
ENSG00000156453.9	PCDH1	protein_coding	membrane	3.03	3.75714038764136	5.60028785509673e-11
ENSG00000156467.5	UQCRB	protein_coding	cytosolic	260.745	-0.612301249256037	1.54747548173166e-05
ENSG00000156469.4	MTERFD1	protein_coding	cytosolic	18.82	-0.299753437924606	0.234915883408987
ENSG00000156471.8	PTDSS1	protein_coding	membrane	89.805	3.65070354651421	2.08297611276548e-67
ENSG00000156482.6	RPL30	protein_coding	cytosolic	3463.935	-0.370776562361675	0.029045574925741
ENSG00000156500.10	FAM122C	protein_coding	cytosolic	5.655	-0.107838390756265	0.834276233068381
ENSG00000156502.9	SUPV3L1	protein_coding	cytosolic	42.77	-0.552036590082608	0.000922893532692493
ENSG00000156504.12	FAM122B	protein_coding	cytosolic	46.325	-0.157210458676558	0.54257131502174
ENSG00000156508.13	EEF1A1	protein_coding	cytosolic	9149.92	-0.801091478662321	4.57011345959517e-06
ENSG00000156515.17	HK1	protein_coding	cytosolic	57.75	-1.06033420879465	6.76726272462224e-07
ENSG00000156521.9	TYSND1	protein_coding	cytosolic	30.995	0.136072113657409	0.603307303274235
ENSG00000156531.12	PHF6	protein_coding	cytosolic	35.23	-1.18167160668729	3.0385643533423e-11
ENSG00000156535.9	CD109	protein_coding	membrane	3.35	3.06468145900278	9.06075945181706e-27
ENSG00000156587.11	UBE2L6	protein_coding	cytosolic	6.41	0.30085212194235	0.827600835666312
ENSG00000156599.6	ZDHHC5	protein_coding	membrane	19.63	2.12521572738033	8.14579891175027e-32
ENSG00000156603.10	MED19	protein_coding	cytosolic	12.415	-0.344995066280156	0.312444919992545
ENSG00000156639.7	ZFAND3	protein_coding	cytosolic	23.975	-0.260677979536867	0.248328767715234
ENSG00000156642.12	NPTN	protein_coding	membrane	69.98	3.76511613861438	1.03162013281836e-111
ENSG00000156650.8	KAT6B	protein_coding	cytosolic	6.16	-0.444506651671349	0.0343778443388525
ENSG00000156671.8	SAMD8	protein_coding	membrane	12.75	1.55756799147249	4.48255678756458e-14
ENSG00000156675.11	RAB11FIP1	protein_coding	cytosolic	13.9	-0.669033551223401	0.00131914758190576
ENSG00000156689.2	GLYATL2	protein_coding	cytosolic	2.32	0.499733322606834	0.596995658404625
ENSG00000156697.8	UTP14A	protein_coding	cytosolic	19.895	-1.14136632445894	1.43237238699609e-06
ENSG00000156709.9	AIFM1	protein_coding	cytosolic	81.5	-1.18107223219956	2.75407721212059e-10
ENSG00000156711.12	MAPK13	protein_coding	cytosolic	19.52	-0.0459165444254644	0.894467349311666
ENSG00000156735.6	BAG4	protein_coding	cytosolic	15.905	-0.209760759026519	0.297265582161083
ENSG00000156787.12	TBC1D31	protein_coding	cytosolic	6.995	-0.262119317592708	0.343334531571614
ENSG00000156795.2	WDYHV1	protein_coding	cytosolic	15.61	-0.267738255122216	0.440695251505679
ENSG00000156802.8	ATAD2	protein_coding	cytosolic	17.475	-1.28147667237421	6.98147015272876e-10
ENSG00000156804.3	FBXO32	protein_coding	cytosolic	10.645	-0.419293280721183	0.246064534590139
ENSG00000156831.3	NSMCE2	protein_coding	cytosolic	28.95	-0.603642809670184	0.0151144038212844
ENSG00000156853.7	ZNF689	protein_coding	cytosolic	17.815	-0.122823051098348	0.586616823228389
ENSG00000156858.7	PRR14	protein_coding	cytosolic	31.615	0.047441495247779	0.925266793698996
ENSG00000156860.11	FBRS	protein_coding	cytosolic	28.265	-0.0319786204055072	0.954996385474938
ENSG00000156869.8	FRRS1	protein_coding	membrane	3.585	2.78272095496468	2.37040202736314e-11
ENSG00000156873.11	PHKG2	protein_coding	cytosolic	38.47	0.364000041674935	0.0911376554329097
ENSG00000156875.9	HIAT1	protein_coding	membrane	35.49	2.33330757536125	1.6545618465924e-53
ENSG00000156876.8	SASS6	protein_coding	cytosolic	10.395	-0.901810840086077	9.69352882232358e-08
ENSG00000156928.4	MALSU1	protein_coding	cytosolic	47.61	0.123100791543453	0.724723547902169
ENSG00000156931.11	VPS8	protein_coding	cytosolic	10.225	-0.12889645007087	0.67384802028086
ENSG00000156958.10	GALK2	protein_coding	cytosolic	13.605	-0.802736511444704	0.0237289873979258
ENSG00000156959.7	LHFPL4	protein_coding	membrane	6.805	1.71116187762647	0.0154907043407067
ENSG00000156970.8	BUB1B	protein_coding	cytosolic	36.615	-0.758090662987579	2.82309858283693e-06
ENSG00000156973.9	PDE6D	protein_coding	cytosolic	41.985	0.158191119767947	0.640049943660016
ENSG00000156976.10	EIF4A2	protein_coding	cytosolic	191.28	-0.434728499090907	0.0409830073402261
ENSG00000156983.11	BRPF1	protein_coding	cytosolic	11.81	-0.143881594284231	0.736046206598909
ENSG00000156990.10	RPUSD3	protein_coding	cytosolic	103.335	0.0240429373966974	0.94253267096006
ENSG00000157014.6	TATDN2	protein_coding	cytosolic	41.25	-0.454994202004646	0.0309789615251575
ENSG00000157020.13	SEC13	protein_coding	cytosolic	140.41	-0.357743712471061	0.0311513855597253
ENSG00000157036.8	EXOG	protein_coding	cytosolic	6.995	-0.318678603195162	0.419414303802987
ENSG00000157045.4	NTAN1	protein_coding	cytosolic	35.97	-0.524521967701525	0.00353840317984955
ENSG00000157077.10	ZFYVE9	protein_coding	cytosolic	14.515	-0.261523903680339	0.188239746788092
ENSG00000157106.12	SMG1	protein_coding	cytosolic	22.785	0.384928203074625	0.120532586302598
ENSG00000157107.9	FCHO2	protein_coding	cytosolic	7.1	-0.514023783932022	0.00698037826247573
ENSG00000157110.11	RBPMS	protein_coding	cytosolic	13.65	0.10737942540095	0.865636596200287
ENSG00000157111.8	TMEM171	protein_coding	membrane	1.085	7.62794248330852	2.06840075555882e-05
ENSG00000157152.12	SYN2	processed_transcript	cytosolic	2.31	-0.361672847130714	0.533878983939035
ENSG00000157181.10	C1orf27	protein_coding	NA	6.015	1.22069633388762	1.53522015617515e-08
ENSG00000157184.5	CPT2	protein_coding	cytosolic	13.97	-0.544862796436539	0.00629264222966733
ENSG00000157191.15	NECAP2	protein_coding	cytosolic	36.85	-0.322925106843464	0.0535762182722153
ENSG00000157193.10	LRP8	protein_coding	membrane	18.085	2.02462649871986	9.81075505046264e-20
ENSG00000157212.14	PAXIP1	protein_coding	cytosolic	20.44	-0.133179195261768	0.637955323128385
ENSG00000157214.9	STEAP2	protein_coding	membrane	6.61	2.83835529336961	4.88353844089447e-32
ENSG00000157216.11	SSBP3	protein_coding	cytosolic	22.61	0.0867619210576942	0.785800022502805
ENSG00000157224.11	CLDN12	protein_coding	membrane	16.55	3.82690044308097	1.48309853298971e-82
ENSG00000157240.2	FZD1	protein_coding	membrane	3.635	3.60532476551367	3.57289827371414e-17
ENSG00000157259.6	GATAD1	protein_coding	cytosolic	15.9	0.146896229828945	0.586738263171898
ENSG00000157306.10	RP11-66N24.4	antisense	NA	6.655	0.599739823662542	0.267230570275018
ENSG00000157326.14	DHRS4	protein_coding	cytosolic	25.475	-0.500718782556006	0.0856466303499082
ENSG00000157349.11	DDX19B	protein_coding	cytosolic	9.125	-0.248103214321412	0.542419388333985
ENSG00000157350.8	ST3GAL2	protein_coding	NA	8.245	1.16983991050482	1.92619475044581e-05
ENSG00000157353.12	FUK	protein_coding	cytosolic	4.915	-0.36320155458622	0.489437526037508
ENSG00000157379.9	DHRS1	protein_coding	cytosolic	13.35	-0.577607207465948	0.305370790207615
ENSG00000157404.11	KIT	protein_coding	membrane	5.64	3.90185311941631	1.28271378191694e-47
ENSG00000157426.9	AASDH	protein_coding	cytosolic	4.57	-0.759659669408648	0.0200707462070253
ENSG00000157429.11	ZNF19	protein_coding	cytosolic	1.505	-0.172273534590313	0.835710501489826
ENSG00000157445.10	CACNA2D3	protein_coding	membrane	3.01	2.06736765738968	2.94073676645418e-07
ENSG00000157450.11	RNF111	protein_coding	cytosolic	6.115	-0.282768159338252	0.50965303257594
ENSG00000157456.3	CCNB2	protein_coding	cytosolic	67.2	-0.123606294030821	0.543404726929717
ENSG00000157470.7	FAM81A	protein_coding	cytosolic	7.66	-0.555545705395472	0.0407108645800735
ENSG00000157483.4	MYO1E	protein_coding	cytosolic	5.305	-0.979932545294373	0.000576982324177441
ENSG00000157500.6	APPL1	protein_coding	cytosolic	17.895	-0.59158887456687	0.000610124988202683
ENSG00000157510.9	AFAP1L1	protein_coding	cytosolic	4.575	-0.0807924528614781	0.907815874072979
ENSG00000157514.12	TSC22D3	protein_coding	cytosolic	276.72	-0.099733340191497	0.725374600803995
ENSG00000157538.9	DSCR3	protein_coding	cytosolic	27.115	-0.226416470698269	0.229070312990194
ENSG00000157540.15	DYRK1A	protein_coding	cytosolic	10.685	-0.0146001863220953	0.972205262810022
ENSG00000157557.7	ETS2	protein_coding	cytosolic	14.65	-0.230951653435066	0.374929167596195
ENSG00000157570.7	TSPAN18	protein_coding	membrane	3.97	2.56713516047294	1.62010993656582e-07
ENSG00000157593.12	SLC35B2	protein_coding	membrane	31.585	3.61680500125564	5.20534345842297e-55
ENSG00000157600.7	TMEM164	protein_coding	membrane	28.655	1.8685986016285	5.00345607958006e-31
ENSG00000157625.11	TAB3	protein_coding	cytosolic	8.545	0.0871362757433379	0.771473576180909
ENSG00000157637.8	SLC38A10	protein_coding	membrane	19.185	4.45743609655151	1.00521157403556e-42
ENSG00000157657.10	ZNF618	protein_coding	cytosolic	5.66	-0.0676131685689274	0.909440431138507
ENSG00000157693.10	C9orf91	protein_coding	NA	6.55	1.24380139480078	8.88659798328853e-06
ENSG00000157734.9	SNX22	protein_coding	cytosolic	10.28	-0.364184593695997	0.230462166593967
ENSG00000157741.10	UBN2	protein_coding	NA	4.215	0.780843149134137	0.00103873629720463
ENSG00000157764.8	BRAF	protein_coding	cytosolic	11.575	-0.0488607963116972	0.903729022422356
ENSG00000157778.4	PSMG3	protein_coding	cytosolic	87.615	0.248423960143712	0.2742450729182
ENSG00000157782.5	CABP1	protein_coding	NA	3.555	0.75848992539306	0.483128056032087
ENSG00000157796.13	WDR19	protein_coding	cytosolic	12.94	-0.330676283150912	0.37475643244921
ENSG00000157800.13	SLC37A3	protein_coding	membrane	30.805	2.38743898797613	1.73733193549748e-32
ENSG00000157823.12	AP3S2	protein_coding	cytosolic	87.97	-0.22486839886245	0.209610962424881
ENSG00000157827.15	FMNL2	protein_coding	cytosolic	12.155	0.168197950741506	0.566572078298782
ENSG00000157833.8	GAREML	protein_coding	NA	4.695	0.795704411915075	0.0642541722066416
ENSG00000157837.11	SPPL3	protein_coding	membrane	25.505	2.66493751750902	1.63206166734893e-36
ENSG00000157851.12	DPYSL5	protein_coding	cytosolic	28.635	-0.458027471256722	0.0862580126895292
ENSG00000157869.10	RAB28	protein_coding	cytosolic	25.005	-0.37189707857636	0.221431190692914
ENSG00000157870.10	FAM213B	protein_coding	cytosolic	19.45	-0.163250676305006	0.555565478648198
ENSG00000157881.9	PANK4	protein_coding	cytosolic	22.51	-0.463641336504236	0.0540927072813547
ENSG00000157890.13	MEGF11	protein_coding	membrane	4.16	2.81767737480875	7.17104134953032e-11
ENSG00000157895.7	C12orf43	protein_coding	cytosolic	18.245	-0.215963630882434	0.371637366157126
ENSG00000157911.5	PEX10	protein_coding	cytosolic	22.175	0.49368887978769	0.00511303422153428
ENSG00000157916.14	RER1	protein_coding	membrane	64.26	2.75776635095287	2.84263344062125e-108
ENSG00000157927.12	RADIL	protein_coding	cytosolic	5.625	0.197030486075877	0.818509951323281
ENSG00000157933.9	SKI	protein_coding	cytosolic	30.645	-0.0315552572451104	0.959429804069733
ENSG00000157954.10	WIPI2	protein_coding	cytosolic	34.335	-0.231639153366401	0.172593158909275
ENSG00000157978.7	LDLRAP1	protein_coding	cytosolic	14.51	0.182297145261768	0.671291484874465
ENSG00000157985.13	AGAP1	protein_coding	cytosolic	9.45	-0.146909844735355	0.697027627638783
ENSG00000158006.9	PAFAH2	protein_coding	cytosolic	4.89	-0.113508585482351	0.785725188633603
ENSG00000158019.16	BRE	protein_coding	cytosolic	19.52	-0.359680570584819	0.179683610032901
ENSG00000158042.8	MRPL17	protein_coding	cytosolic	44.885	-0.0985008948745532	0.735890575697896
ENSG00000158062.16	UBXN11	protein_coding	NA	18.51	0.534015094193702	0.113577054538935
ENSG00000158079.10	PTPDC1	protein_coding	NA	3.64	0.554827673163803	0.121117508920369
ENSG00000158089.10	GALNT14	protein_coding	membrane	13.755	2.45913097934247	4.20379542920102e-21
ENSG00000158092.2	NCK1	protein_coding	cytosolic	13.83	-0.680131158432696	0.00903215176076704
ENSG00000158106.8	RHPN1	protein_coding	cytosolic	3.775	-0.358625744802026	0.644306129044351
ENSG00000158109.10	TPRG1L	protein_coding	cytosolic	10.63	-0.353703948227846	0.132493771521252
ENSG00000158122.7	AAED1	protein_coding	NA	6.925	0.870905184578455	0.000289478154942186
ENSG00000158156.7	XKR8	protein_coding	membrane	5.075	2.26657233329899	1.00834200126164e-11
ENSG00000158158.7	CNNM4	protein_coding	membrane	6.925	3.804562870973	3.25312369873903e-26
ENSG00000158161.11	EYA3	protein_coding	cytosolic	14.925	-0.237323219431266	0.286463996734912
ENSG00000158163.10	DZIP1L	protein_coding	cytosolic	4.975	0.306326773340053	0.711494725454859
ENSG00000158164.6	TMSB15A	protein_coding	cytosolic	15.97	-0.122176897778291	0.856125446003639
ENSG00000158169.7	FANCC	protein_coding	cytosolic	11.605	-0.0203510658056397	0.962427493830849
ENSG00000158186.8	MRAS	protein_coding	cytosolic	3.45	0.285577108880484	0.606349117321695
ENSG00000158195.6	WASF2	protein_coding	cytosolic	39.625	-0.315172767394329	0.191076068665367
ENSG00000158201.5	ABHD3	protein_coding	membrane	11.695	3.31093382981776	1.09632297516556e-29
ENSG00000158234.8	FAIM	protein_coding	cytosolic	41.375	-0.447539394960771	0.00346571982171839
ENSG00000158270.10	COLEC12	protein_coding	membrane	14.935	3.9998756404467	1.70561073216501e-27
ENSG00000158286.8	RNF207	protein_coding	cytosolic	1.895	0.147539535100426	0.920053166874718
ENSG00000158290.12	CUL4B	protein_coding	cytosolic	29.25	-0.486178944730163	2.19641171095401e-05
ENSG00000158292.6	GPR153	protein_coding	NA	5.74	1.25096603850148	0.00855183598445624
ENSG00000158301.14	GPRASP2	protein_coding	cytosolic	6.175	-0.717999418154322	0.0154694483270644
ENSG00000158321.11	AUTS2	protein_coding	cytosolic	12.865	0.213627978270915	0.629769409628768
ENSG00000158373.7	HIST1H2BD	protein_coding	cytosolic	8.22	-0.298901732933442	0.727260874885096
ENSG00000158402.14	CDC25C	protein_coding	cytosolic	26.375	-0.796741618142655	0.000137211227103698
ENSG00000158406.2	HIST1H4H	protein_coding	NA	3.77	1.11140618917575	0.111694148262984
ENSG00000158411.6	MITD1	protein_coding	cytosolic	12.95	-0.257954580233725	0.539135761946252
ENSG00000158417.6	EIF5B	protein_coding	cytosolic	7.93	-1.75929877664261	8.50126091635624e-21
ENSG00000158423.12	RIBC1	protein_coding	cytosolic	1.67	0.524169288136995	0.570926049148392
ENSG00000158427.10	TMSB15B	protein_coding	cytosolic	22.32	0.106421282497337	0.840811665571825
ENSG00000158435.3	CNOT11	protein_coding	cytosolic	33.32	-0.167420420899901	0.440804308997795
ENSG00000158457.4	TSPAN33	protein_coding	membrane	24.255	1.96234854937371	1.56631850152451e-22
ENSG00000158458.15	NRG2	protein_coding	membrane	3.145	2.05213700833608	6.70677565354748e-06
ENSG00000158467.12	AHCYL2	protein_coding	cytosolic	13.975	-0.45115039816419	0.0395859449375899
ENSG00000158470.5	B4GALT5	protein_coding	membrane	19.77	2.53768124185687	1.99334325211861e-36
ENSG00000158480.6	SPATA2	protein_coding	cytosolic	5.535	0.12181670777579	0.846317990946879
ENSG00000158483.11	FAM86C1	protein_coding	NA	3.17	0.553670119993538	0.39931684718198
ENSG00000158526.7	TSR2	protein_coding	cytosolic	56.865	-0.339848565568614	0.0680483665415933
ENSG00000158528.7	PPP1R9A	protein_coding	cytosolic	3.41	0.337999282132923	0.473294184785567
ENSG00000158545.11	ZC3H18	protein_coding	cytosolic	26.355	-0.576046911227154	0.0213440193931897
ENSG00000158552.8	ZFAND2B	protein_coding	cytosolic	13.385	0.102181874563808	0.881166947660608
ENSG00000158555.10	GDPD5	protein_coding	membrane	2.215	2.53902093178351	0.00251713321306079
ENSG00000158560.10	DYNC1I1	protein_coding	cytosolic	2.32	-0.856486584487847	0.10623671961959
ENSG00000158604.10	TMED4	protein_coding	membrane	114.875	3.26043289686154	2.04977889344112e-172
ENSG00000158615.8	PPP1R15B	protein_coding	membrane	29.645	2.32645306588189	3.35220577269106e-63
ENSG00000158623.10	COPG2	protein_coding	cytosolic	80.91	-0.20543584458342	0.471475449503251
ENSG00000158636.12	C11orf30	protein_coding	cytosolic	11.435	0.361439570293863	0.238496164279363
ENSG00000158669.7	AGPAT6	protein_coding	membrane	29.805	2.40465753134586	2.58441697713193e-44
ENSG00000158691.10	ZSCAN12	protein_coding	cytosolic	6.11	0.48565114646624	0.0195200162955351
ENSG00000158710.10	TAGLN2	protein_coding	cytosolic	340.13	-0.319534788277827	0.172332841630825
ENSG00000158711.9	ELK4	protein_coding	NA	9.815	0.761460750485904	4.86035548451567e-08
ENSG00000158715.5	SLC45A3	protein_coding	membrane	5.85	2.37215986809635	2.07544283200087e-10
ENSG00000158717.6	RNF166	protein_coding	cytosolic	13.415	0.118462379738957	0.810143763685843
ENSG00000158747.9	NBL1	protein_coding	membrane	25.99	2.23060973009867	2.3521984604656e-29
ENSG00000158748.3	HTR6	protein_coding	membrane	1.225	3.71947604473963	0.182394315003382
ENSG00000158769.13	F11R	protein_coding	membrane	13.34	2.50936739239966	3.84923689646691e-52
ENSG00000158773.10	USF1	protein_coding	cytosolic	38.89	-0.103018096013598	0.778572557015581
ENSG00000158792.11	SPATA2L	protein_coding	cytosolic	6.7	0.248969283827512	0.637955323128385
ENSG00000158793.9	NIT1	protein_coding	cytosolic	26.235	0.103908450836543	0.835710501489826
ENSG00000158796.12	DEDD	protein_coding	cytosolic	19.345	0.10872127054544	0.691793661387781
ENSG00000158805.7	ZNF276	protein_coding	cytosolic	12.1	0.333515402128868	0.553705791163511
ENSG00000158813.13	EDA	protein_coding	membrane	4.92	3.14181024906476	4.16013665657829e-22
ENSG00000158825.5	CDA	protein_coding	cytosolic	1.165	0.104506554471116	0.961080123750978
ENSG00000158828.5	PINK1	protein_coding	cytosolic	54.48	-0.257307237195716	0.122825279805859
ENSG00000158850.10	B4GALT3	protein_coding	membrane	39.14	1.89270874931638	3.20337185114176e-19
ENSG00000158856.13	DMTN	protein_coding	cytosolic	14.485	-0.0810506415774467	0.867766952441198
ENSG00000158863.17	FAM160B2	protein_coding	cytosolic	9.655	-0.0447500139887238	0.947647533976986
ENSG00000158864.8	NDUFS2	protein_coding	cytosolic	124.825	-0.450037086619835	0.00247481224273548
ENSG00000158882.8	TOMM40L	protein_coding	cytosolic	18.36	-0.355020686378331	0.100312888851433
ENSG00000158941.12	CCAR2	protein_coding	cytosolic	111.24	-0.873239383924619	1.95000393599792e-05
ENSG00000158966.9	CACHD1	protein_coding	membrane	8.83	2.60618361994122	1.81322890259363e-25
ENSG00000158985.9	CDC42SE2	protein_coding	cytosolic	15.15	-0.324266636952561	0.0572249566370452
ENSG00000158987.15	RAPGEF6	protein_coding	cytosolic	5.24	-0.324896059678638	0.287107360605257
ENSG00000159023.14	EPB41	protein_coding	cytosolic	55.57	-0.785722636183658	2.25659203825799e-08
ENSG00000159055.3	MIS18A	protein_coding	cytosolic	39.89	-0.453698104234231	0.0288190654835879
ENSG00000159063.8	ALG8	protein_coding	membrane	56.04	3.38825791704456	4.14911229177871e-83
ENSG00000159069.9	FBXW5	protein_coding	cytosolic	36.925	0.158380480746507	0.604302741888564
