gene_id	Symbol	tpm_cutoff	localization_cat	loc_tar_CDS	log2FoldChange.ribo.rna.KO.WT
ENSG00000138744.10	NAAA	14.16	membrane	membrane_tc>1.66 & tc<5.56	-0.3703037
ENSG00000138760.4	SCARB2	25.855	membrane	membrane_tc>5.56 & tc<65.26	-0.02341092
ENSG00000138821.8	SLC39A8	23.585	membrane	membrane_tc>5.56 & tc<65.26	-0.130672
ENSG00000138829.6	FBN2	24.645	membrane	membrane_tc>5.56 & tc<65.26	-0.4027611
ENSG00000139044.6	B4GALNT3	25.945	membrane	membrane_tc>1.66 & tc<5.56	0.05730603
ENSG00000139219.13	COL2A1	22.94	membrane	membrane_tc>5.56 & tc<65.26	-0.5755977
ENSG00000139263.7	LRIG3	11.03	membrane	membrane_tc<1.66	-0.1207025
ENSG00000139291.9	TMEM19	26.39	membrane	nontarget_membrane	0.3242819
ENSG00000139292.8	LGR5	11.165	membrane	membrane_tc>1.66 & tc<5.56	-0.3944546
ENSG00000139324.7	TMTC3	12.4	membrane	membrane_tc>5.56 & tc<65.26	-0.157118
ENSG00000139370.6	SLC15A4	12.76	membrane	membrane_tc>5.56 & tc<65.26	0.1093639
ENSG00000139514.8	SLC7A1	29.125	membrane	membrane_tc>5.56 & tc<65.26	-0.1523699
ENSG00000139624.8	CERS5	26.475	membrane	membrane_tc>5.56 & tc<65.26	0.2007989
ENSG00000139629.11	GALNT6	10.825	membrane	membrane_tc>1.66 & tc<5.56	-0.09904724
ENSG00000139636.11	LMBR1L	18.555	membrane	membrane_tc<1.66	-0.2486882
ENSG00000139641.8	ESYT1	41.14	membrane	membrane_tc>1.66 & tc<5.56	-0.1205448
ENSG00000139644.8	TMBIM6	325.01	membrane	membrane_tc>1.66 & tc<5.56	-0.02626306
ENSG00000139921.8	TMX1	55.16	membrane	membrane_tc>1.66 & tc<5.56	0.1236898
ENSG00000140284.6	SLC27A2	14.895	membrane	membrane_tc>1.66 & tc<5.56	-0.206878
ENSG00000140391.10	TSPAN3	323.76	membrane	nontarget_membrane	0.1130507
ENSG00000140479.12	PCSK6	46.03	membrane	membrane_tc<1.66	0.067312
ENSG00000140497.12	SCAMP2	51.295	membrane	membrane_tc>1.66 & tc<5.56	0.09302189
ENSG00000140511.7	HAPLN3	10.185	membrane	membrane_tc>1.66 & tc<5.56	-0.03824622
ENSG00000140545.10	MFGE8	42.5	membrane	membrane_tc<1.66	0.01862515
ENSG00000140564.6	FURIN	26.785	membrane	membrane_tc<1.66	0.0459735
ENSG00000140688.12	C16orf58	26.535	membrane	membrane_tc>1.66 & tc<5.56	0.008828505
ENSG00000140931.15	CMTM3	11.655	membrane	nontarget_membrane	-0.05804158
ENSG00000140943.12	MBTPS1	39.185	membrane	membrane_tc<1.66	0.4025496
ENSG00000141349.4	G6PC3	65.76	membrane	membrane_tc<1.66	0.01118492
ENSG00000141424.8	SLC39A6	34.67	membrane	membrane_tc>5.56 & tc<65.26	0.03104391
ENSG00000141429.9	GALNT1	18.28	membrane	membrane_tc>1.66 & tc<5.56	-0.01547503
ENSG00000141458.8	NPC1	18.63	membrane	membrane_tc>5.56 & tc<65.26	-0.3131277
ENSG00000141696.8	LEPREL4	31.775	membrane	membrane_tc>1.66 & tc<5.56	-0.08402856
ENSG00000141699.6	FAM134C	23.495	membrane	membrane_tc<1.66	0.1818683
ENSG00000141736.9	ERBB2	20.365	membrane	membrane_tc>1.66 & tc<5.56	-0.246599
ENSG00000141756.14	FKBP10	73.84	membrane	membrane_tc>1.66 & tc<5.56	-0.04849557
ENSG00000141873.6	SLC39A3	33.495	membrane	membrane_tc<1.66	0.2140717
ENSG00000142156.10	COL6A1	23.265	membrane	membrane_tc>5.56 & tc<65.26	-0.1223977
ENSG00000142166.8	IFNAR1	19.305	membrane	membrane_tc>1.66 & tc<5.56	-0.1299912
ENSG00000142188.12	TMEM50B	22.43	membrane	nontarget_membrane	0.1231612
ENSG00000142192.16	APP	143.105	membrane	membrane_tc>5.56 & tc<65.26	-0.08742829
ENSG00000142227.6	EMP3	76.94	membrane	nontarget_membrane	-0.002807781
ENSG00000142494.9	SLC47A1	15.38	membrane	membrane_tc>5.56 & tc<65.26	0.04578005
ENSG00000142627.9	EPHA2	12.995	membrane	membrane_tc<1.66	-0.1188763
ENSG00000142687.13	KIAA0319L	29.08	membrane	membrane_tc<1.66	-0.1421371
ENSG00000142892.10	PIGK	19.185	membrane	membrane_tc>5.56 & tc<65.26	-0.1790817
ENSG00000142949.12	PTPRF	45.45	membrane	membrane_tc>5.56 & tc<65.26	0.1771545
ENSG00000143061.13	IGSF3	11.31	membrane	membrane_tc>5.56 & tc<65.26	0.006523661
ENSG00000143126.7	CELSR2	10.915	membrane	membrane_tc>5.56 & tc<65.26	-0.3702657
ENSG00000143147.10	GPR161	12.6	membrane	membrane_tc<1.66	-0.03482088
ENSG00000143153.8	ATP1B1	21.61	membrane	membrane_tc>1.66 & tc<5.56	0.01583867
ENSG00000143162.7	CREG1	54.945	membrane	membrane_tc<1.66	0.2137536
ENSG00000143183.12	TMCO1	101.165	membrane	membrane_tc>1.66 & tc<5.56	-0.006247248
ENSG00000143315.5	PIGM	11.77	membrane	membrane_tc>5.56 & tc<65.26	0.04615231
ENSG00000143324.9	XPR1	10.315	membrane	membrane_tc>5.56 & tc<65.26	0.0250998
ENSG00000143337.14	TOR1AIP1	21.88	membrane	membrane_tc>5.56 & tc<65.26	-0.2617441
ENSG00000143418.15	CERS2	165.74	membrane	membrane_tc>1.66 & tc<5.56	0.1579257
ENSG00000143515.12	ATP8B2	14.965	membrane	membrane_tc<1.66	0.1251245
ENSG00000143537.9	ADAM15	53.035	membrane	membrane_tc<1.66	0.02670889
ENSG00000143554.9	SLC27A3	13.885	membrane	membrane_tc>1.66 & tc<5.56	-0.05834895
ENSG00000143570.13	SLC39A1	81.86	membrane	membrane_tc<1.66	0.06954664
ENSG00000143590.9	EFNA3	13.935	membrane	nontarget_membrane	0.160484
ENSG00000143641.8	GALNT2	47.585	membrane	membrane_tc<1.66	-0.1215298
ENSG00000143643.8	TTC13	27.835	membrane	membrane_tc>1.66 & tc<5.56	-0.1386174
ENSG00000143753.8	DEGS1	184.87	membrane	membrane_tc>5.56 & tc<65.26	-0.0879865
ENSG00000143771.7	CNIH4	169.85	membrane	membrane_tc>5.56 & tc<65.26	0.2138021
ENSG00000143801.12	PSEN2	21.17	membrane	membrane_tc<1.66	-0.0025918
ENSG00000143815.10	LBR	167.13	membrane	membrane_tc>5.56 & tc<65.26	-0.07089855
ENSG00000143819.8	EPHX1	37.09	membrane	membrane_tc>5.56 & tc<65.26	-0.1140597
ENSG00000143870.8	PDIA6	152.795	membrane	membrane_tc>5.56 & tc<65.26	0.02731556
ENSG00000144043.7	TEX261	43.78	membrane	nontarget_membrane	0.2404988
ENSG00000144136.6	SLC20A1	32.105	membrane	membrane_tc<1.66	-0.06850134
ENSG00000144320.9	KIAA1715	13.365	membrane	membrane_tc<1.66	-0.1409025
ENSG00000144468.12	RHBDD1	15.315	membrane	nontarget_membrane	0.1000166
ENSG00000144647.5	POMGNT2	18.5	membrane	nontarget_membrane	0.1883628
ENSG00000144724.14	PTPRG	13.3	membrane	membrane_tc>1.66 & tc<5.56	-0.2176469
ENSG00000144746.6	ARL6IP5	50.055	membrane	membrane_tc>1.66 & tc<5.56	-0.01647776
ENSG00000144749.9	LRIG1	15.65	membrane	membrane_tc<1.66	-0.0124211
ENSG00000144785.4	RP11-977G19.10	57.665	membrane	nontarget_membrane	0.7559081
ENSG00000144867.7	SRPRB	46.33	membrane	membrane_tc<1.66	-0.1164944
ENSG00000145050.11	MANF	47.475	membrane	nontarget_membrane	0.1587134
ENSG00000145147.15	SLIT2	36.35	membrane	membrane_tc>5.56 & tc<65.26	-0.1780984
ENSG00000145284.7	SCD5	22.405	membrane	membrane_tc>5.56 & tc<65.26	0.1125432
ENSG00000145354.5	CISD2	37.095	membrane	membrane_tc<1.66	0.1561353
ENSG00000145431.6	PDGFC	10.015	membrane	membrane_tc<1.66	0.1478771
ENSG00000145495.10	MARCH6	42.525	membrane	membrane_tc>5.56 & tc<65.26	-0.2272161
ENSG00000145569.5	FAM105A	14.045	membrane	membrane_tc>1.66 & tc<5.56	0.180086
ENSG00000145730.16	PAM	55.395	membrane	membrane_tc<1.66	0.05395188
ENSG00000145740.14	SLC30A5	43.53	membrane	membrane_tc<1.66	0.08494194
ENSG00000145860.7	RNF145	36.155	membrane	membrane_tc<1.66	0.2390866
ENSG00000145882.6	PCYOX1L	12.47	membrane	membrane_tc>1.66 & tc<5.56	-0.04391488
ENSG00000146072.6	TNFRSF21	13.325	membrane	nontarget_membrane	-0.1473944
ENSG00000146242.5	TPBG	12.595	membrane	membrane_tc>5.56 & tc<65.26	0.09283975
ENSG00000146409.6	SLC18B1	28.745	membrane	membrane_tc>1.66 & tc<5.56	-0.08848327
ENSG00000146416.12	AIG1	66.18	membrane	membrane_tc>1.66 & tc<5.56	0.02123642
ENSG00000146433.8	TMEM181	18.51	membrane	membrane_tc>5.56 & tc<65.26	-0.3281591
ENSG00000146842.12	TMEM209	21.24	membrane	membrane_tc>5.56 & tc<65.26	-0.1906497
ENSG00000147100.5	SLC16A2	10.635	membrane	membrane_tc>5.56 & tc<65.26	-0.0887424
ENSG00000147155.6	EBP	160.03	membrane	membrane_tc<1.66	-0.1451765
ENSG00000147257.9	GPC3	19.18	membrane	membrane_tc>1.66 & tc<5.56	-0.01112663
ENSG00000147475.10	ERLIN2	32.305	membrane	membrane_tc<1.66	0.003390968
ENSG00000147526.15	TACC1	16.17	membrane	nontarget_membrane	-0.1375815
ENSG00000147649.5	MTDH	35.105	membrane	membrane_tc>5.56 & tc<65.26	-0.03346473
ENSG00000147955.12	SIGMAR1	146.205	membrane	membrane_tc<1.66	0.1347377
ENSG00000148110.11	HIATL1	33.01	membrane	membrane_tc>1.66 & tc<5.56	0.2800573
ENSG00000148175.8	STOM	13.98	membrane	membrane_tc>1.66 & tc<5.56	0.07331329
ENSG00000148248.9	SURF4	107.86	membrane	membrane_tc>1.66 & tc<5.56	0.1864575
ENSG00000148343.14	FAM73B	13.88	membrane	nontarget_membrane	-0.08961403
ENSG00000148358.15	GPR107	21.95	membrane	membrane_tc>5.56 & tc<65.26	0.04351266
ENSG00000148468.12	FAM171A1	24.135	membrane	membrane_tc<1.66	0.01620479
ENSG00000148719.10	DNAJB12	19.845	membrane	nontarget_membrane	0.04232809
ENSG00000148926.5	ADM	14.83	membrane	nontarget_membrane	0.1091604
ENSG00000149084.7	HSD17B12	51.59	membrane	membrane_tc>5.56 & tc<65.26	-0.08343857
ENSG00000149150.4	SLC43A1	10.59	membrane	membrane_tc>5.56 & tc<65.26	-0.3754841
ENSG00000149257.9	SERPINH1	43.095	membrane	membrane_tc>1.66 & tc<5.56	0.1354815
ENSG00000149294.12	NCAM1	11.44	membrane	nontarget_membrane	-0.169294
ENSG00000149328.10	GLB1L2	24.975	membrane	membrane_tc>1.66 & tc<5.56	-0.006198668
ENSG00000149428.14	HYOU1	29.15	membrane	nontarget_membrane	-0.1662824
ENSG00000149483.7	TMEM138	25.045	membrane	nontarget_membrane	0.2865755
ENSG00000149485.12	FADS1	19.16	membrane	membrane_tc<1.66	-0.1274565
ENSG00000149541.5	B3GAT3	29.71	membrane	membrane_tc<1.66	-0.04223423
ENSG00000149582.11	TMEM25	13.11	membrane	nontarget_membrane	-0.09031929
ENSG00000149809.10	TM7SF2	11.715	membrane	membrane_tc>1.66 & tc<5.56	-0.01599147
ENSG00000150093.14	ITGB1	111.665	membrane	membrane_tc>5.56 & tc<65.26	-0.1463765
ENSG00000150403.13	TMCO3	30.87	membrane	membrane_tc<1.66	0.3236098
ENSG00000150687.7	PRSS23	17.55	membrane	nontarget_membrane	-0.06374271
ENSG00000151233.6	GXYLT1	13.46	membrane	membrane_tc>5.56 & tc<65.26	-0.1351091
ENSG00000151348.9	EXT2	25.125	membrane	membrane_tc>5.56 & tc<65.26	-0.07818581
ENSG00000151353.10	TMEM18	22.055	membrane	membrane_tc<1.66	0.3630438
ENSG00000151366.8	NDUFC2	320.885	membrane	nontarget_membrane	0.1648553
ENSG00000151665.8	PIGF	31.6	membrane	membrane_tc<1.66	-0.1514832
ENSG00000152127.4	MGAT5	14.85	membrane	membrane_tc<1.66	-0.02836844
ENSG00000152291.9	TGOLN2	23.55	membrane	membrane_tc<1.66	0.02433164
ENSG00000152558.10	TMEM123	83.97	membrane	membrane_tc>1.66 & tc<5.56	0.1483124
ENSG00000152661.7	GJA1	36.84	membrane	membrane_tc<1.66	-0.05293615
ENSG00000152683.10	SLC30A6	12.905	membrane	nontarget_membrane	-0.2996011
ENSG00000152700.9	SAR1B	52.45	membrane	membrane_tc<1.66	0.02761816
ENSG00000152894.10	PTPRK	14.225	membrane	membrane_tc>5.56 & tc<65.26	-0.2741433
ENSG00000152939.10	MARVELD2	12.13	membrane	nontarget_membrane	-0.127812
ENSG00000152952.7	PLOD2	22.525	membrane	membrane_tc>5.56 & tc<65.26	-0.2577178
ENSG00000152990.9	GPR125	14.93	membrane	membrane_tc>1.66 & tc<5.56	0.1228647
ENSG00000153066.8	TXNDC11	15.415	membrane	membrane_tc<1.66	0.05569837
ENSG00000153162.8	BMP6	12.475	membrane	membrane_tc<1.66	-0.04812353
ENSG00000153395.5	LPCAT1	29.595	membrane	membrane_tc>1.66 & tc<5.56	0.161558
ENSG00000153898.8	MCOLN2	13.69	membrane	membrane_tc<1.66	0.08985666
ENSG00000153936.12	HS2ST1	20.485	membrane	membrane_tc>5.56 & tc<65.26	-0.004025098
ENSG00000153956.11	CACNA2D1	10.175	membrane	membrane_tc>1.66 & tc<5.56	-0.1616471
ENSG00000153982.6	GDPD1	14.635	membrane	membrane_tc>5.56 & tc<65.26	-0.1627867
ENSG00000154305.12	MIA3	13.185	membrane	membrane_tc>5.56 & tc<65.26	-0.8878092
ENSG00000154511.7	FAM69A	10.865	membrane	membrane_tc<1.66	0.06465952
ENSG00000154734.10	ADAMTS1	72.91	membrane	membrane_tc>1.66 & tc<5.56	-0.1390365
ENSG00000154889.12	MPPE1	11.495	membrane	nontarget_membrane	-0.08688727
ENSG00000154978.8	VOPP1	24.915	membrane	nontarget_membrane	0.04060151
ENSG00000155254.8	MARVELD1	24.34	membrane	nontarget_membrane	0.1639619
ENSG00000155256.13	ZFYVE27	18.215	membrane	membrane_tc<1.66	-0.3315615
ENSG00000155304.4	HSPA13	10.42	membrane	membrane_tc<1.66	-0.08453756
ENSG00000155380.7	SLC16A1	102.53	membrane	membrane_tc>5.56 & tc<65.26	-0.04897448
ENSG00000155660.6	PDIA4	86.88	membrane	membrane_tc>5.56 & tc<65.26	0.06944203
ENSG00000155755.14	TMEM237	19.91	membrane	membrane_tc>1.66 & tc<5.56	0.1674308
ENSG00000155850.7	SLC26A2	13.645	membrane	membrane_tc>5.56 & tc<65.26	-0.1706452
ENSG00000155957.12	TMBIM4	41.23	membrane	nontarget_membrane	0.3291985
ENSG00000155984.10	TMEM185A	21.13	membrane	membrane_tc<1.66	-0.03004276
ENSG00000156171.10	DRAM2	49.94	membrane	membrane_tc>1.66 & tc<5.56	-0.166935
ENSG00000156298.8	TSPAN7	19.825	membrane	nontarget_membrane	-0.2620132
ENSG00000156471.8	PTDSS1	89.805	membrane	membrane_tc>1.66 & tc<5.56	0.08648343
ENSG00000156599.6	ZDHHC5	19.63	membrane	membrane_tc<1.66	0.009497749
ENSG00000156642.12	NPTN	69.98	membrane	membrane_tc>1.66 & tc<5.56	-0.07327751
ENSG00000156671.8	SAMD8	12.75	membrane	membrane_tc<1.66	-0.1541367
ENSG00000156875.9	HIAT1	35.49	membrane	membrane_tc<1.66	0.2708327
ENSG00000157193.10	LRP8	18.085	membrane	membrane_tc<1.66	0.003445047
ENSG00000157224.11	CLDN12	16.55	membrane	membrane_tc>1.66 & tc<5.56	0.02525558
ENSG00000157593.12	SLC35B2	31.585	membrane	nontarget_membrane	0.340414
ENSG00000157600.7	TMEM164	28.655	membrane	nontarget_membrane	-0.1058906
ENSG00000157637.8	SLC38A10	19.185	membrane	membrane_tc>1.66 & tc<5.56	-0.05287464
ENSG00000157800.13	SLC37A3	30.805	membrane	membrane_tc>1.66 & tc<5.56	0.1387191
ENSG00000157837.11	SPPL3	25.505	membrane	membrane_tc>5.56 & tc<65.26	-0.1166807
ENSG00000157916.14	RER1	64.26	membrane	membrane_tc>1.66 & tc<5.56	0.1916821
ENSG00000158089.10	GALNT14	13.755	membrane	membrane_tc<1.66	-0.123807
ENSG00000158201.5	ABHD3	11.695	membrane	membrane_tc<1.66	0.2929633
ENSG00000158270.10	COLEC12	14.935	membrane	membrane_tc>5.56 & tc<65.26	0.08851815
ENSG00000158457.4	TSPAN33	24.255	membrane	membrane_tc>1.66 & tc<5.56	0.06899379
ENSG00000158470.5	B4GALT5	19.77	membrane	membrane_tc>1.66 & tc<5.56	0.2547572
ENSG00000158604.10	TMED4	114.875	membrane	nontarget_membrane	0.05667795
ENSG00000158615.8	PPP1R15B	29.645	membrane	nontarget_membrane	0.3292642
ENSG00000158669.7	AGPAT6	29.805	membrane	membrane_tc<1.66	-0.05978601
ENSG00000158747.9	NBL1	25.99	membrane	nontarget_membrane	0.4186583
ENSG00000158769.13	F11R	13.34	membrane	nontarget_membrane	-0.2496897
ENSG00000158850.10	B4GALT3	39.14	membrane	membrane_tc<1.66	0.162429
ENSG00000159063.8	ALG8	56.04	membrane	membrane_tc>5.56 & tc<65.26	-0.0477533
ENSG00000159164.5	SV2A	13.67	membrane	membrane_tc>5.56 & tc<65.26	-0.1737892
ENSG00000159322.13	ADPGK	50.37	membrane	membrane_tc>5.56 & tc<65.26	0.1230603
ENSG00000159348.8	CYB5R1	21.515	membrane	membrane_tc>1.66 & tc<5.56	-0.1136312
ENSG00000159363.13	ATP13A2	36.445	membrane	membrane_tc>1.66 & tc<5.56	-0.1072621
ENSG00000159461.10	AMFR	54.445	membrane	membrane_tc>5.56 & tc<65.26	0.03436187
ENSG00000160216.14	AGPAT3	32.62	membrane	membrane_tc<1.66	0.1514465
ENSG00000160404.13	TOR2A	14.405	membrane	nontarget_membrane	-0.09632377
ENSG00000160446.14	ZDHHC12	34.18	membrane	membrane_tc<1.66	0.4903841
ENSG00000160606.6	TLCD1	24.28	membrane	nontarget_membrane	-0.0754164
ENSG00000160613.8	PCSK7	10.04	membrane	nontarget_membrane	-0.148103
ENSG00000160767.16	FAM189B	55.695	membrane	nontarget_membrane	0.04893534
ENSG00000160932.6	LY6E	94.635	membrane	nontarget_membrane	0.1800569
ENSG00000161091.8	MFSD12	33.805	membrane	membrane_tc<1.66	0.0501769
ENSG00000161638.6	ITGA5	13.89	membrane	membrane_tc>5.56 & tc<65.26	-0.4123702
ENSG00000161671.12	EMC10	50.65	membrane	nontarget_membrane	0.1238651
ENSG00000161904.7	LEMD2	43.815	membrane	membrane_tc<1.66	0.2012497
ENSG00000161921.10	CXCL16	16.905	membrane	membrane_tc<1.66	0.2206416
ENSG00000162073.9	PAQR4	28.215	membrane	membrane_tc<1.66	0.1804437
ENSG00000162144.5	CYB561A3	13.99	membrane	membrane_tc>1.66 & tc<5.56	0.02005966
ENSG00000162298.12	SYVN1	10.245	membrane	membrane_tc>5.56 & tc<65.26	-0.1568065
ENSG00000162337.7	LRP5	15.695	membrane	membrane_tc>1.66 & tc<5.56	-0.1020618
ENSG00000162430.12	SEPN1	59.95	membrane	membrane_tc>5.56 & tc<65.26	0.002130694
ENSG00000162493.12	PDPN	26.125	membrane	membrane_tc<1.66	0.1497022
ENSG00000162496.4	DHRS3	16.685	membrane	membrane_tc>1.66 & tc<5.56	-0.2069613
ENSG00000162512.11	SDC3	14.34	membrane	membrane_tc>1.66 & tc<5.56	0.2514786
ENSG00000162604.8	TM2D1	56.465	membrane	membrane_tc<1.66	0.06993356
ENSG00000162694.9	EXTL2	13.165	membrane	nontarget_membrane	-0.01396035
ENSG00000162729.9	IGSF8	10.4	membrane	nontarget_membrane	0.04968266
ENSG00000162736.11	NCSTN	31.3	membrane	membrane_tc>5.56 & tc<65.26	-0.3369445
ENSG00000162769.8	FLVCR1	13.195	membrane	membrane_tc>5.56 & tc<65.26	0.06314056
ENSG00000162878.8	PKDCC	12.695	membrane	nontarget_membrane	-0.08312556
ENSG00000163053.6	SLC16A14	19.3	membrane	membrane_tc>1.66 & tc<5.56	-0.01050886
ENSG00000163069.8	SGCB	11.97	membrane	membrane_tc>1.66 & tc<5.56	0.06488976
ENSG00000163082.9	SGPP2	15.845	membrane	membrane_tc<1.66	0.2020173
ENSG00000163162.4	RNF149	15.47	membrane	membrane_tc<1.66	-0.1195808
ENSG00000163291.10	PAQR3	30.13	membrane	membrane_tc>1.66 & tc<5.56	-0.01031657
ENSG00000163399.11	ATP1A1	246.39	membrane	membrane_tc>5.56 & tc<65.26	-0.2812694
ENSG00000163430.5	FSTL1	49.705	membrane	membrane_tc<1.66	0.01939008
ENSG00000163463.7	KRTCAP2	160.59	membrane	membrane_tc>1.66 & tc<5.56	-0.01251326
ENSG00000163479.9	SSR2	261.03	membrane	membrane_tc<1.66	-0.01455536
ENSG00000163527.5	STT3B	38.87	membrane	membrane_tc>1.66 & tc<5.56	-0.352368
ENSG00000163703.13	CRELD1	10.67	membrane	nontarget_membrane	0.04318771
ENSG00000163710.3	PCOLCE2	18.685	membrane	membrane_tc>1.66 & tc<5.56	-0.07616134
ENSG00000163870.10	TPRA1	14.075	membrane	membrane_tc>1.66 & tc<5.56	0.1149028
ENSG00000163900.6	TMEM41A	12.94	membrane	nontarget_membrane	0.3223159
ENSG00000163902.7	RPN1	146.085	membrane	membrane_tc>5.56 & tc<65.26	-0.025479
ENSG00000163933.5	RFT1	20.475	membrane	membrane_tc>1.66 & tc<5.56	-0.1193967
ENSG00000163956.6	LRPAP1	81.93	membrane	membrane_tc<1.66	-0.02235078
ENSG00000164040.12	PGRMC2	43.255	membrane	membrane_tc<1.66	0.1563994
ENSG00000164081.8	TEX264	54.2	membrane	membrane_tc>1.66 & tc<5.56	-0.09183236
ENSG00000164099.3	PRSS12	11.835	membrane	membrane_tc<1.66	-0.02950201
ENSG00000164176.8	EDIL3	12.05	membrane	membrane_tc>5.56 & tc<65.26	0.02952018
ENSG00000164180.9	TMEM161B	17.225	membrane	nontarget_membrane	-0.4003187
ENSG00000164181.9	ELOVL7	14.865	membrane	membrane_tc>5.56 & tc<65.26	-0.1613596
ENSG00000164251.4	F2RL1	20.665	membrane	membrane_tc<1.66	-0.1367211
ENSG00000164291.12	ARSK	13.08	membrane	membrane_tc>5.56 & tc<65.26	-0.07826959
ENSG00000164294.9	GPX8	17.325	membrane	nontarget_membrane	0.1569322
ENSG00000164414.12	SLC35A1	19.465	membrane	membrane_tc<1.66	-0.1849645
ENSG00000164647.4	STEAP1	11.875	membrane	nontarget_membrane	0.09943094
ENSG00000164733.16	CTSB	56.935	membrane	membrane_tc>1.66 & tc<5.56	-0.1019464
ENSG00000164828.13	SUN1	60.15	membrane	membrane_tc>1.66 & tc<5.56	-0.1981914
ENSG00000164889.8	SLC4A2	61.35	membrane	membrane_tc>1.66 & tc<5.56	0.3330067
ENSG00000164930.7	FZD6	10.565	membrane	membrane_tc>1.66 & tc<5.56	0.1039555
ENSG00000165152.4	TMEM246	11.93	membrane	nontarget_membrane	0.07201451
ENSG00000165194.10	PCDH19	15.69	membrane	membrane_tc>1.66 & tc<5.56	0.03438452
ENSG00000165282.9	PIGO	17.47	membrane	membrane_tc>5.56 & tc<65.26	-0.3242921
ENSG00000165474.5	GJB2	11.35	membrane	membrane_tc>1.66 & tc<5.56	-0.007527599
ENSG00000165476.8	REEP3	15.385	membrane	membrane_tc>1.66 & tc<5.56	0.1950672
ENSG00000165650.7	PDZD8	15.065	membrane	membrane_tc<1.66	-0.1223773
ENSG00000165661.11	QSOX2	22.14	membrane	membrane_tc>5.56 & tc<65.26	-0.05513917
ENSG00000165716.5	FAM69B	57.285	membrane	nontarget_membrane	0.1505341
ENSG00000165948.6	IFI27L1	31.885	membrane	nontarget_membrane	0.1340895
ENSG00000165996.9	PTPLA	17.92	membrane	nontarget_membrane	0.1108273
ENSG00000166086.8	JAM3	25.305	membrane	membrane_tc>5.56 & tc<65.26	0.2165182
ENSG00000166130.10	IKBIP	24.435	membrane	nontarget_membrane	-0.06110879
ENSG00000166224.12	SGPL1	17.235	membrane	membrane_tc>1.66 & tc<5.56	0.1154153
ENSG00000166292.7	TMEM100	10.01	membrane	nontarget_membrane	0.1075746
ENSG00000166340.10	TPP1	11.575	membrane	membrane_tc>5.56 & tc<65.26	-0.3972419
ENSG00000166471.6	TMEM41B	17.3	membrane	membrane_tc>1.66 & tc<5.56	-0.06818746
ENSG00000166479.5	TMX3	20.4	membrane	nontarget_membrane	-0.09719365
ENSG00000166507.12	NDST2	11.705	membrane	nontarget_membrane	-0.2806505
ENSG00000166557.8	TMED3	88.21	membrane	membrane_tc>1.66 & tc<5.56	0.1147186
ENSG00000166562.4	SEC11C	91.32	membrane	membrane_tc<1.66	0.2592321
ENSG00000166598.8	HSP90B1	237.61	membrane	membrane_tc>5.56 & tc<65.26	-0.153074
ENSG00000166619.8	BLCAP	39.325	membrane	nontarget_membrane	0.4312695
ENSG00000166710.13	B2M	889.47	membrane	membrane_tc<1.66	-0.06818365
ENSG00000166734.14	CASC4	32.91	membrane	nontarget_membrane	0.181666
ENSG00000166794.4	PPIB	286.67	membrane	membrane_tc<1.66	0.07910751
ENSG00000166822.8	TMEM170A	15.405	membrane	membrane_tc>1.66 & tc<5.56	0.01114016
ENSG00000166881.5	TMEM194A	39.915	membrane	membrane_tc>5.56 & tc<65.26	-0.2006622
ENSG00000166997.3	CNPY4	18.16	membrane	nontarget_membrane	-0.1245896
ENSG00000167004.8	PDIA3	154.025	membrane	membrane_tc>1.66 & tc<5.56	-0.1006922
ENSG00000167114.8	SLC27A4	14.13	membrane	membrane_tc<1.66	-0.1453407
ENSG00000167123.14	CERCAM	15.83	membrane	membrane_tc<1.66	0.1347798
ENSG00000167130.13	DOLPP1	28.115	membrane	nontarget_membrane	-0.2357241
ENSG00000167323.5	STIM1	15.39	membrane	membrane_tc>1.66 & tc<5.56	-0.06171686
ENSG00000167397.10	VKORC1	112.86	membrane	membrane_tc<1.66	0.2626477
ENSG00000167536.9	DHRS13	18.425	membrane	membrane_tc<1.66	0.0003417786
ENSG00000167543.11	TP53I13	24.7	membrane	nontarget_membrane	0.1952169
ENSG00000167642.8	SPINT2	156.685	membrane	membrane_tc<1.66	0.1167937
ENSG00000167645.12	YIF1B	125.24	membrane	membrane_tc>1.66 & tc<5.56	0.1831597
ENSG00000167695.10	FAM57A	25.595	membrane	nontarget_membrane	-0.05001683
ENSG00000167700.4	MFSD3	29.975	membrane	membrane_tc<1.66	0.2900263
ENSG00000167775.6	CD320	93.395	membrane	membrane_tc<1.66	0.2177151
ENSG00000167904.10	TMEM68	19.47	membrane	nontarget_membrane	-0.00412874
ENSG00000167925.11	GHDC	14.31	membrane	membrane_tc>1.66 & tc<5.56	-0.1036897
ENSG00000167930.11	ITFG3	38.585	membrane	nontarget_membrane	-0.03592701
ENSG00000167972.9	ABCA3	24.305	membrane	membrane_tc>5.56 & tc<65.26	-0.1731835
ENSG00000168000.10	BSCL2	22.96	membrane	nontarget_membrane	-0.1362067
ENSG00000168003.12	SLC3A2	80.14	membrane	membrane_tc<1.66	-0.04640247
ENSG00000168216.6	LMBRD1	19.22	membrane	membrane_tc>5.56 & tc<65.26	0.09195469
ENSG00000168282.4	MGAT2	26.87	membrane	membrane_tc<1.66	0.2369632
ENSG00000168389.13	MFSD2A	11.11	membrane	membrane_tc>5.56 & tc<65.26	-0.005168307
