gene_id	Symbol	tpm_cutoff	log2FoldChange.mem.cyt.293	log2FoldChange.mem.cyt.2A15	labels
ENSG00000133112.12	TPT1	2353.15	-0.8418295	-0.9089896	NA
ENSG00000133114.13	GPALPP1	34.305	-0.6853994	-0.7033541	NA
ENSG00000133119.8	RFC3	107.795	-0.6411589	-0.4531263	NA
ENSG00000133124.10	IRS4	262.66	0.6285537	0.3812913	NA
ENSG00000133131.10	MORC4	23.58	-0.3746783	-0.2842228	NA
ENSG00000133134.7	BEX2	69.045	-0.274406	-0.2226516	NA
ENSG00000133142.13	TCEAL4	47.825	-0.6398236	-0.5032652	NA
ENSG00000133169.5	BEX1	95.695	-0.1954052	-0.09222248	NA
ENSG00000133193.8	FAM104A	17.725	-0.1081701	-0.2958856	NA
ENSG00000133226.12	SRRM1	72.025	-0.316766	-0.03776488	NA
ENSG00000133243.4	BTBD2	82.865	-0.07913627	-0.358876	NA
ENSG00000133247.9	SUV420H2	17.47	-0.2179053	0.1210994	NA
ENSG00000133250.9	ZNF414	18.52	-0.2179984	-0.4922739	NA
ENSG00000133265.6	HSPBP1	48.96	-0.1307032	-0.1155414	NA
ENSG00000133275.11	CSNK1G2	59.76	0.1989507	0.04082323	NA
ENSG00000133313.10	CNDP2	40.26	-0.4745386	-0.2007632	NA
ENSG00000133315.6	MACROD1	20.39	0.01082635	-0.39643	NA
ENSG00000133316.11	WDR74	40.52	-0.3941831	-0.2804124	NA
ENSG00000133318.9	RTN3	102.115	3.717327	4.072898	NA
ENSG00000133393.8	FOPNL	51.685	-0.4705581	-0.4349784	NA
ENSG00000133398.3	MED10	68.89	-0.3185593	-0.2898587	NA
ENSG00000133422.8	MORC2	20.42	-0.8439579	-0.544331	NA
ENSG00000133597.5	ADCK2	42.445	2.511449	2.670905	NA
ENSG00000133606.6	MKRN1	51.07	-0.955545	-0.7593821	NA
ENSG00000133612.14	AGAP3	70.775	-0.2457789	-0.3595573	NA
ENSG00000133627.13	ACTR3B	17.66	0.0134995	-0.05343629	NA
ENSG00000133639.3	BTG1	43.215	0.3065443	0.3568572	NA
ENSG00000133641.13	C12orf29	21.56	-0.5547079	-0.3393054	NA
ENSG00000133657.10	ATP13A3	56.555	2.15619	1.997239	NA
ENSG00000133678.9	TMEM254	31.625	2.308606	2.418465	NA
ENSG00000133687.11	TMTC1	11.15	1.549918	1.631127	NA
ENSG00000133703.7	KRAS	30.235	-0.5601557	-0.7955286	NA
ENSG00000133704.5	IPO8	29.195	-0.3153416	-0.240493	NA
ENSG00000133706.13	LARS	107.025	-1.074352	-0.8898336	NA
ENSG00000133731.5	IMPA1	35.575	-0.4122662	-0.3894606	NA
ENSG00000133740.6	E2F5	25.695	-0.1720442	-0.1259473	NA
ENSG00000133773.7	CCDC59	61.4	-0.2215535	-0.1936163	NA
ENSG00000133818.8	RRAS2	31.93	-0.1202833	-0.09777138	NA
ENSG00000133835.10	HSD17B4	125.115	-1.27602	-0.9238067	NA
ENSG00000133872.9	TMEM66	91.09	1.809567	2.127814	NA
ENSG00000133874.1	RNF122	10.995	3.612871	3.29509	NA
ENSG00000133884.5	DPF2	26.905	-0.3171144	-0.4245609	NA
ENSG00000133895.10	MEN1	33.28	0.8036398	1.093004	NA
ENSG00000133935.6	C14orf1	13.67	2.240059	2.326635	NA
ENSG00000133943.16	C14orf159	11.52	0.0243118	0.2752868	NA
ENSG00000133961.15	NUMB	14.355	-0.4575768	-0.2142441	NA
ENSG00000133983.10	COX16	64.59	0.419016	0.5089194	NA
ENSG00000133997.7	MED6	29.155	-0.5157759	-0.4318685	NA
ENSG00000134001.8	EIF2S1	147.895	-1.061118	-0.9457467	NA
ENSG00000134014.12	ELP3	30.92	-0.6599175	-0.3857816	NA
ENSG00000134030.9	CTIF	10.35	-0.03162294	-0.0166886	NA
ENSG00000134046.7	MBD2	11.505	-0.3446534	-0.4423881	NA
ENSG00000134049.3	IER3IP1	59.445	0.1072421	0.3034659	NA
ENSG00000134056.7	MRPS36	44.465	-0.2703927	-0.04260982	NA
ENSG00000134057.10	CCNB1	196.75	-0.4296449	0.09648421	NA
ENSG00000134058.6	CDK7	36.135	-0.8106294	-0.4729165	NA
ENSG00000134072.6	CAMK1	59.76	0.1576426	0.1482561	NA
ENSG00000134077.11	THUMPD3	47.05	-0.6802555	-0.6569129	NA
ENSG00000134086.7	VHL	101.645	-0.1259858	-0.2993415	NA
ENSG00000134108.8	ARL8B	29.225	0.3961766	0.3325604	NA
ENSG00000134109.6	EDEM1	12.57	1.709821	1.698598	NA
ENSG00000134138.15	MEIS2	11.1	-0.1833805	-0.1343292	NA
ENSG00000134146.7	DPH6	20.64	-0.295981	-0.3016406	NA
ENSG00000134152.6	KATNBL1	23.115	-0.08248259	-0.06211852	NA
ENSG00000134153.5	EMC7	73.105	3.451778	3.96149	NA
ENSG00000134186.7	PRPF38B	31.81	-0.2692721	-0.05600584	NA
ENSG00000134202.6	GSTM3	44.305	0.06253214	0.1353421	NA
ENSG00000134222.12	PSRC1	31.99	-0.2362685	-0.0405258	NA
ENSG00000134243.7	SORT1	21.485	3.299973	3.406734	NA
ENSG00000134247.9	PTGFRN	36.67	2.939963	2.895015	NA
ENSG00000134248.9	LAMTOR5	207.675	-0.2062741	-0.1728247	NA
ENSG00000134250.13	NOTCH2	22.285	3.712085	3.36621	NA
ENSG00000134255.9	CEPT1	32.57	2.766068	2.872255	NA
ENSG00000134265.8	NAPG	15.58	-0.313401	-0.3990301	NA
ENSG00000134278.10	SPIRE1	15.44	-0.3517545	-0.3822334	NA
ENSG00000134283.13	PPHLN1	61.165	-0.7525481	-0.3862438	NA
ENSG00000134285.6	FKBP11	47.045	2.270858	2.456754	NA
ENSG00000134287.5	ARF3	63.24	-0.3122089	-0.5107025	NA
ENSG00000134291.7	TMEM106C	300.175	0.6932159	0.9451795	NA
ENSG00000134294.9	SLC38A2	71.59	2.934039	3.062107	NA
ENSG00000134308.9	YWHAQ	228.76	-0.108247	-0.09307713	NA
ENSG00000134330.14	IAH1	49.845	0.005276038	-0.02566724	NA
ENSG00000134333.9	LDHA	704.565	-0.7593619	-0.4608844	NA
ENSG00000134371.9	CDC73	14.995	-0.5391616	-0.3527846	NA
ENSG00000134375.6	TIMM17A	102.45	-0.5035537	-0.2550445	NA
ENSG00000134419.11	RPS15A	7046.62	-0.4862487	-0.2795438	NA
ENSG00000134440.7	NARS	84.845	-1.3725	-1.050762	NA
ENSG00000134444.9	KIAA1468	10.09	-0.4427376	-0.2674794	NA
ENSG00000134452.15	FBXO18	61.13	0.02185283	-0.04246166	NA
ENSG00000134453.11	RBM17	71.12	-0.3239397	-0.4187241	NA
ENSG00000134480.9	CCNH	49.195	0.2644654	0.7503321	NA
ENSG00000134508.8	CABLES1	17.975	-0.1713496	-0.3474091	NA
ENSG00000134574.7	DDB2	19.195	-0.4069609	-0.09190067	NA
ENSG00000134590.9	FAM127A	65.02	0.09465865	0.01161602	NA
ENSG00000134597.9	RBMX2	33.025	-0.7698638	-0.5417137	NA
ENSG00000134602.11	MST4	71.16	-0.7550016	-0.62685	NA
ENSG00000134644.11	PUM1	32.91	-0.551256	-0.4320482	NA
ENSG00000134684.6	YARS	100.525	-0.4753804	-0.3920758	NA
ENSG00000134686.12	PHC2	39.63	0.1588603	-0.05217753	NA
ENSG00000134690.6	CDCA8	48.725	-0.4758376	-0.2753043	NA
ENSG00000134697.8	GNL2	39.955	-1.098864	-0.8244325	NA
ENSG00000134709.6	HOOK1	10.425	-0.8440397	-0.8526961	NA
ENSG00000134717.13	BTF3L4	121.085	-0.4370388	-0.4105705	NA
ENSG00000134744.9	ZCCHC11	31.9	0.353171	0.06211868	NA
ENSG00000134748.12	PRPF38A	37.88	-0.6215961	-0.5610677	NA
ENSG00000134758.9	RNF138	52.765	-0.8196904	-0.658749	NA
ENSG00000134759.9	ELP2	27.43	-0.7618002	-0.7100328	NA
ENSG00000134769.17	DTNA	16.205	-0.2845117	-0.1758608	NA
ENSG00000134779.10	TPGS2	77.43	-0.1114354	-0.2489322	NA
ENSG00000134809.4	TIMM10	124.735	-0.103956	-0.1210936	NA
ENSG00000134815.14	DHX34	12.205	-0.03883471	-0.1214606	NA
ENSG00000134824.9	FADS2	61.78	2.997961	3.396763	NA
ENSG00000134825.9	TMEM258	228.77	1.026207	1.187773	NA
ENSG00000134851.8	TMEM165	48.845	3.627478	3.941768	NA
ENSG00000134871.13	COL4A2	21.61	4.043611	4.236192	NA
ENSG00000134874.13	DZIP1	41.17	0.08306714	-0.1497016	NA
ENSG00000134882.11	UBAC2	76.785	2.625781	2.96207	NA
ENSG00000134884.9	ARGLU1	92.695	-0.1176414	0.08605003	NA
ENSG00000134897.9	BIVM	26.63	-0.368598	-0.4829559	NA
ENSG00000134899.13	ERCC5	11.52	-0.2362464	-0.2003839	NA
ENSG00000134900.7	TPP2	23.075	-0.9412754	-0.680649	NA
ENSG00000134901.8	KDELC1	15.53	4.134674	3.677529	NA
ENSG00000134905.12	CARS2	69.285	-0.2672756	-0.2530534	NA
ENSG00000134910.8	STT3A	83.1	3.387606	2.763009	NA
ENSG00000134970.13	TMED7	41.655	3.810721	4.268649	NA
ENSG00000134986.9	NREP	26.245	0.2253505	0.1118604	NA
ENSG00000134987.7	WDR36	14.225	-0.6241102	-0.4086999	NA
ENSG00000134996.11	OSTF1	12.31	-0.5398375	-0.2625668	NA
ENSG00000135002.7	RFK	30.19	-0.5313446	-0.4571849	NA
ENSG00000135018.9	UBQLN1	51.195	-0.4748256	-0.3137456	NA
ENSG00000135040.11	NAA35	20.205	-0.2194434	-0.2064036	NA
ENSG00000135045.6	C9orf40	19.075	-0.1830419	-0.3963655	NA
ENSG00000135047.10	CTSL	45.005	4.640562	4.737043	NA
ENSG00000135049.11	AGTPBP1	21.87	-0.6638913	-0.8672046	NA
ENSG00000135052.12	GOLM1	88.55	3.941678	4.426026	NA
ENSG00000135069.9	PSAT1	119.48	-0.5261725	-0.3973023	NA
ENSG00000135070.9	ISCA1	61.92	-0.2654594	-0.3114081	NA
ENSG00000135097.2	MSI1	13.78	-0.2749808	-0.09197497	NA
ENSG00000135108.10	FBXO21	23.825	-0.6015322	-0.4351342	NA
ENSG00000135124.10	P2RX4	10.345	1.765455	1.864699	NA
ENSG00000135148.7	TRAFD1	42.48	-0.7861226	-0.6029054	NA
ENSG00000135164.14	DMTF1	20.605	0.009813855	0.3161836	NA
ENSG00000135185.7	TMEM243	32.49	0.8477757	0.8228321	NA
ENSG00000135211.5	TMEM60	16.125	2.232762	2.535145	NA
ENSG00000135213.8	POM121C	28.79	0.8085155	0.6429037	NA
ENSG00000135245.9	HILPDA	26.86	0.8775578	1.030882	NA
ENSG00000135249.3	RINT1	21.405	-0.1138175	0.09692269	NA
ENSG00000135250.12	SRPK2	35.47	-0.688719	-0.5008301	NA
ENSG00000135269.13	TES	45.94	-0.2985084	-0.01972919	NA
ENSG00000135272.5	MDFIC	13.495	-0.04453997	0.1110706	NA
ENSG00000135297.11	MTO1	14.1	-0.6153836	-0.5671368	NA
ENSG00000135299.12	ANKRD6	10.47	0.04154123	0.08789863	NA
ENSG00000135314.8	KHDC1	26.53	0.4546729	0.5314099	NA
ENSG00000135316.13	SYNCRIP	103.55	-1.041428	-0.8424822	NA
ENSG00000135317.8	SNX14	41.14	2.582986	2.901174	NA
ENSG00000135333.9	EPHA7	12.95	2.71256	3.004988	NA
ENSG00000135334.8	AKIRIN2	39.73	0.1851946	0.1138557	NA
ENSG00000135336.10	ORC3	39.435	-0.648874	-0.3596339	NA
ENSG00000135341.13	MAP3K7	19.675	-0.133331	-0.1821281	NA
ENSG00000135346.4	CGA	13.82	2.867691	3.579807	NA
ENSG00000135372.4	NAT10	27.27	-1.05362	-0.7749954	NA
ENSG00000135387.15	CAPRIN1	111.405	-1.070091	-0.7922472	NA
ENSG00000135390.13	ATP5G2	905.735	-0.01973552	0.1037237	NA
ENSG00000135392.11	DNAJC14	31.77	1.125829	1.200119	NA
ENSG00000135404.7	CD63	289.305	3.200087	3.39759	NA
ENSG00000135414.5	GDF11	17.35	0.9192418	0.7503518	NA
ENSG00000135441.3	BLOC1S1	115.405	0.03431328	0.01422017	NA
ENSG00000135446.12	CDK4	266.21	-0.1655323	-0.09660749	NA
ENSG00000135451.8	TROAP	101.405	-0.01509455	0.1491968	NA
ENSG00000135452.5	TSPAN31	39.73	3.101425	3.365097	NA
ENSG00000135457.5	TFCP2	27.495	-0.8304594	-0.6183351	NA
ENSG00000135469.9	COQ10A	33.07	-0.1507604	0.01454882	NA
ENSG00000135473.10	PAN2	18.6	-0.1107249	-0.1277827	NA
ENSG00000135476.7	ESPL1	28.76	-0.009141184	0.1698901	NA
ENSG00000135482.2	ZC3H10	11.28	-0.1481899	-0.2224977	NA
ENSG00000135486.13	HNRNPA1	2663.605	-1.14599	-1.041195	NA
ENSG00000135503.8	ACVR1B	19.485	2.900979	2.632877	NA
ENSG00000135506.11	OS9	64.74	3.364295	3.656732	NA
ENSG00000135521.8	LTV1	46.755	-1.083655	-0.8206768	NA
ENSG00000135525.14	MAP7	13.27	-0.6435746	-0.5296425	NA
ENSG00000135535.10	CD164	105.86	3.698324	3.981034	NA
ENSG00000135541.16	AHI1	10.54	-0.1066356	-0.08813893	NA
ENSG00000135549.10	PKIB	19.46	-0.3351714	-0.3131049	NA
ENSG00000135587.4	SMPD2	13.275	0.6593569	0.9457373	NA
ENSG00000135597.14	REPS1	25.935	-0.3365051	-0.2675733	NA
ENSG00000135624.11	CCT7	576.685	-0.5541198	-0.3695172	NA
ENSG00000135632.7	SMYD5	25.04	-0.06335212	0.007745822	NA
ENSG00000135655.9	USP15	13.725	-0.4495978	-0.364011	NA
ENSG00000135677.6	GNS	19.99	4.749875	5.115231	NA
ENSG00000135679.17	MDM2	46.895	-0.09441425	-0.237755	NA
ENSG00000135686.8	KLHL36	11.51	0.315571	0.1725967	NA
ENSG00000135698.5	MPHOSPH6	45.73	-0.3677925	-0.5411132	NA
ENSG00000135720.8	DYNC1LI2	36.505	-0.1030922	0.03193503	NA
ENSG00000135723.9	FHOD1	10.95	0.9071711	1.619144	NA
ENSG00000135750.10	KCNK1	12.21	2.691548	2.9865	NA
ENSG00000135763.5	URB2	25.405	0.1723945	0.1421165	NA
ENSG00000135766.8	EGLN1	39.37	-0.2204983	-0.3219628	NA
ENSG00000135775.9	COG2	46.145	-0.08741864	0.1224082	NA
ENSG00000135776.4	ABCB10	44.565	1.004299	1.399387	NA
ENSG00000135778.7	NTPCR	151.14	0.008560986	-0.07349528	NA
ENSG00000135801.5	TAF5L	35.685	0.09301928	0.1509239	NA
ENSG00000135821.12	GLUL	312.01	-0.9300202	-0.6766613	NA
ENSG00000135823.9	STX6	11.955	-0.3309556	-0.563357	NA
ENSG00000135829.12	DHX9	122.815	-1.899469	-1.509867	NA
ENSG00000135845.5	PIGC	31.96	1.436374	1.729579	NA
ENSG00000135847.5	ACBD6	61.08	-0.2486	-0.1823824	NA
ENSG00000135862.5	LAMC1	40.56	3.581416	3.333452	NA
ENSG00000135900.3	MRPL44	48.73	-0.5230736	-0.3354237	NA
ENSG00000135912.6	TTLL4	18.755	0.2853847	0.3942749	NA
ENSG00000135916.11	ITM2C	103.45	3.592566	3.786624	NA
ENSG00000135919.8	SERPINE2	25.24	4.036276	4.211853	NA
ENSG00000135926.8	TMBIM1	12.89	2.320852	2.47172	NA
ENSG00000135930.9	EIF4E2	109.28	-0.3325766	-0.4187369	NA
ENSG00000135931.13	ARMC9	10.635	-0.6159146	-0.3943006	NA
ENSG00000135932.6	CAB39	30.77	-0.559608	-0.4352768	NA
ENSG00000135940.2	COX5B	288.425	0.321458	0.3973215	NA
ENSG00000135953.6	MFSD9	10.555	0.99095	0.8415802	NA
ENSG00000135972.4	MRPS9	32.605	-0.9346395	-0.6613285	NA
ENSG00000135974.5	C2orf49	11.9	-0.199781	-0.1534283	NA
ENSG00000136003.11	ISCU	55.195	-0.04984329	-0.4093741	NA
ENSG00000136021.13	SCYL2	14.76	-0.477139	-0.4162532	NA
ENSG00000136026.9	CKAP4	53.64	3.448858	3.517835	NA
ENSG00000136044.7	APPL2	15.39	-0.05615935	0.04058123	NA
ENSG00000136045.7	PWP1	48.915	-0.5297933	-0.4344281	NA
ENSG00000136068.10	FLNB	19.655	0.5985031	0.674679	NA
ENSG00000136098.12	NEK3	15.17	-0.6361045	-0.1088747	NA
ENSG00000136100.8	VPS36	21.29	-0.4935181	-0.5031123	NA
ENSG00000136104.14	RNASEH2B	47.51	-0.01252665	0.2878062	NA
ENSG00000136108.10	CKAP2	50.93	-0.7561903	-0.4263994	NA
ENSG00000136111.8	TBC1D4	19.41	-0.5431033	-0.5083065	NA
ENSG00000136122.11	BORA	12.535	-0.4621661	-0.3806401	NA
ENSG00000136143.9	SUCLA2	42.75	-0.8062246	-0.6629161	NA
ENSG00000136144.7	RCBTB1	16.175	-0.3500907	-0.2992934	NA
ENSG00000136146.10	MED4	72.2	-0.606166	-0.5586478	NA
ENSG00000136156.8	ITM2B	108.255	4.711219	5.00461	NA
ENSG00000136158.6	SPRY2	16.43	0.4656019	0.2911728	NA
ENSG00000136159.3	NUDT15	39.48	-0.5046241	-0.6080717	NA
ENSG00000136167.9	LCP1	36.965	-1.867628	-1.237795	NA
ENSG00000136193.12	SCRN1	29.345	-0.6793399	-0.935197	NA
ENSG00000136231.9	IGF2BP3	23.555	-1.03962	-0.72522	NA
ENSG00000136238.13	RAC1	116.39	0.02531634	0.1019628	NA
ENSG00000136240.5	KDELR2	86.42	2.791693	2.80139	NA
ENSG00000136243.12	NUPL2	34.955	-0.4648269	-0.2329248	NA
ENSG00000136247.10	ZDHHC4	36.88	1.395641	1.144859	NA
ENSG00000136261.10	BZW2	61.96	-0.1488079	0.3108693	NA
ENSG00000136270.9	TBRG4	62.045	-0.1565264	0.1413859	NA
ENSG00000136271.6	DDX56	102.65	-0.1196038	0.2229177	NA
ENSG00000136279.14	DBNL	48.97	-0.3917695	-0.3390491	NA
ENSG00000136280.11	CCM2	21.12	-0.3047461	-0.3904705	NA
ENSG00000136295.10	TTYH3	21.02	3.115176	3.108219	NA
ENSG00000136319.7	TTC5	25.795	-0.09055321	-0.4182485	NA
ENSG00000136371.5	MTHFS	35.12	-0.5016755	-0.4516094	NA
ENSG00000136379.7	ABHD17C	17.525	-0.1128061	-0.1944568	NA
ENSG00000136381.8	IREB2	35.26	-0.573375	-0.6289554	NA
ENSG00000136436.10	CALCOCO2	45.275	-0.8792476	-0.5731591	NA
ENSG00000136444.5	RSAD1	32.19	-0.2295808	-0.1625616	NA
ENSG00000136448.7	NMT1	42.285	-0.4943835	-0.4518482	NA
ENSG00000136450.8	SRSF1	307.11	-0.7240164	-0.8413655	NA
ENSG00000136451.4	VEZF1	25	0.0001049776	-0.0335874	NA
ENSG00000136463.7	TACO1	45.48	-0.3592996	-0.2205868	NA
ENSG00000136485.10	DCAF7	52.635	-0.7778952	-0.7507405	NA
ENSG00000136490.4	LIMD2	17.62	-0.01027122	-0.01621624	NA
ENSG00000136504.7	KAT7	24.565	-0.7729772	-0.4988339	NA
ENSG00000136518.12	ACTL6A	81.07	-0.6140125	-0.4924653	NA
ENSG00000136521.8	NDUFB5	73.78	0.2073713	0.4919367	NA
ENSG00000136522.9	MRPL47	52.125	-0.4179963	-0.2612448	NA
ENSG00000136527.13	TRA2B	150.21	-0.5962686	-0.5289314	NA
ENSG00000136536.10	MARCH7	29.865	-0.700288	-0.5839207	NA
ENSG00000136560.9	TANK	17.03	-0.1465735	-0.1501635	NA
ENSG00000136574.13	GATA4	10.1	0.04794206	0.2641049	NA
ENSG00000136628.13	EPRS	51.08	-0.9772631	-0.583269	NA
ENSG00000136631.8	VPS45	20.52	-0.4392845	-0.2636811	NA
ENSG00000136636.8	KCTD3	36.985	-0.6141597	-0.6394774	NA
ENSG00000136653.15	RASSF5	12.245	0.1892153	0.06938003	NA
ENSG00000136682.10	CBWD2	21.915	-0.448912	-0.3931447	NA
ENSG00000136699.15	SMPD4	48.585	0.0437449	0.1947905	NA
ENSG00000136709.7	WDR33	12.345	0.2517477	0.144153	NA
ENSG00000136710.5	CCDC115	15.525	-0.3402698	-0.132356	NA
ENSG00000136718.5	IMP4	76.3	-0.2396594	-0.3031535	NA
ENSG00000136720.6	HS6ST1	14.49	1.624327	1.82193	NA
ENSG00000136731.8	UGGT1	11.8	2.500638	2.338585	NA
ENSG00000136738.10	STAM	16.36	-0.6020165	-0.3159362	NA
ENSG00000136754.12	ABI1	18.67	-0.3278962	-0.1750789	NA
ENSG00000136758.14	YME1L1	82.85	-0.688494	-0.6470931	NA
ENSG00000136770.6	DNAJC1	13.69	3.297367	3.151705	NA
ENSG00000136783.9	NIPSNAP3A	43.03	-0.6003722	-0.5029047	NA
ENSG00000136802.7	LRRC8A	12.36	3.174698	3.02433	NA
ENSG00000136807.7	CDK9	28.865	-0.4260121	-0.4079503	NA
ENSG00000136810.8	TXN	479.255	-0.2714163	-0.1939954	NA
ENSG00000136811.12	ODF2	23.65	-0.671695	-0.3847258	NA
ENSG00000136813.10	KIAA0368	35.375	-0.3963895	-0.4160099	NA
ENSG00000136816.11	TOR1B	15.72	3.086961	3.189494	NA
ENSG00000136819.10	C9orf78	48.905	-0.3168647	-0.5018389	NA
ENSG00000136824.14	SMC2	10.19	-1.018211	-0.5764444	NA
ENSG00000136827.11	TOR1A	50.975	3.184529	3.025727	NA
ENSG00000136830.7	FAM129B	24.345	-0.3681235	-0.4580666	NA
ENSG00000136840.14	ST6GALNAC4	13.865	1.270709	1.229858	NA
ENSG00000136854.13	STXBP1	13.93	-0.3076763	-0.2737546	NA
ENSG00000136861.13	CDK5RAP2	15.43	-0.2568898	-0.2935226	NA
ENSG00000136868.9	SLC31A1	22.375	2.958968	3.121409	NA
ENSG00000136874.6	STX17	15.07	-0.4521311	-0.9226105	NA
ENSG00000136875.8	PRPF4	25.07	-0.4508553	-0.3654927	NA
ENSG00000136877.10	FPGS	22.88	-0.07537398	0.05041165	NA
ENSG00000136888.6	ATP6V1G1	139.95	-0.2689967	-0.09034281	NA
ENSG00000136891.9	TEX10	18.89	-0.5737851	-0.2370531	NA
ENSG00000136897.6	MRPL50	13.96	-0.4659955	-0.2079733	NA
ENSG00000136908.13	DPM2	34.66	0.6939473	0.6655333	NA
ENSG00000136930.8	PSMB7	226.935	-0.7334111	-0.6182888	NA
ENSG00000136933.12	RABEPK	28.56	-0.3617655	-0.2609918	NA
ENSG00000136936.6	XPA	12.355	-0.4674064	-0.4442396	NA
ENSG00000136937.8	NCBP1	18	-0.3744198	-0.1349364	NA
ENSG00000136938.8	ANP32B	249.51	-0.6296199	-0.6136236	NA
ENSG00000136940.9	PDCL	15.04	-0.4843582	-0.7915306	NA
ENSG00000136942.10	RPL35	3600.635	-0.4121613	-0.4750509	NA
ENSG00000136943.6	CTSV	17.62	4.309181	4.651841	NA
ENSG00000136950.9	ARPC5L	38.995	-0.06750133	-0.1480492	NA
ENSG00000136982.5	DSCC1	23.355	-0.6585503	-0.5781917	NA
ENSG00000136986.5	DERL1	32.015	3.856631	3.7681	NA
ENSG00000136997.10	MYC	124.29	-0.09431475	-0.01013674	NA
ENSG00000137038.7	TMEM261	25.505	0.08998126	0.1877327	NA
ENSG00000137040.8	RANBP6	13.425	0.8735989	1.081913	NA
ENSG00000137054.11	POLR1E	22.44	-0.5645138	-0.6036427	NA
ENSG00000137055.10	PLAA	12.135	-0.9509758	-0.9084991	NA
ENSG00000137073.16	UBAP2	14.525	-0.5641709	-0.4277056	NA
ENSG00000137074.14	APTX	48.675	-0.2159732	-0.2768358	NA
ENSG00000137075.13	RNF38	10.435	-0.07880255	-0.377257	NA
ENSG00000137076.14	TLN1	28.395	-1.226912	-0.7537836	NA
ENSG00000137100.11	DCTN3	86.015	-0.1919247	-0.08653268	NA
ENSG00000137106.13	GRHPR	65.96	-0.239182	-0.092349	NA
ENSG00000137124.6	ALDH1B1	31.755	-0.4218707	-0.2712461	NA
ENSG00000137133.6	HINT2	45.24	0.2564737	0.1494712	NA
ENSG00000137135.13	ARHGEF39	15.725	0.03078275	0.1292209	NA
ENSG00000137154.8	RPS6	1993.955	-0.7394125	-0.7382079	NA
ENSG00000137161.12	CNPY3	27.385	1.579301	1.95513	NA
ENSG00000137168.7	PPIL1	70.675	-0.321676	-0.326812	NA
ENSG00000137171.10	KLC4	14.355	-0.3404444	0.03089831	NA
ENSG00000137185.7	ZSCAN9	11.64	0.3021971	0.5214822	NA
ENSG00000137193.9	PIM1	13.68	0.01064669	0.1477827	NA
ENSG00000137198.5	GMPR	16.47	-0.2531859	-0.01631922	NA
ENSG00000137200.8	CMTR1	31.665	0.2577599	0.5732548	NA
ENSG00000137203.6	TFAP2A	22.495	0.05401853	0.03346085	NA
ENSG00000137207.7	YIPF3	63.165	2.909875	3.109461	NA
ENSG00000137210.9	TMEM14B	132.475	0.4613394	0.5952109	NA
ENSG00000137216.14	TMEM63B	13.49	3.189335	2.375979	NA
ENSG00000137221.10	TJAP1	16.355	0.02777814	-0.03887756	NA
ENSG00000137267.5	TUBB2A	37.37	-0.2366211	-0.2958774	NA
ENSG00000137269.10	LRRC1	12.64	-0.1294811	-0.2638718	NA
ENSG00000137273.3	FOXF2	18.725	0.5146622	0.3258137	NA
ENSG00000137274.8	BPHL	15.025	0.06912693	0.0351503	NA
ENSG00000137285.9	TUBB2B	87.695	-0.6627638	-0.6260357	NA
ENSG00000137288.5	UQCC2	123.67	-0.02057937	0.09555647	NA
ENSG00000137309.15	HMGA1	365.825	-0.1712792	-0.2981788	NA
ENSG00000137310.7	TCF19	31.63	0.003451637	-0.1505145	NA
ENSG00000137312.10	FLOT1	82.545	-0.3169996	-0.2754217	NA
ENSG00000137337.10	MDC1	43.94	-0.2811811	-0.1666697	NA
ENSG00000137343.13	ATAT1	14.36	0.1657124	0.1146221	NA
ENSG00000137364.4	TPMT	13.01	-0.7654403	-0.6757548	NA
ENSG00000137404.10	NRM	19.38	2.734872	2.945879	NA
ENSG00000137409.14	MTCH1	107.04	0.1050836	0.179301	NA
ENSG00000137411.12	VARS2	35.85	0.1530775	0.2275699	NA
ENSG00000137413.11	TAF8	27.645	-0.09211189	-0.09870393	NA
ENSG00000137414.5	FAM8A1	23.055	1.767112	1.888954	NA
ENSG00000137492.3	PRKRIR	29.89	-0.3143109	-0.3898382	NA
ENSG00000137497.13	NUMA1	39.12	-0.5702075	-0.5275919	NA
ENSG00000137500.5	CCDC90B	23.64	-0.3758014	-0.3848612	NA
ENSG00000137504.9	CREBZF	34.175	-0.08955397	-0.01698232	NA
ENSG00000137509.6	PRCP	42.875	3.032752	3.417465	NA
ENSG00000137513.5	NARS2	33.815	-0.4986267	-0.5663338	NA
ENSG00000137522.13	RNF121	15.85	2.110484	2.289349	NA
ENSG00000137547.4	MRPL15	78.575	-0.5996962	-0.5416583	NA
ENSG00000137563.7	GGH	52.87	3.659819	3.91168	NA
ENSG00000137575.7	SDCBP	69.37	-0.8327962	-0.6994963	NA
ENSG00000137656.7	BUD13	12.165	-0.4582084	-0.7024251	NA
ENSG00000137692.7	DCUN1D5	88.355	-0.2744077	-0.2154102	NA
ENSG00000137693.9	YAP1	17.37	-0.5754445	-0.5708323	NA
ENSG00000137700.12	SLC37A4	58.85	2.707916	2.877522	NA
ENSG00000137710.10	RDX	34.08	-0.3799263	-0.3161736	NA
ENSG00000137713.11	PPP2R1B	11.575	-0.6313439	-0.5988905	NA
ENSG00000137714.2	FDX1	17.015	-0.3492411	-0.330777	NA
ENSG00000137720.3	C11orf1	18.92	-0.4012217	-0.1024622	NA
ENSG00000137726.11	FXYD6	11.65	2.755476	2.345283	NA
