Gene.names	Razor...unique.peptides	lfq.hdlbp1	lfq.ctrl2	lfq.hdlbp2	lfq.ctrl3	lfq.hdlbp3	up1	up2	up3
NUP98	6	43094000	0	0	0	0	NA	NA	NA
BLVRA	10	362400000	221590000	326760000	108770000	115810000	NA	NA	NA
SLC25A1	10	1686900000	468990000	1275300000	179550000	465110000	enr1	NA	NA
PLK1	13	144070000	34554000	139190000	43221000	206180000	enr1	enr2	enr3
ARFIP1	7	91193000	0	114350000	0	0	NA	NA	NA
ACLY	21	324870000	91295000	397330000	0	103300000	enr1	enr2	NA
SUCLG1	6	150800000	91547000	148210000	47010000	0	NA	NA	NA
RABGGTB	3	0	0	14160000	0	0	NA	NA	NA
COPB1	34	2165100000	1022300000	1941800000	268600000	901850000	NA	NA	enr3
COPA	23	240740000	151410000	259140000	51521000	59740000	NA	NA	NA
AP2S1	5	175050000	62974000	100150000	0	0	NA	NA	NA
SLC16A1	10	794630000	245030000	708890000	0	171220000	enr1	NA	enr3
SEC24C	7	64588000	0	43862000	0	0	NA	NA	NA
RARS	29	1448200000	589690000	1452900000	180720000	485820000	NA	NA	NA
ATN1	4	0	0	0	0	4746200	NA	NA	NA
PMS1	4	12984000	0	0	0	0	NA	NA	NA
YARS	26	1419400000	200050000	610920000	27506000	537800000	enr1	enr2	enr3
USP14	11	196130000	33850000	260550000	0	79127000	enr1	enr2	NA
PRKAG1	10	272310000	57606000	238900000	0	55810000	enr1	enr2	NA
HSPA2	4	43625000	0	0	0	0	NA	NA	NA
ATP1B3	5	139690000	0	128260000	0	52977000	enr1	NA	NA
ALDH18A1	36	5567800000	2232200000	4475500000	951910000	1982500000	NA	NA	NA
EIF5	16	4246900000	49012000	5487900000	14933000	2872800000	enr1	enr2	enr3
PSMD4	3	158970000	41867000	163800000	0	0	enr1	enr2	NA
DRG2	13	234850000	107870000	201580000	109990000	0	NA	NA	NA
CSE1L	22	3289500000	1854600000	3721500000	0	2099700000	NA	NA	enr3
VCP	8	93705000	36093000	47846000	0	26148000	NA	NA	NA
HADHB	6	41280000	54434000	47046000	0	0	NA	NA	NA
MLLT4	42	1.219e+09	0	1.036e+09	0	619070000	enr1	enr2	enr3
BRPF1	15	0	129690000	0	261790000	0	NA	NA	NA
NAP1L1	7	661410000	68741000	1.162e+09	26877000	391250000	enr1	enr2	enr3
ADAR	16	170700000	17533000	205050000	21773000	37051000	enr1	enr2	NA
TPD52	6	93445000	0	111830000	0	0	NA	NA	NA
NHP2L1	4	0	0	0	7753900	0	NA	NA	NA
NPEPPS	25	649450000	336820000	687130000	188270000	263490000	NA	NA	NA
HNRNPH2	3	35961000	0	29818000	0	0	NA	NA	NA
EIF3B	15	1144100000	245090000	858480000	53883000	232110000	enr1	enr2	enr3
MARS	23	972070000	319520000	772810000	99131000	412690000	enr1	NA	enr3
CTBP2	11	544150000	167100000	459600000	68677000	190320000	enr1	NA	NA
PEX3	5	45274000	0	39443000	0	0	NA	NA	NA
TMEM33	7	1154300000	507010000	1032500000	447920000	512800000	NA	NA	NA
GEMIN4	14	99743000	43179000	58431000	0	54898000	NA	NA	NA
RAB38	4	0	0	25448000	0	0	NA	NA	NA
NUP107	14	159130000	0	162060000	0	0	enr1	enr2	NA
EEFSEC	7	63090000	0	48329000	0	0	NA	NA	NA
SESN3	5	0	0	5212100	0	0	NA	NA	NA
EPPK1	11	139590000	111730000	153970000	0	57217000	NA	NA	NA
ARPC4	3	0	0	0	0	18825000	NA	NA	NA
TPI1	3	0	29508000	16844000	0	0	NA	NA	NA
EIF3E	12	252020000	100730000	280180000	74808000	86094000	NA	NA	NA
MYL6	5	535430000	0	440080000	0	164710000	enr1	enr2	enr3
EIF4A1	27	1.7712e+10	8302400000	1.9367e+10	2490200000	7483500000	NA	NA	enr3
RPS20	4	2914200000	1047300000	3235100000	355700000	2904300000	NA	enr2	enr3
PRPS1;PRPS1L1	3	446920000	214830000	415880000	0	103160000	NA	NA	NA
PSMA6	3	46344000	21583000	42970000	0	0	NA	NA	NA
DSTN	3	80231000	0	0	0	0	NA	NA	NA
SRP54	15	203100000	0	200780000	0	72111000	enr1	enr2	NA
RAB5B	3	47956000	0	38600000	0	0	NA	NA	NA
UBE2M	6	220620000	0	271790000	0	99583000	enr1	enr2	NA
UBE2N;UBE2NL	8	541520000	181910000	421930000	172940000	124680000	NA	NA	NA
RAB14	8	234750000	74983000	114330000	40318000	0	enr1	NA	NA
ACTR3;ACTR3B	3	17210000	0	0	0	0	NA	NA	NA
ACTR2	4	95013000	0	106220000	0	109050000	NA	NA	NA
ACTR1A	3	0	0	59076000	0	0	NA	NA	NA
COPS2	4	37981000	0	35984000	0	0	NA	NA	NA
ABCE1	19	174360000	281210000	257790000	110590000	0	NA	NA	NA
RPS3A	16	4048200000	1143500000	5877400000	0	2252800000	enr1	enr2	enr3
RPL26	11	3007600000	2065900000	3492900000	3307800000	2813600000	NA	NA	NA
PSME3	3	0	0	18628000	0	0	NA	NA	NA
RPL15	16	5196300000	2608600000	5115200000	2793700000	2384500000	NA	NA	NA
RPL27	6	1156700000	886400000	1.12e+09	285340000	801700000	NA	NA	NA
RPL37A	4	840080000	530040000	545620000	124880000	0	NA	NA	NA
HSPE1	3	0	64165000	0	0	0	NA	NA	NA
SEC61A1	7	726320000	240230000	625700000	122010000	486850000	enr1	NA	enr3
VBP1	5	42263000	17726000	58712000	0	103580000	NA	NA	NA
COPZ1	5	55281000	0	74190000	0	58373000	NA	NA	NA
SUMO2	3	0	1.493e+09	0	0	0	NA	NA	NA
HNRNPK	17	696390000	422700000	741650000	187560000	687730000	NA	NA	enr3
YWHAG	6	70431000	0	0	0	0	NA	NA	NA
RPS7	11	5709100000	1.443e+09	3770500000	523650000	1644500000	enr1	NA	enr3
PPP1CA	8	813420000	51180000	684530000	14495000	377890000	enr1	enr2	enr3
PPP1CB	3	0	0	14466000	0	0	NA	NA	NA
CALM1	3	0	0	64737000	0	0	NA	NA	NA
PSMC1	11	245120000	63634000	253030000	0	32401000	enr1	enr2	NA
PSMC5	20	472110000	241330000	681570000	44560000	200410000	NA	NA	enr3
RPS8	9	8731900000	4052400000	7427300000	2.028e+09	5204600000	NA	NA	NA
RPS15A	7	5741700000	1.742e+09	5074400000	390630000	1031600000	enr1	NA	NA
RPS16	11	2293800000	2206800000	2205500000	679070000	990480000	NA	NA	NA
YWHAE	13	910560000	228110000	940470000	23138000	356280000	enr1	enr2	enr3
RPS14	8	4425200000	2114100000	4161900000	795780000	1.658e+09	NA	NA	NA
RPS23	6	3912900000	2129500000	2.876e+09	961100000	1197200000	NA	NA	NA
RPS18	9	94431000	145710000	121150000	80774000	77252000	NA	NA	NA
RPS13	6	666030000	505900000	755620000	112840000	350670000	NA	NA	enr3
RPS11	11	5752100000	3.415e+09	5571600000	952760000	1618800000	NA	NA	NA
SNRPE	3	301630000	0	303730000	0	422990000	enr1	enr2	enr3
SNRPF	4	0	0	0	3963100	0	NA	NA	NA
SNRPD1	4	106750000	28584000	0	0	0	NA	NA	NA
SNRPD2	4	0	16638000	0	0	0	NA	NA	NA
PSMC6	6	52355000	33655000	46221000	0	0	NA	NA	NA
TBPL1	4	0	0	26316000	0	0	NA	NA	NA
RPL7A	14	6488900000	3739500000	7079900000	903110000	2503900000	NA	NA	NA
ETF1	12	524100000	192460000	556030000	179070000	286070000	NA	NA	NA
RPS4X	15	3503100000	3523900000	3652100000	1405200000	1.484e+09	NA	NA	NA
RPL23A	10	2438400000	1567200000	3004500000	1313900000	1824100000	NA	NA	NA
RPS6	9	6136300000	2564600000	4711300000	408230000	2001900000	NA	NA	enr3
HIST1H4A	12	9169400000	1.0111e+10	1.0627e+10	2725400000	4.638e+09	NA	NA	NA
RAB1A	3	0	0	8342900	0	0	NA	NA	NA
RAN	14	1.9994e+10	9131700000	1.6826e+10	4469300000	8691700000	NA	NA	NA
RPL23	6	4333300000	1.768e+09	4254300000	1684400000	1068200000	NA	NA	NA
RPS15	3	139490000	0	137520000	0	0	enr1	enr2	NA
RPS24	5	2642500000	969570000	2330100000	619730000	1508200000	NA	NA	NA
RPS25	3	0	0	0	38755000	101880000	NA	NA	NA
RPS26;RPS26P11	3	0	0	0	94089000	122630000	NA	NA	NA
GNB1;GNB2;GNB4	5	0	0	15235000	0	0	NA	NA	NA
RPL30	3	116240000	76280000	109520000	63392000	0	NA	NA	NA
RPL31	8	7333800000	2997100000	7434400000	236380000	1828200000	NA	NA	enr3
RPL10A	7	805030000	733650000	711770000	4.27e+08	527160000	NA	NA	NA
RPL32	5	445070000	4.21e+08	764800000	668510000	506420000	NA	NA	NA
RPL11	11	8.614e+09	4163800000	6834200000	1663800000	2707700000	NA	NA	NA
RPL8	10	3196700000	2447500000	4.3e+09	1870200000	4038100000	NA	NA	NA
PPIA	8	96364000	275780000	101370000	52983000	65460000	NA	NA	NA
AP2B1	10	195240000	0	233140000	0	0	enr1	enr2	NA
GNAS	9	166130000	0	180450000	0	0	enr1	enr2	NA
YWHAZ	6	119490000	71695000	100460000	0	45647000	NA	NA	NA
PPP2R2A	12	192220000	210830000	151700000	117130000	115980000	NA	NA	NA
SUMO1	3	251460000	625930000	141350000	144770000	0	NA	NA	NA
RPL38	5	702290000	274190000	649240000	37316000	268280000	NA	NA	enr3
SKP1	5	7725500	0	0	0	0	NA	NA	NA
RPS21	5	43243000	20596000	71689000	0	0	NA	NA	NA
EIF5A	8	452140000	86264000	583200000	0	230140000	enr1	enr2	enr3
GNB2L1	13	3714500000	1302200000	3140800000	750510000	1476800000	NA	NA	NA
ACTG1;ACTB	20	4761100000	2776800000	4286800000	947920000	1801300000	NA	NA	NA
UBE2I	4	105040000	44877000	64116000	0	37975000	NA	NA	NA
YBX1;YBX2	6	0	0	91167000	0	0	NA	NA	NA
SEC11A	3	3912000	0	0	0	0	NA	NA	NA
CSNK2B	4	171120000	54091000	0	89192000	0	enr1	NA	NA
UBE2L3	3	0	22234000	44216000	0	0	NA	NA	NA
EEF1A1;EEF1A1P5	17	3.7505e+10	1.9247e+10	4.1256e+10	5357900000	1.9484e+10	NA	NA	enr3
TUBA1C;TUBA1B;TUBA4A;TUBA8	23	6.3664e+10	2.5481e+10	5.2289e+10	1.1302e+10	3.0783e+10	NA	NA	NA
TUBB4B	5	2991100000	1216700000	2162200000	505960000	1424400000	NA	NA	NA
CSNK2A3;CSNK2A1	11	126620000	64061000	143800000	98708000	108460000	NA	NA	NA
FAM193A	9	97323000	0	82827000	0	0	NA	NA	NA
IGBP1	7	44935000	0	60552000	0	0	NA	NA	NA
EIF4G2	26	891900000	26854000	1.015e+09	0	302050000	enr1	enr2	enr3
RPP30	8	139240000	54030000	120050000	0	45896000	NA	NA	NA
GTF2I	8	48063000	0	50959000	0	0	NA	NA	NA
PIP4K2B	7	103750000	0	134270000	0	54546000	NA	enr2	NA
SRPK2	3	0	0	27532000	0	0	NA	NA	NA
CSNK1G2;CSNK1G3;CSNK1G1	3	0	21531000	0	0	0	NA	NA	NA
CCT2	29	1382300000	252220000	1342600000	25676000	807990000	enr1	enr2	enr3
RAE1	5	69784000	0	55566000	0	39726000	NA	NA	NA
GSTO1	3	0	0	0	0	0	NA	NA	NA
PRKDC	142	1.2152e+10	3721300000	8135900000	1289300000	3883400000	enr1	NA	enr3
DCD	3	0	49130000	0	0	0	NA	NA	NA
MRPS10	3	68950000	0	58487000	0	0	NA	NA	NA
MRPS5	6	80735000	52232000	71653000	0	0	NA	NA	NA
MRPS21	3	0	0	5070800	0	0	NA	NA	NA
MRPS34	3	30074000	0	34372000	0	0	NA	NA	NA
COG7	8	140980000	0	133730000	0	0	enr1	NA	NA
RPL24	4	3296500000	1.554e+09	3728500000	650650000	1.413e+09	NA	NA	NA
RPL36A	7	1.254e+09	962950000	923140000	280130000	525270000	NA	NA	NA
ARF1;ARF3	12	4654400000	1.875e+09	3970700000	690900000	742470000	NA	NA	NA
ARF5	5	491890000	183490000	469400000	0	0	NA	NA	NA
RPL19	6	570370000	778460000	406810000	352550000	1176300000	NA	NA	enr3
DAB2	3	0	0	7123000	0	0	NA	NA	NA
XIAP	15	491800000	84032000	507440000	159620000	332090000	enr1	enr2	NA
RBM10	5	0	0	18264000	0	0	NA	NA	NA
SLC25A3	13	2575300000	1148100000	1770900000	548660000	1600300000	NA	NA	NA
HDLBP	103	1.6525e+12	1.4897e+11	1.3121e+12	3.1324e+10	5.3025e+11	enr1	enr2	enr3
CDK6	4	0	0	33849000	0	0	NA	NA	NA
CDK5	8	58179000	63698000	102120000	21464000	33950000	NA	NA	NA
CDK17;CDK16	3	19842000	0	0	0	0	NA	NA	NA
PURA	5	75118000	40027000	65294000	0	41816000	NA	NA	NA
CLTC	36	502960000	329190000	519490000	29867000	149170000	NA	NA	enr3
FKBP3	7	74582000	0	94149000	0	70530000	NA	NA	NA
HNRNPU	20	2752700000	1826800000	2287800000	927990000	1953900000	NA	NA	NA
U2AF1;U2AF1L4	4	0	97035000	93446000	0	19435000	NA	NA	NA
SET	4	71017000	144400000	106500000	0	80161000	NA	NA	NA
FABP5	4	0	399680000	0	0	0	NA	NA	NA
ANK2	14	216590000	0	158530000	0	0	enr1	enr2	NA
CAP1	13	331640000	0	258250000	0	0	enr1	enr2	NA
SLC7A5	5	83081000	0	77803000	0	0	NA	NA	NA
EXOSC10	8	60413000	0	54564000	0	0	NA	NA	NA
OTUD4	4	51726000	0	43605000	0	0	NA	NA	NA
PFKP	16	383650000	254210000	519840000	0	200360000	NA	NA	enr3
OCRL	16	447940000	0	484600000	0	148920000	enr1	enr2	enr3
KIF23	3	0	0	29695000	0	0	NA	NA	NA
DSG1	8	0	207920000	0	0	0	NA	NA	NA
RPL18A	6	1.1768e+10	6522600000	1.0167e+10	3087600000	3331400000	NA	NA	NA
MAP2K1	9	373410000	0	345540000	0	125630000	enr1	enr2	NA
FKBP4	4	0	0	30789000	0	0	NA	NA	NA
PLOD1	8	82235000	0	54206000	0	0	NA	NA	NA
RPL6	19	9758500000	7004700000	1.1039e+10	3079700000	3.981e+09	NA	NA	NA
TOP2B	51	718750000	1743400000	889370000	1524600000	97400000	NA	NA	NA
AKAP12	4	33385000	0	29710000	0	0	NA	NA	NA
SLC25A11	17	2881500000	883580000	2071700000	362430000	876990000	enr1	NA	NA
DST	19	288330000	0	189280000	0	0	enr1	enr2	NA
LMNB2	4	0	10514000	0	0	20269000	NA	NA	NA
CEBPZ	8	62433000	0	51321000	0	0	NA	NA	NA
RELA	7	198550000	0	176910000	0	81025000	enr1	enr2	NA
UBXN1	5	0	0	56376000	0	0	NA	NA	NA
EIF4G1	51	9303700000	650450000	8222800000	0	2.233e+09	enr1	enr2	enr3
GLO1	3	0	0	0	0	34345000	NA	NA	NA
YWHAH	3	32392000	0	25634000	0	0	NA	NA	NA
PTPN12	4	0	0	39154000	0	0	NA	NA	NA
PTK2	4	40374000	0	0	0	0	NA	NA	NA
SRSF11	5	0	145210000	75244000	0	36049000	NA	NA	NA
CALD1	23	717420000	0	757980000	0	257190000	enr1	enr2	enr3
PTPN11	23	612560000	24929000	893490000	0	722570000	enr1	enr2	enr3
PPAT	3	0	0	33277000	0	0	NA	NA	NA
GFPT1	13	88872000	44333000	175770000	0	31086000	NA	enr2	NA
RING1	3	0	23382000	0	0	0	NA	NA	NA
FMR1	15	609170000	0	637740000	0	238200000	enr1	enr2	enr3
PRDX1	13	2491800000	3841900000	2478700000	1309300000	1314700000	NA	NA	NA
RPL18	7	1848700000	2.312e+09	3220400000	1171300000	1437300000	NA	NA	NA
C1QBP	6	531510000	165500000	424110000	213570000	141750000	enr1	NA	NA
CKAP4	3	48167000	0	34440000	0	0	NA	NA	NA
TJP1	46	1558700000	54525000	1627400000	0	569350000	enr1	enr2	enr3
KHDRBS1	4	52448000	77341000	48467000	0	0	NA	NA	NA
POLE	11	31666000	0	25919000	0	0	NA	NA	NA
KLC1	20	661190000	0	569310000	0	122190000	enr1	enr2	NA
PPP3CA;PPP3CB	3	0	0	40274000	0	0	NA	NA	NA
DHX9	52	1.1683e+10	5543900000	9592200000	2104800000	4436200000	NA	NA	NA
LGALS3BP	4	51642000	26164000	35470000	14122000	36013000	NA	NA	NA
SSRP1	14	438560000	201070000	401370000	0	104980000	NA	NA	NA
CAMSAP2	5	42906000	0	43480000	0	0	NA	NA	NA
NSUN2	21	410470000	200610000	396340000	71481000	197560000	NA	NA	NA
AHNAK	174	9765400000	227120000	5.378e+09	0	1.636e+09	enr1	enr2	enr3
ELP6	11	507900000	0	472580000	0	59641000	enr1	enr2	NA
KIF1A	14	1.62e+08	44849000	87925000	0	55937000	enr1	NA	NA
KIAA0196	14	159910000	0	108730000	0	0	enr1	NA	NA
NUP160	10	44419000	21582000	33151000	0	18203000	NA	NA	NA
TBL3	9	1.1e+08	51511000	105380000	33453000	20542000	NA	NA	NA
GTF3C1	10	53046000	0	40825000	0	0	NA	NA	NA
TWF1	10	171260000	30970000	432120000	18630000	94494000	enr1	enr2	NA
TFCP2	3	0	0	0	0	73332000	NA	NA	NA
BPTF	4	72151000	0	0	0	0	NA	NA	NA
CDC20	4	29843000	0	41039000	0	0	NA	NA	NA
GRSF1	3	30060000	0	20749000	0	0	NA	NA	NA
SF3A3	5	71064000	0	0	0	0	NA	NA	NA
TRIM26	3	0	0	34539000	0	0	NA	NA	NA
AIMP1	4	73116000	42485000	74661000	0	0	NA	NA	NA
ILF2	8	104170000	124800000	105100000	36581000	70328000	NA	NA	NA
ILF3	9	0	129960000	0	56922000	0	NA	NA	NA
PTPN13	23	257400000	0	182670000	0	0	enr1	enr2	NA
EPS8	3	15897000	0	0	0	0	NA	NA	NA
TRAP1	33	6771200000	2.102e+09	4942600000	824220000	1.766e+09	enr1	NA	NA
ANK3	8	61068000	0	51366000	0	0	NA	NA	NA
DLG1	6	42777000	0	38172000	0	0	NA	NA	NA
MYO1E	4	0	0	24016000	0	0	NA	NA	NA
ABR	17	762050000	14944000	632130000	0	76565000	enr1	enr2	NA
NFX1	8	49572000	0	46251000	0	0	NA	NA	NA
ECH1	12	821700000	1127800000	377300000	252030000	141930000	NA	NA	NA
CDC16	6	213220000	49178000	93608000	0	0	enr1	NA	NA
STK4	15	279610000	0	314850000	0	150350000	enr1	enr2	enr3
FLII	11	49070000	0	46667000	0	37587000	NA	NA	NA
COASY	8	44535000	36364000	42379000	46137000	40549000	NA	NA	NA
ACACA	130	1.596e+11	2.314e+11	8.0265e+10	1.1152e+11	2.699e+10	NA	NA	NA
IK	6	0	0	45234000	0	0	NA	NA	NA
PRKAA1	8	91738000	0	83734000	0	0	NA	NA	NA
PPFIA1	3	28604000	0	37157000	0	0	NA	NA	NA
EIF2B5	3	0	0	31362000	0	0	NA	NA	NA
TARDBP	8	110540000	87235000	124140000	43099000	134550000	NA	NA	enr3
HNRNPA0	10	1584500000	955730000	1112100000	384500000	362770000	NA	NA	NA
AIMP2	5	294810000	86785000	201610000	49057000	71130000	enr1	NA	NA
PRDX4	5	367830000	200650000	183800000	60120000	84796000	NA	NA	NA
PAK2	9	208800000	59929000	237570000	0	54656000	enr1	enr2	NA
CBX3	4	53027000	30062000	48752000	0	0	NA	NA	NA
STK3	7	73412000	0	49410000	0	28816000	NA	NA	NA
PSMD2	20	521670000	196270000	453120000	42335000	140060000	NA	NA	enr3
DDX10	12	101160000	0	88201000	0	0	NA	NA	NA
NME3	4	30432000	0	0	0	0	NA	NA	NA
SRSF6;SRSF4	3	0	65529000	0	0	0	NA	NA	NA
MAD2L1	6	384550000	200600000	285490000	0	123360000	NA	NA	NA
TRIM28	15	135010000	271820000	196460000	51525000	32375000	NA	NA	NA
G3BP1	19	4260100000	169450000	4081700000	43497000	1785200000	enr1	enr2	enr3
SKP2	5	44117000	0	46056000	0	18590000	NA	NA	NA
PABPC4	13	458260000	80810000	407650000	26729000	175390000	enr1	enr2	enr3
ATM	6	0	0	14823000	0	0	NA	NA	NA
IFIT5	21	1535500000	12877000	1844800000	4115400	865290000	enr1	enr2	enr3
EIF3I	11	1543100000	355920000	1441700000	0	553510000	enr1	enr2	enr3
CTBP1	4	41843000	0	51335000	0	0	NA	NA	NA
PDCL	3	90917000	0	121010000	0	44062000	NA	NA	NA
TARBP1	7	41389000	0	24069000	0	0	NA	NA	NA
DYNC1I2	3	0	0	14530000	0	0	NA	NA	NA
ORC2	6	80122000	0	96806000	0	0	NA	NA	NA
SNTB2	3	29477000	0	24362000	0	0	NA	NA	NA
TCOF1	14	100460000	0	91304000	0	0	NA	NA	NA
SF3B2	8	117870000	0	102960000	0	0	NA	NA	NA
PDAP1	6	925250000	0	1308200000	0	1703800000	enr1	enr2	enr3
MYO9B	7	28323000	0	15813000	0	0	NA	NA	NA
GAB1	4	53787000	0	54994000	0	0	NA	NA	NA
BIRC2	6	0	27199000	0	26158000	0	NA	NA	NA
PICALM	9	145120000	40783000	145560000	36464000	134240000	enr1	enr2	enr3
SQSTM1	5	61867000	0	45793000	0	28918000	NA	NA	NA
TUBB3	3	65664000	0	49351000	0	33309000	NA	NA	NA
PRPF4B	6	13241000	0	0	0	0	NA	NA	NA
RIPK1	5	0	0	58741000	0	0	NA	NA	NA
HDAC1	9	366830000	222530000	393250000	117100000	209260000	NA	NA	NA
CAMK2D	5	61622000	31491000	40536000	0	0	NA	NA	NA
DCTN2	4	0	0	27498000	0	0	NA	NA	NA
NAE1	10	204460000	45232000	175390000	0	45133000	enr1	enr2	NA
ITPK1	4	26855000	0	24564000	0	0	NA	NA	NA
SNW1	3	0	0	3884500	0	0	NA	NA	NA
IQGAP2	4	0	0	11110000	0	0	NA	NA	NA
TRA2A	3	0	0	0	10338000	0	NA	NA	NA
SNX1	18	1279400000	39184000	1346400000	0	194560000	enr1	enr2	enr3
MTMR1	9	146800000	0	142720000	0	74280000	enr1	enr2	NA
MTMR2	3	0	0	9256700	0	0	NA	NA	NA
MTMR3	3	2212900	0	0	0	0	NA	NA	NA
CUL1	11	61533000	44397000	47113000	0	0	NA	NA	NA
CUL2	3	0	0	0	0	5350400	NA	NA	NA
CUL3	3	0	0	0	0	4771100	NA	NA	NA
CUL4A	21	413230000	110080000	389710000	62999000	202420000	enr1	enr2	enr3
CUL4B	8	51681000	0	42938000	0	0	NA	NA	NA
TP53BP2	19	204220000	0	215320000	0	104310000	enr1	enr2	NA
FHL3	3	778270000	48626000	0	0	0	enr1	NA	NA
NACA	4	521880000	109400000	693370000	0	457260000	enr1	enr2	enr3
SPTAN1	9	59943000	0	0	0	0	NA	NA	NA
GNL2	9	81563000	0	97074000	0	0	NA	NA	NA
EXOSC2	3	38285000	0	0	0	22756000	NA	NA	NA
TUBB2A	4	361040000	100460000	273770000	121570000	205620000	enr1	NA	NA
GTF2H2C;GTF2H2	4	0	0	41245000	0	0	NA	NA	NA
BYSL	4	0	0	8047000	0	0	NA	NA	NA
IDI1	6	142960000	65629000	166970000	0	73389000	NA	NA	NA
CKAP5	63	2774800000	212420000	2099400000	0	462530000	enr1	enr2	enr3
CAMK1	4	0	0	0	0	21013000	NA	NA	NA
COTL1	5	100210000	0	85035000	0	0	NA	NA	NA
HNRNPD	7	351230000	217430000	350330000	99509000	185960000	NA	NA	NA
DSG2	6	187360000	0	197680000	0	0	enr1	enr2	NA
KEAP1	18	2877700000	42767000	3182700000	0	915890000	enr1	enr2	enr3
URB2	5	41610000	0	21995000	0	0	NA	NA	NA
DHX34	3	13170000	0	0	0	0	NA	NA	NA
MORC3	4	0	0	5770800	0	0	NA	NA	NA
EIF3A	40	1772800000	454730000	1420700000	80797000	537130000	enr1	enr2	enr3
ARHGEF7	3	16235000	0	0	0	0	NA	NA	NA
UBAP2L	27	8918400000	298520000	9800500000	100630000	6038200000	enr1	enr2	enr3
SCRIB	17	228280000	0	99971000	0	20041000	enr1	NA	NA
GIT2	4	0	0	24994000	0	0	NA	NA	NA
MLEC	3	19148000	0	0	0	0	NA	NA	NA
POLA2	3	26809000	0	0	0	0	NA	NA	NA
TFDP1	3	36297000	0	34661000	0	22813000	NA	NA	NA
FHL2	3	0	151460000	0	222760000	165380000	NA	NA	NA
CRMP1	5	39719000	0	36802000	0	0	NA	NA	NA
DPYSL3	20	798390000	0	661080000	0	183110000	enr1	enr2	enr3
DCTN1	26	607970000	222790000	536650000	0	218560000	NA	NA	enr3
DYNC1H1	118	1801800000	847520000	1512900000	152200000	666840000	NA	NA	enr3
EIF2B1	9	169870000	132070000	192500000	0	101120000	NA	NA	NA
EIF4A2	5	105200000	41452000	81746000	0	37951000	NA	NA	NA
CTTN	25	1.4565e+10	601140000	1.7336e+10	131560000	8181100000	enr1	enr2	enr3
FLOT2	8	110360000	0	89721000	0	0	NA	NA	NA
TRIM25	15	661100000	26380000	486640000	25383000	114160000	enr1	enr2	NA
FRG1	3	62370000	0	61364000	0	0	NA	NA	NA
CAPRIN1	8	348430000	0	344550000	0	136360000	enr1	enr2	enr3
RBM39	11	186750000	223340000	293850000	91217000	158650000	NA	NA	NA
HLTF	3	35209000	0	15761000	0	0	NA	NA	NA
MCM6	34	1587700000	692550000	1398400000	158500000	732210000	NA	NA	enr3
ITPR2	3	24113000	0	0	0	0	NA	NA	NA
ITPR3	6	44402000	0	22822000	0	0	NA	NA	NA
NBR1	4	71478000	0	62666000	0	0	NA	NA	NA
PLS1	7	113730000	0	119820000	0	0	NA	NA	NA
TRIP12	10	53745000	26285000	50749000	0	55288000	NA	NA	NA
PUM1	19	392440000	0	384470000	0	192760000	enr1	enr2	enr3
ESPL1	8	0	0	0	0	11121000	NA	NA	NA
MDC1	5	29517000	0	21695000	0	0	NA	NA	NA
CLINT1	16	889710000	76592000	1.381e+09	0	350530000	enr1	enr2	enr3
SMC1A	40	1105200000	325410000	937030000	38259000	511810000	enr1	NA	enr3
NCOA6	3	0	0	8251400	0	0	NA	NA	NA
DIP2A	6	0	0	39044000	0	0	NA	NA	NA
PDCD11	38	451860000	169320000	520630000	55089000	110760000	NA	enr2	NA
BMS1	4	10463000	0	0	0	0	NA	NA	NA
USP10	16	852870000	56640000	692490000	21808000	332010000	enr1	enr2	enr3
GANAB	14	178870000	103260000	75547000	42007000	76195000	NA	NA	NA
RFTN1	3	2486200	0	0	0	0	NA	NA	NA
PPP2R5D	10	118740000	0	120310000	0	0	NA	NA	NA
LBR	13	2930400000	902790000	2289300000	209360000	1027300000	enr1	NA	enr3
NAA30	4	38375000	0	42605000	0	0	NA	NA	NA
KIF22	10	86406000	39319000	60960000	0	0	NA	NA	NA
CHD4	27	359750000	99468000	296820000	0	61721000	enr1	NA	NA
LASP1	6	38218000	0	52418000	0	0	NA	NA	NA
KPNB1	21	738910000	185400000	6.08e+08	60774000	525740000	enr1	enr2	enr3
NOLC1	6	97676000	61428000	100930000	0	0	NA	NA	NA
NUMA1	39	231600000	312230000	203620000	45896000	108670000	NA	NA	NA
GAPVD1	28	804720000	72458000	631510000	0	248830000	enr1	enr2	enr3
NCAPH	13	557090000	120130000	398360000	75798000	406950000	enr1	enr2	enr3
PSMD6	12	114290000	71575000	197960000	0	87917000	NA	NA	NA
FAM175B	6	32893000	0	35336000	0	0	NA	NA	NA
SEPT2	14	557680000	13740000	4.72e+08	0	349650000	enr1	enr2	enr3
NCAPD2	8	52845000	0	60256000	0	0	NA	NA	NA
TNIP1	12	229940000	0	198920000	0	0	enr1	enr2	NA
EFTUD2	22	377100000	139120000	351550000	0	222720000	NA	NA	enr3
LARS2	7	68993000	0	0	0	0	NA	NA	NA
SNX17	9	48920000	42690000	72198000	30699000	40558000	NA	NA	NA
RAB3GAP1	7	101740000	0	85631000	0	0	NA	NA	NA
KARS	15	322030000	133100000	217220000	0	105880000	NA	NA	NA
SETDB1	5	232740000	0	213010000	0	0	enr1	enr2	NA
RRS1	4	0	0	0	0	13143000	NA	NA	NA
