gene_id	Symbol	tc_CDS	tc_CDS_norm	tpm_cutoff	localization_cat	Annotation
ENSG00000132612.14	VPS4A	37.5	0.645939195590388	58.055	cytosolic	protein_coding
ENSG00000132613.10	MTSS1L	14.5	0.562015503875969	25.8	cytosolic	protein_coding
ENSG00000132646.6	PCNA	103	0.260068173210453	396.05	cytosolic	protein_coding
ENSG00000132670.16	PTPRA	4.5	0.156794425087108	28.7	membrane	protein_coding
ENSG00000132780.12	NASP	6	0.018533390992772	323.74	cytosolic	protein_coding
ENSG00000132792.14	CTNNBL1	10.5	0.249851279000595	42.025	cytosolic	protein_coding
ENSG00000132824.9	SERINC3	705	17.8956720395989	39.395	membrane	protein_coding
ENSG00000132842.9	AP3B1	16	0.875034181022696	18.285	cytosolic	protein_coding
ENSG00000132912.8	DCTN4	6.5	0.139634801288937	46.55	cytosolic	protein_coding
ENSG00000132953.12	XPO4	5.5	0.38515406162465	14.28	cytosolic	protein_coding
ENSG00000132963.7	POMP	29.5	0.247815860215054	119.04	cytosolic	protein_coding
ENSG00000132970.8	WASF3	5.5	0.3511011809767	15.665	cytosolic	protein_coding
ENSG00000133026.8	MYH10	28.5	0.625686059275521	45.55	cytosolic	protein_coding
ENSG00000133027.13	PEMT	94.5	2.00381679389313	47.16	membrane	protein_coding
ENSG00000133028.6	SCO1	19.5	0.332452476344728	58.655	cytosolic	protein_coding
ENSG00000133065.6	SLC41A1	39	1.78041543026706	21.905	membrane	protein_coding
ENSG00000133112.12	TPT1	23	0.00977413254573656	2353.15	cytosolic	protein_coding
ENSG00000133119.8	RFC3	5.5	0.0510227747112575	107.795	cytosolic	protein_coding
ENSG00000133135.9	RNF128	57	8.94819466248038	6.37	membrane	protein_coding
ENSG00000133195.7	SLC39A11	10.5	1.11880660628663	9.385	membrane	protein_coding
ENSG00000133216.12	EPHB2	12.5	1.5124016938899	8.265	membrane	protein_coding
ENSG00000133226.12	SRRM1	217.5	3.0197847969455	72.025	cytosolic	protein_coding
ENSG00000133243.4	BTBD2	16	0.193085138478248	82.865	cytosolic	protein_coding
ENSG00000133318.9	RTN3	727	7.11942417862214	102.115	membrane	protein_coding
ENSG00000133401.11	PDZD2	6	4.74308300395257	1.265	cytosolic	protein_coding
ENSG00000133422.8	MORC2	12	0.587659157688541	20.42	cytosolic	protein_coding
ENSG00000133424.16	LARGE	16	1.76211453744493	9.08	membrane	protein_coding
ENSG00000133612.14	AGAP3	5	0.0706464146944542	70.775	cytosolic	protein_coding
ENSG00000133627.13	ACTR3B	107.5	6.08720271800679	17.66	cytosolic	protein_coding
ENSG00000133657.10	ATP13A3	103.5	1.83007691627619	56.555	membrane	protein_coding
ENSG00000133678.9	TMEM254	29	0.91699604743083	31.625	membrane	protein_coding
ENSG00000133687.11	TMTC1	9	0.807174887892377	11.15	membrane	protein_coding
ENSG00000133706.13	LARS	69.5	0.649380985750993	107.025	cytosolic	protein_coding
ENSG00000133812.10	SBF2	8	0.814249363867685	9.825	cytosolic	protein_coding
ENSG00000133835.10	HSD17B4	23	0.183830875594453	125.115	cytosolic	protein_coding
ENSG00000133872.9	TMEM66	939	10.3084861126359	91.09	membrane	protein_coding
ENSG00000133884.5	DPF2	5	0.185839063371121	26.905	cytosolic	protein_coding
ENSG00000133935.6	C14orf1	161.5	11.8141916605706	13.67	membrane	protein_coding
ENSG00000133961.15	NUMB	8.5	0.592128178335075	14.355	cytosolic	protein_coding
ENSG00000133997.7	MED6	13	0.445892642771394	29.155	cytosolic	protein_coding
ENSG00000134001.8	EIF2S1	59	0.3989316744988	147.895	cytosolic	protein_coding
ENSG00000134049.3	IER3IP1	13	0.218689544957524	59.445	cytosolic	protein_coding
ENSG00000134057.10	CCNB1	38.5	0.195679796696315	196.75	cytosolic	protein_coding
ENSG00000134072.6	CAMK1	8	0.133868808567604	59.76	cytosolic	protein_coding
ENSG00000134077.11	THUMPD3	7	0.148777895855473	47.05	cytosolic	protein_coding
ENSG00000134109.6	EDEM1	9	0.715990453460621	12.57	membrane	protein_coding
ENSG00000134153.5	EMC7	350	4.78763422474523	73.105	membrane	protein_coding
ENSG00000134243.7	SORT1	269.5	12.5436350942518	21.485	membrane	protein_coding
ENSG00000134247.9	PTGFRN	25	0.681756203981456	36.67	membrane	protein_coding
ENSG00000134250.13	NOTCH2	267.5	12.0035898586493	22.285	membrane	protein_coding
ENSG00000134255.9	CEPT1	218	6.69327602087811	32.57	membrane	protein_coding
ENSG00000134283.13	PPHLN1	12	0.196190631897327	61.165	cytosolic	protein_coding
ENSG00000134285.6	FKBP11	22.5	0.478265490487831	47.045	membrane	protein_coding
ENSG00000134287.5	ARF3	21	0.332068311195446	63.24	cytosolic	protein_coding
ENSG00000134294.9	SLC38A2	1676.5	23.4180751501606	71.59	membrane	protein_coding
ENSG00000134308.9	YWHAQ	8.5	0.037156845602378	228.76	cytosolic	protein_coding
ENSG00000134313.10	KIDINS220	102	12.6315789473684	8.075	membrane	protein_coding
ENSG00000134333.9	LDHA	13.5	0.0191607587660471	704.565	cytosolic	protein_coding
ENSG00000134371.9	CDC73	30	2.00066688896299	14.995	cytosolic	protein_coding
ENSG00000134375.6	TIMM17A	5.5	0.0536847242557345	102.45	cytosolic	protein_coding
ENSG00000134440.7	NARS	79.5	0.937002769756615	84.845	cytosolic	protein_coding
ENSG00000134453.11	RBM17	9.5	0.133577052868391	71.12	cytosolic	protein_coding
ENSG00000134480.9	CCNH	40.5	0.823254395771928	49.195	cytosolic	protein_coding
ENSG00000134569.5	LRP4	31.5	5.69620253164557	5.53	membrane	protein_coding
ENSG00000134575.5	ACP2	34	4.02605091770278	8.445	membrane	protein_coding
ENSG00000134602.11	MST4	22.5	0.316188870151771	71.16	cytosolic	protein_coding
ENSG00000134644.11	PUM1	34.5	1.04831358249772	32.91	cytosolic	protein_coding
ENSG00000134684.6	YARS	32	0.318328773936832	100.525	cytosolic	protein_coding
ENSG00000134697.8	GNL2	4	0.100112626705043	39.955	cytosolic	protein_coding
ENSG00000134744.9	ZCCHC11	5.5	0.172413793103448	31.9	cytosolic	protein_coding
ENSG00000134755.10	DSC2	191	30.8562197092084	6.19	membrane	protein_coding
ENSG00000134762.12	DSC3	236	27.4099883855981	8.61	membrane	protein_coding
ENSG00000134779.10	TPGS2	36.5	0.471393516724784	77.43	cytosolic	protein_coding
ENSG00000134824.9	FADS2	367	5.94043379734542	61.78	membrane	protein_coding
ENSG00000134851.8	TMEM165	83	1.69925273825366	48.845	membrane	protein_coding
ENSG00000134871.13	COL4A2	469	21.7029153169829	21.61	membrane	protein_coding
ENSG00000134882.11	UBAC2	133.5	1.73862082437976	76.785	membrane	protein_coding
ENSG00000134900.7	TPP2	9	0.390032502708559	23.075	cytosolic	protein_coding
ENSG00000134901.8	KDELC1	92	5.92401802962009	15.53	membrane	protein_coding
ENSG00000134910.8	STT3A	1823	21.9374247894104	83.1	membrane	protein_coding
ENSG00000134917.9	ADAMTS8	3.5	1.08864696734059	3.215	membrane	protein_coding
ENSG00000134987.7	WDR36	18.5	1.30052724077329	14.225	cytosolic	protein_coding
ENSG00000135018.9	UBQLN1	14.5	0.283230784256275	51.195	cytosolic	protein_coding
ENSG00000135052.12	GOLM1	55	0.62111801242236	88.55	membrane	protein_coding
ENSG00000135069.9	PSAT1	80.5	0.673752929360562	119.48	cytosolic	protein_coding
ENSG00000135097.2	MSI1	10	0.725689404934688	13.78	cytosolic	protein_coding
ENSG00000135119.10	RNFT2	55.5	11.8085106382979	4.7	membrane	protein_coding
ENSG00000135148.7	TRAFD1	5	0.117702448210923	42.48	cytosolic	protein_coding
ENSG00000135211.5	TMEM60	10	0.62015503875969	16.125	membrane	protein_coding
ENSG00000135272.5	MDFIC	10.5	0.778065950351982	13.495	cytosolic	protein_coding
ENSG00000135316.13	SYNCRIP	15.5	0.149686141960406	103.55	cytosolic	protein_coding
ENSG00000135317.8	SNX14	77.5	1.88381137578999	41.14	membrane	protein_coding
ENSG00000135333.9	EPHA7	53.5	4.13127413127413	12.95	membrane	protein_coding
ENSG00000135334.8	AKIRIN2	18.5	0.465643090863328	39.73	cytosolic	protein_coding
ENSG00000135336.10	ORC3	76.5	1.93990110308102	39.435	cytosolic	protein_coding
ENSG00000135341.13	MAP3K7	4	0.203303684879288	19.675	cytosolic	protein_coding
ENSG00000135346.4	CGA	4.5	0.32561505065123	13.82	membrane	protein_coding
ENSG00000135372.4	NAT10	35.5	1.3017968463513	27.27	cytosolic	protein_coding
ENSG00000135387.15	CAPRIN1	175	1.57084511467169	111.405	cytosolic	protein_coding
ENSG00000135390.13	ATP5G2	200.5	0.221367176933651	905.735	cytosolic	protein_coding
ENSG00000135404.7	CD63	330.5	1.14239297627072	289.305	membrane	protein_coding
ENSG00000135424.11	ITGA7	5.5	1.26436781609195	4.35	membrane	protein_coding
ENSG00000135452.5	TSPAN31	108	2.7183488547697	39.73	membrane	protein_coding
ENSG00000135454.9	B4GALNT1	3	0.518582541054451	5.785	membrane	protein_coding
ENSG00000135473.10	PAN2	4.5	0.241935483870968	18.6	cytosolic	protein_coding
ENSG00000135476.7	ESPL1	15	0.521557719054242	28.76	cytosolic	protein_coding
ENSG00000135503.8	ACVR1B	35.5	1.82191429304593	19.485	membrane	protein_coding
ENSG00000135506.11	OS9	229	3.53722582638245	64.74	membrane	protein_coding
ENSG00000135535.10	CD164	820	7.74607972794257	105.86	membrane	protein_coding
ENSG00000135547.4	HEY2	5	1.10253583241455	4.535	cytosolic	protein_coding
ENSG00000135622.8	SEMA4F	23.5	4.53230472516876	5.185	membrane	protein_coding
ENSG00000135624.11	CCT7	19.5	0.0338139538916393	576.685	cytosolic	protein_coding
ENSG00000135655.9	USP15	11	0.801457194899818	13.725	cytosolic	protein_coding
ENSG00000135677.6	GNS	236	11.8059029514757	19.99	membrane	protein_coding
ENSG00000135750.10	KCNK1	113	9.25470925470925	12.21	membrane	protein_coding
ENSG00000135829.12	DHX9	121	0.985221674876847	122.815	cytosolic	protein_coding
ENSG00000135862.5	LAMC1	1106.5	27.2805719921105	40.56	membrane	protein_coding
ENSG00000135912.6	TTLL4	14	0.746467608637697	18.755	cytosolic	protein_coding
ENSG00000135916.11	ITM2C	431.5	4.17109714838086	103.45	membrane	protein_coding
ENSG00000135919.8	SERPINE2	72.5	2.87242472266244	25.24	membrane	protein_coding
ENSG00000135924.11	DNAJB2	3	0.34443168771527	8.71	cytosolic	protein_coding
ENSG00000135926.8	TMBIM1	10	0.775795190069822	12.89	membrane	protein_coding
ENSG00000135930.9	EIF4E2	31	0.283674963396779	109.28	cytosolic	protein_coding
ENSG00000135931.13	ARMC9	75.5	7.09920075223319	10.635	cytosolic	protein_coding
ENSG00000135940.2	COX5B	6.5	0.0225361879171362	288.425	cytosolic	protein_coding
ENSG00000135972.4	MRPS9	11	0.337371568777795	32.605	cytosolic	protein_coding
ENSG00000136021.13	SCYL2	38	2.57452574525745	14.76	cytosolic	protein_coding
ENSG00000136026.9	CKAP4	161.5	3.01081282624907	53.64	membrane	protein_coding
ENSG00000136048.9	DRAM1	19	4.87179487179487	3.9	membrane	protein_coding
ENSG00000136051.9	KIAA1033	4	0.410677618069815	9.74	cytosolic	protein_coding
ENSG00000136052.5	SLC41A2	67	6.75743822491175	9.915	membrane	protein_coding
ENSG00000136143.9	SUCLA2	4.5	0.105263157894737	42.75	cytosolic	protein_coding
ENSG00000136144.7	RCBTB1	11	0.680061823802164	16.175	cytosolic	protein_coding
ENSG00000136156.8	ITM2B	474	4.37855064431204	108.255	membrane	protein_coding
ENSG00000136167.9	LCP1	5	0.135263086703639	36.965	cytosolic	protein_coding
ENSG00000136193.12	SCRN1	12	0.408928267166468	29.345	cytosolic	protein_coding
ENSG00000136270.9	TBRG4	9.5	0.153114674832783	62.045	cytosolic	protein_coding
ENSG00000136271.6	DDX56	7.5	0.0730638090599123	102.65	cytosolic	protein_coding
ENSG00000136273.7	HUS1	9	0.952380952380952	9.45	cytosolic	protein_coding
ENSG00000136295.10	TTYH3	162.5	7.73073263558516	21.02	membrane	protein_coding
ENSG00000136319.7	TTC5	6.5	0.251986819150998	25.795	cytosolic	protein_coding
ENSG00000136381.8	IREB2	14	0.397050482132728	35.26	cytosolic	protein_coding
ENSG00000136436.10	CALCOCO2	5.5	0.121479845389288	45.275	cytosolic	protein_coding
ENSG00000136450.8	SRSF1	21.5	0.0700074891732604	307.11	cytosolic	protein_coding
ENSG00000136451.4	VEZF1	8	0.32	25	cytosolic	protein_coding
ENSG00000136518.12	ACTL6A	19	0.234365363266313	81.07	cytosolic	protein_coding
ENSG00000136521.8	NDUFB5	4.5	0.0609921387910003	73.78	cytosolic	protein_coding
ENSG00000136527.13	TRA2B	6.5	0.0432727514812596	150.21	cytosolic	protein_coding
ENSG00000136628.13	EPRS	93	1.82067345340642	51.08	cytosolic	protein_coding
ENSG00000136636.8	KCTD3	6.5	0.175746924428823	36.985	cytosolic	protein_coding
ENSG00000136699.15	SMPD4	4	0.0823299372234229	48.585	cytosolic	protein_coding
ENSG00000136709.7	WDR33	7	0.567031186715269	12.345	cytosolic	protein_coding
ENSG00000136718.5	IMP4	6.5	0.0851900393184797	76.3	cytosolic	protein_coding
ENSG00000136731.8	UGGT1	30	2.54237288135593	11.8	membrane	protein_coding
ENSG00000136738.10	STAM	19.5	1.1919315403423	16.36	cytosolic	protein_coding
ENSG00000136754.12	ABI1	47.5	2.54418853776111	18.67	cytosolic	protein_coding
ENSG00000136758.14	YME1L1	125.5	1.51478575739288	82.85	cytosolic	protein_coding
ENSG00000136770.6	DNAJC1	39.5	2.88531775018262	13.69	membrane	protein_coding
ENSG00000136802.7	LRRC8A	5.5	0.444983818770227	12.36	membrane	protein_coding
ENSG00000136807.7	CDK9	9	0.311796293088516	28.865	cytosolic	protein_coding
ENSG00000136810.8	TXN	18	0.0375582936015274	479.255	cytosolic	protein_coding
ENSG00000136811.12	ODF2	7	0.295983086680761	23.65	cytosolic	protein_coding
ENSG00000136813.10	KIAA0368	9	0.254416961130742	35.375	cytosolic	protein_coding
ENSG00000136816.11	TOR1B	19.5	1.24045801526718	15.72	membrane	protein_coding
ENSG00000136824.14	SMC2	6.5	0.637880274779195	10.19	cytosolic	protein_coding
ENSG00000136854.13	STXBP1	33	2.36898779612347	13.93	cytosolic	protein_coding
ENSG00000136861.13	CDK5RAP2	5.5	0.356448476992871	15.43	cytosolic	protein_coding
ENSG00000136868.9	SLC31A1	40	1.7877094972067	22.375	membrane	protein_coding
ENSG00000136891.9	TEX10	6.5	0.344097406034939	18.89	cytosolic	protein_coding
ENSG00000136930.8	PSMB7	10.5	0.0462687553704805	226.935	cytosolic	protein_coding
ENSG00000136937.8	NCBP1	3.5	0.194444444444444	18	cytosolic	protein_coding
ENSG00000136938.8	ANP32B	7.5	0.0300589154743297	249.51	cytosolic	protein_coding
ENSG00000136942.10	RPL35	173	0.0480470805843969	3600.635	cytosolic	protein_coding
ENSG00000136960.8	ENPP2	10.5	1.66799046862589	6.295	membrane	protein_coding
ENSG00000136986.5	DERL1	235.5	7.35592690926128	32.015	membrane	protein_coding
ENSG00000136997.10	MYC	2.5	0.0201142489339448	124.29	cytosolic	protein_coding
ENSG00000137133.6	HINT2	15.5	0.342617152961981	45.24	cytosolic	protein_coding
ENSG00000137154.8	RPS6	187.5	0.0940342184251901	1993.955	cytosolic	protein_coding
ENSG00000137168.7	PPIL1	9.5	0.134418111071808	70.675	cytosolic	protein_coding
ENSG00000137207.7	YIPF3	141	2.2322488720019	63.165	membrane	protein_coding
ENSG00000137216.14	TMEM63B	224.5	16.641957005189	13.49	membrane	protein_coding
ENSG00000137269.10	LRRC1	13	1.02848101265823	12.64	cytosolic	protein_coding
ENSG00000137309.15	HMGA1	2.5	0.00683386865304449	365.825	cytosolic	protein_coding
ENSG00000137414.5	FAM8A1	29.5	1.27954890479289	23.055	membrane	protein_coding
ENSG00000137497.13	NUMA1	6	0.153374233128834	39.12	cytosolic	protein_coding
ENSG00000137509.6	PRCP	189.5	4.4198250728863	42.875	membrane	protein_coding
ENSG00000137513.5	NARS2	8	0.23658139878752	33.815	cytosolic	protein_coding
ENSG00000137522.13	RNF121	22.5	1.41955835962145	15.85	membrane	protein_coding
ENSG00000137563.7	GGH	178.5	3.37620578778135	52.87	membrane	protein_coding
ENSG00000137575.7	SDCBP	32	0.461294507712268	69.37	cytosolic	protein_coding
ENSG00000137642.8	SORL1	13.5	5.26315789473684	2.565	membrane	protein_coding
ENSG00000137714.2	FDX1	11	0.646488392594769	17.015	cytosolic	protein_coding
ENSG00000137804.8	NUSAP1	27	0.183779736582378	146.915	cytosolic	protein_coding
ENSG00000137812.15	CASC5	6	0.658616904500549	9.11	cytosolic	protein_coding
ENSG00000137818.7	RPLP1	192	0.0483248030827197	3973.115	cytosolic	protein_coding
ENSG00000137822.8	TUBGCP4	17	0.565535595475715	30.06	cytosolic	protein_coding
ENSG00000137824.11	RMDN3	6.5	0.220863064899762	29.43	membrane	protein_coding
ENSG00000137842.2	TMEM62	16	1.34228187919463	11.92	membrane	protein_coding
ENSG00000137845.10	ADAM10	164.5	13.5002051702913	12.185	membrane	protein_coding
ENSG00000137944.12	CCBL2	5	0.226808800181447	22.045	cytosolic	protein_coding
ENSG00000137955.11	RABGGTB	9.5	0.100924253691703	94.13	cytosolic	protein_coding
ENSG00000137968.12	SLC44A5	25.5	2.98594847775176	8.54	membrane	protein_coding
ENSG00000137992.10	DBT	17.5	2.7537372147915	6.355	cytosolic	protein_coding
ENSG00000138018.13	EPT1	24	1.54093097913323	15.575	membrane	protein_coding
ENSG00000138029.9	HADHB	30	0.781657113079729	38.38	cytosolic	protein_coding
ENSG00000138031.10	ADCY3	161	3.15717227179135	50.995	membrane	protein_coding
ENSG00000138071.9	ACTR2	31	0.267356619232428	115.95	cytosolic	protein_coding
ENSG00000138073.9	PREB	4.5	0.0902979833450386	49.835	cytosolic	protein_coding
ENSG00000138074.10	SLC5A6	218	6.26977279263733	34.77	membrane	protein_coding
ENSG00000138078.11	PREPL	47	2.45110821382008	19.175	cytosolic	protein_coding
ENSG00000138085.12	ATRAID	184.5	1.96905016008538	93.7	membrane	protein_coding
ENSG00000138095.14	LRPPRC	1.5	0.0405899066432147	36.955	cytosolic	protein_coding
ENSG00000138107.7	ACTR1A	20	0.252748641476052	79.13	cytosolic	protein_coding
ENSG00000138138.9	ATAD1	178	4.32879377431907	41.12	membrane	protein_coding
ENSG00000138160.4	KIF11	27	0.978615440376948	27.59	cytosolic	protein_coding
ENSG00000138175.8	ARL3	6	0.292041859333171	20.545	cytosolic	protein_coding
ENSG00000138326.14	RPS24	47	0.00701802587411752	6697.04	cytosolic	protein_coding
ENSG00000138336.8	TET1	18.5	6.30323679727428	2.935	cytosolic	protein_coding
ENSG00000138363.10	ATIC	51	0.293753419923394	173.615	cytosolic	protein_coding
ENSG00000138382.9	METTL5	12.5	0.187560957311126	66.645	cytosolic	protein_coding
ENSG00000138385.11	SSB	3.5	0.0303306035790112	115.395	cytosolic	protein_coding
ENSG00000138398.11	PPIG	64	6.94143167028199	9.22	cytosolic	protein_coding
ENSG00000138443.11	ABI2	8	0.280603297088741	28.51	cytosolic	protein_coding
ENSG00000138448.7	ITGAV	68	7.77587192681532	8.745	membrane	protein_coding
ENSG00000138463.8	DIRC2	20	4.5045045045045	4.44	membrane	protein_coding
ENSG00000138468.11	SENP7	28	11.2903225806452	2.48	cytosolic	protein_coding
ENSG00000138594.8	TMOD3	5	0.230467849734962	21.695	cytosolic	protein_coding
ENSG00000138600.5	SPPL2A	98	5.15789473684211	19	membrane	protein_coding
ENSG00000138604.5	GLCE	41	1.52529761904762	26.88	membrane	protein_coding
ENSG00000138613.9	APH1B	21	2.60061919504644	8.075	membrane	protein_coding
ENSG00000138614.10	VWA9	9	0.117524157743536	76.58	cytosolic	protein_coding
ENSG00000138617.10	PARP16	10	0.835770998746344	11.965	cytosolic	protein_coding
ENSG00000138629.11	UBL7	12	0.121617512921861	98.67	cytosolic	protein_coding
ENSG00000138646.4	HERC5	16	1.6554578375582	9.665	cytosolic	protein_coding
ENSG00000138668.14	HNRNPD	19.5	0.0435793143521209	447.46	cytosolic	protein_coding
ENSG00000138674.12	SEC31A	57	1.60789844851904	35.45	cytosolic	protein_coding
ENSG00000138678.6	AGPAT9	60	7.1301247771836	8.415	membrane	protein_coding
ENSG00000138686.5	BBS7	10	0.758437618505878	13.185	cytosolic	protein_coding
ENSG00000138744.10	NAAA	49.5	3.49576271186441	14.16	membrane	protein_coding
ENSG00000138758.7	SEPT11	82	1.83609493954322	44.66	cytosolic	protein_coding
ENSG00000138759.13	FRAS1	9	1.32352941176471	6.8	membrane	protein_coding
ENSG00000138760.4	SCARB2	159.5	6.16901953200541	25.855	membrane	protein_coding
ENSG00000138768.10	USO1	19.5	0.364963503649635	53.43	cytosolic	protein_coding
ENSG00000138778.7	CENPE	3.5	1.2280701754386	2.85	cytosolic	protein_coding
ENSG00000138792.5	ENPEP	5	1.22699386503067	4.075	membrane	protein_coding
ENSG00000138795.5	LEF1	78	3.09033280507132	25.24	cytosolic	protein_coding
ENSG00000138814.12	PPP3CA	8.5	0.866462793068298	9.81	cytosolic	protein_coding
ENSG00000138821.8	SLC39A8	261.5	11.0875556497774	23.585	membrane	protein_coding
ENSG00000138829.6	FBN2	373.5	15.1552038953135	24.645	membrane	protein_coding
ENSG00000139044.6	B4GALNT3	88.5	3.41106186163037	25.945	membrane	protein_coding
ENSG00000139116.13	KIF21A	10	0.978473581213307	10.22	cytosolic	protein_coding
ENSG00000139133.2	ALG10	73	8.30489192263936	8.79	membrane	protein_coding
ENSG00000139163.11	ETNK1	36	1.6532721010333	21.775	cytosolic	protein_coding
ENSG00000139173.5	TMEM117	26.5	4.33006535947712	6.12	membrane	protein_coding
ENSG00000139182.9	CLSTN3	162	17.8807947019868	9.06	membrane	protein_coding
ENSG00000139197.6	PEX5	5	0.118652112007594	42.14	cytosolic	protein_coding
ENSG00000139218.13	SCAF11	23	0.775455158462576	29.66	cytosolic	protein_coding
ENSG00000139219.13	COL2A1	967.5	42.1752397558849	22.94	membrane	protein_coding
ENSG00000139263.7	LRIG3	15.5	1.4052583862194	11.03	membrane	protein_coding
ENSG00000139292.8	LGR5	56	5.01567398119122	11.165	membrane	protein_coding
ENSG00000139324.7	TMTC3	363.5	29.3145161290323	12.4	membrane	protein_coding
ENSG00000139343.6	SNRPF	74.5	0.477334614768541	156.075	cytosolic	protein_coding
ENSG00000139350.7	NEDD1	27	0.950202357909555	28.415	cytosolic	protein_coding
ENSG00000139370.6	SLC15A4	116	9.09090909090909	12.76	membrane	protein_coding
ENSG00000139496.11	NUPL1	41.5	0.938914027149321	44.2	cytosolic	protein_coding
ENSG00000139505.10	MTMR6	32.5	3.62116991643454	8.975	cytosolic	protein_coding
ENSG00000139514.8	SLC7A1	927.5	31.8454935622318	29.125	membrane	protein_coding
ENSG00000139579.8	NABP2	26	0.213097287107614	122.01	cytosolic	protein_coding
ENSG00000139613.7	SMARCC2	43.5	1.23474311666194	35.23	cytosolic	protein_coding
ENSG00000139624.8	CERS5	232	8.76298394711992	26.475	membrane	protein_coding
ENSG00000139629.11	GALNT6	18	1.66281755196305	10.825	membrane	protein_coding
ENSG00000139636.11	LMBR1L	6	0.323362974939369	18.555	membrane	protein_coding
ENSG00000139637.9	C12orf10	6	0.0884825247013715	67.81	cytosolic	protein_coding
ENSG00000139641.8	ESYT1	213.5	5.18959649975693	41.14	membrane	protein_coding
ENSG00000139644.8	TMBIM6	848.5	2.61068890187994	325.01	membrane	protein_coding
ENSG00000139645.9	ANKRD52	9.5	0.460494425593795	20.63	cytosolic	protein_coding
ENSG00000139684.9	ESD	82.5	0.363348087467794	227.055	cytosolic	protein_coding
ENSG00000139687.9	RB1	72.5	2.93700627911687	24.685	cytosolic	protein_coding
ENSG00000139734.13	DIAPH3	7	0.757985923118571	9.235	cytosolic	protein_coding
ENSG00000139746.11	RBM26	38	1.64359861591695	23.12	cytosolic	protein_coding
ENSG00000139826.5	ABHD13	10.5	1.24113475177305	8.46	membrane	protein_coding
ENSG00000139880.15	CDH24	5	1.55763239875389	3.21	membrane	protein_coding
ENSG00000139910.15	NOVA1	3.5	1.12721417069243	3.105	cytosolic	protein_coding
ENSG00000139921.8	TMX1	181.5	3.29042784626541	55.16	membrane	protein_coding
ENSG00000139971.11	C14orf37	23	10.3603603603604	2.22	membrane	protein_coding
ENSG00000140092.10	FBLN5	92.5	9.84566258648217	9.395	membrane	protein_coding
ENSG00000140105.13	WARS	24.5	0.156875300144069	156.175	cytosolic	protein_coding
ENSG00000140199.7	SLC12A6	11.5	2.41090146750524	4.77	membrane	protein_coding
ENSG00000140262.13	TCF12	10	0.682826903379993	14.645	cytosolic	protein_coding
ENSG00000140263.9	SORD	8	0.175824175824176	45.5	cytosolic	protein_coding
ENSG00000140284.6	SLC27A2	42	2.81973816717019	14.895	membrane	protein_coding
ENSG00000140350.11	ANP32A	16.5	0.0547608775015764	301.31	cytosolic	protein_coding
ENSG00000140374.11	ETFA	6.5	0.0317088638470169	204.99	cytosolic	protein_coding
ENSG00000140395.4	WDR61	12.5	0.113409544547269	110.22	cytosolic	protein_coding
ENSG00000140443.9	IGF1R	241	26.4980758658604	9.095	membrane	protein_coding
ENSG00000140463.9	BBS4	5	0.210084033613445	23.8	cytosolic	protein_coding
ENSG00000140479.12	PCSK6	20	0.434499239626331	46.03	membrane	protein_coding
ENSG00000140497.12	SCAMP2	176	3.43113363875621	51.295	membrane	protein_coding
ENSG00000140511.7	HAPLN3	26	2.55277368679431	10.185	membrane	protein_coding
ENSG00000140521.7	POLG	4.5	0.105770360794453	42.545	cytosolic	protein_coding
ENSG00000140526.12	ABHD2	110.5	11.397627643115	9.695	membrane	protein_coding
ENSG00000140545.10	MFGE8	56	1.31764705882353	42.5	membrane	protein_coding
ENSG00000140564.6	FURIN	8.5	0.317341795781221	26.785	membrane	protein_coding
ENSG00000140632.12	GLYR1	8.5	0.166503428011753	51.05	cytosolic	protein_coding
ENSG00000140688.12	C16orf58	87.5	3.29753156208781	26.535	membrane	protein_coding
ENSG00000140694.12	PARN	10.5	0.38989974006684	26.93	cytosolic	protein_coding
ENSG00000140718.14	FTO	7.5	0.190307028672926	39.41	cytosolic	protein_coding
ENSG00000140740.6	UQCRC2	20	0.109036390895461	183.425	cytosolic	protein_coding
ENSG00000140832.5	MARVELD3	4.5	0.918367346938775	4.9	membrane	protein_coding
ENSG00000140848.12	CPNE2	30	2.01005025125628	14.925	cytosolic	protein_coding
ENSG00000140943.12	MBTPS1	24	0.612479265024882	39.185	membrane	protein_coding
ENSG00000140983.9	RHOT2	10.5	0.12409147314306	84.615	cytosolic	protein_coding
ENSG00000140988.11	RPS2	167	0.0275748649326975	6056.24	cytosolic	protein_coding
ENSG00000141002.14	TCF25	17	0.296658232265945	57.305	cytosolic	protein_coding
ENSG00000141012.8	GALNS	26	5.92255125284738	4.39	membrane	protein_coding
ENSG00000141030.8	COPS3	32.5	0.209860200820069	154.865	cytosolic	protein_coding
ENSG00000141034.5	GID4	5	0.405679513184584	12.325	cytosolic	protein_coding
ENSG00000141141.10	DDX52	11.5	0.587184069440899	19.585	cytosolic	protein_coding
ENSG00000141198.9	TOM1L1	65.5	1.28255335813589	51.07	cytosolic	protein_coding
ENSG00000141279.11	NPEPPS	66	1.07931316434996	61.15	cytosolic	protein_coding
ENSG00000141349.4	G6PC3	16.5	0.250912408759124	65.76	membrane	protein_coding
ENSG00000141367.7	CLTC	162.5	2.58881631352557	62.77	cytosolic	protein_coding
ENSG00000141376.16	BCAS3	5.5	0.252699287847462	21.765	cytosolic	protein_coding
ENSG00000141424.8	SLC39A6	534.5	15.4167868474185	34.67	membrane	protein_coding
