gene_id	Symbol	localization_cat	region	par_clip_enrichment
ENSG00000203950.6	FAM127B	cytosolic	transcript	0.379796568734448
ENSG00000204120.10	GIGYF2	cytosolic	transcript	0.193573364305072
ENSG00000204160.7	ZDHHC18	membrane	transcript	8.95640686922061
ENSG00000204316.8	MRPL38	cytosolic	transcript	0.123054650741947
ENSG00000204370.4	SDHD	cytosolic	transcript	0.294467117838508
ENSG00000204628.7	GNB2L1	cytosolic	transcript	0.202235176523156
ENSG00000204673.6	AKT1S1	cytosolic	transcript	0.460777702854574
ENSG00000204842.10	ATXN2	cytosolic	transcript	0.8769598724422
ENSG00000204843.8	DCTN1	cytosolic	transcript	0.124900647212445
ENSG00000204852.11	TCTN1	membrane	transcript	1.34335154826958
ENSG00000204856.7	FAM216A	cytosolic	transcript	0.188624492164829
ENSG00000204899.5	MZT1	cytosolic	transcript	0.470366886171214
ENSG00000205060.6	SLC35B4	membrane	transcript	9.79936642027455
ENSG00000205155.3	PSENEN	membrane	transcript	2.65794316090779
ENSG00000205213.9	LGR4	membrane	transcript	1.59478071765132
ENSG00000205246.4	RPSAP58	cytosolic	transcript	0.230306332185929
ENSG00000205250.4	E2F4	cytosolic	transcript	0.382547559966915
ENSG00000205269.4	TMEM170B	cytosolic	transcript	0.906940063091483
ENSG00000205302.2	SNX2	cytosolic	transcript	1.40521938629194
ENSG00000205323.4	SARNP	cytosolic	transcript	2.68463279160667
ENSG00000205339.5	IPO7	cytosolic	transcript	1.10034058160859
ENSG00000205531.8	NAP1L4	cytosolic	transcript	0.528150958876013
ENSG00000205544.3	TMEM256	cytosolic	transcript	0.0803302465692291
ENSG00000205937.7	RNPS1	cytosolic	transcript	0.192824185662144
ENSG00000206053.8	HN1L	cytosolic	transcript	0.097744066935137
ENSG00000206527.5	PTPLB	membrane	transcript	12.3982637004883
ENSG00000206562.7	METTL6	cytosolic	transcript	1.32818532818533
ENSG00000213064.5	SFT2D2	membrane	transcript	3.56465680697763
ENSG00000213190.2	MLLT11	cytosolic	transcript	2.8731045490822
ENSG00000213246.2	SUPT4H1	cytosolic	transcript	0.202450719232818
ENSG00000213281.4	NRAS	cytosolic	transcript	2.19648562300319
ENSG00000213390.6	ARHGAP19	cytosolic	transcript	5.37158259530227
ENSG00000213463.3	SYNJ2BP	cytosolic	transcript	2.62368815592204
ENSG00000213516.5	RBMXL1	cytosolic	transcript	0.316312697695436
ENSG00000213585.6	VDAC1	cytosolic	transcript	0.555133286280471
ENSG00000213619.5	NDUFS3	cytosolic	transcript	0.031082446188515
ENSG00000213625.4	LEPROT	membrane	transcript	2.21692491060787
ENSG00000213741.4	RPS29	cytosolic	transcript	0.0121628935794112
ENSG00000213853.5	EMP2	membrane	transcript	5.42031190566755
ENSG00000213923.6	CSNK1E	cytosolic	transcript	1.57567778829144
ENSG00000213965.3	NUDT19	cytosolic	transcript	1.17637380717341
ENSG00000214021.11	TTLL3	membrane	transcript	0.494932830544426
ENSG00000214026.6	MRPL23	cytosolic	transcript	0.0719539494723377
ENSG00000214078.7	CPNE1	cytosolic	transcript	0.447708439696815
ENSG00000214114.4	MYCBP	cytosolic	transcript	0.724137931034483
ENSG00000214160.5	ALG3	membrane	transcript	38.4828733878796
ENSG00000214253.4	FIS1	cytosolic	transcript	0.0674850568802622
ENSG00000214413.3	BBIP1	cytosolic	transcript	0.18253299634934
ENSG00000214517.4	PPME1	cytosolic	transcript	1.26253249164501
ENSG00000214736.3	TOMM6	cytosolic	transcript	0.0758392208517942
ENSG00000214941.3	ZSWIM7	cytosolic	transcript	0.251798561151079
ENSG00000215114.3	UBXN2B	cytosolic	transcript	0.642898889538282
ENSG00000215301.5	DDX3X	cytosolic	transcript	0.0508111639385911
ENSG00000215305.5	VPS16	cytosolic	transcript	1.55655482531996
ENSG00000219200.6	RNASEK	membrane	transcript	0.224257148196599
ENSG00000220205.4	VAMP2	cytosolic	transcript	4.39938133699948
ENSG00000221823.6	PPP3R1	cytosolic	transcript	0.533491404860699
ENSG00000221983.3	UBA52	cytosolic	transcript	0.0896054993075939
ENSG00000223572.5	CKMT1A	cytosolic	transcript	0.3012048
ENSG00000226479.3	TMEM185B	membrane	transcript	12.78997
ENSG00000227500.5	SCAMP4	membrane	transcript	1.445087
ENSG00000228474.1	OST4	cytosolic	transcript	0.08176046
ENSG00000229117.4	RPL41	cytosolic	transcript	0.005093662
ENSG00000230055.2	CISD3	cytosolic	transcript	0.1897206
ENSG00000230989.2	HSBP1	cytosolic	transcript	0.06638381
ENSG00000232119.3	MCTS1	cytosolic	transcript	0.2911624
ENSG00000233276.2	GPX1	cytosolic	transcript	0.09268501
ENSG00000233927.4	RPS28	cytosolic	transcript	0.5278691
ENSG00000234745.5	HLA-B	membrane	transcript	0.9884679
ENSG00000235162.4	C12orf75	cytosolic	transcript	0.1564081
ENSG00000237190.3	CDKN2AIPNL	cytosolic	transcript	0.37787
ENSG00000237289.5	CKMT1B	cytosolic	transcript	0.1029336
ENSG00000237765.2	FAM200B	cytosolic	transcript	0.1156218
ENSG00000239264.4	TXNDC5	membrane	transcript	5.938128
ENSG00000239382.6	ALKBH6	cytosolic	transcript	0.2755102
ENSG00000239779.2	WBP1	cytosolic	transcript	0.3315964
ENSG00000239900.7	ADSL	cytosolic	transcript	0.04963451
ENSG00000241258.2	CRCP	cytosolic	transcript	0.2319289
ENSG00000241685.4	ARPC1A	cytosolic	transcript	0.06337972
ENSG00000241837.2	ATP5O	cytosolic	transcript	0.1160742
ENSG00000241945.3	PWP2	cytosolic	transcript	0.3492306
ENSG00000241973.6	PI4KA	cytosolic	transcript	0.09135996
ENSG00000242265.1	PEG10	cytosolic	transcript	2.786297
ENSG00000243646.4	IL10RB	membrane	transcript	2.605271
ENSG00000244038.5	DDOST	membrane	transcript	23.88913
ENSG00000244274.3	DBNDD2	cytosolic	transcript	0.6759611
ENSG00000244462.3	RBM12	cytosolic	transcript	0.2048076
ENSG00000244687.7	UBE2V1	cytosolic	transcript	0.1925484
ENSG00000248098.6	BCKDHA	cytosolic	transcript	0.3263974
ENSG00000249115.4	HAUS5	cytosolic	transcript	0.191022
ENSG00000249915.3	PDCD6	cytosolic	transcript	0.09402424
ENSG00000250021.3	C15orf38-AP3S2	cytosolic	transcript	1.290536
ENSG00000250479.4	CHCHD10	cytosolic	transcript	0.380111
ENSG00000250722.1	SEPP1	membrane	transcript	1.748931
ENSG00000253250.2	RP11-122A3.2	cytosolic	transcript	0.7004955
ENSG00000253729.3	PRKDC	cytosolic	transcript	0.5431718
ENSG00000254999.2	BRK1	cytosolic	transcript	0.03116028
ENSG00000256646.3	PSMA2	cytosolic	transcript	1.338499
ENSG00000257218.1	GATC	cytosolic	transcript	0.146771
ENSG00000257727.1	CNPY2	membrane	transcript	0.9026435
ENSG00000257923.5	CUX1	cytosolic	transcript	3.236484
ENSG00000260007.1	RP11-315D16.2	cytosolic	transcript	132.3157
ENSG00000260548.1	RP6-24A23.6	cytosolic	transcript	0.029069
ENSG00000261514.1	RP11-527L4.2	cytosolic	transcript	0.9647568
ENSG00000264364.2	DYNLL2	cytosolic	transcript	0.2317161
ENSG00000266173.1	STRADA	cytosolic	transcript	1.418812
ENSG00000267680.1	ZNF224	cytosolic	transcript	0.2322087
ENSG00000269190.1	FBXO17	cytosolic	transcript	0.09718803
ENSG00000269955.2	LUC7L2	cytosolic	transcript	0.8872947
ENSG00000000003.10	TSPAN6	membrane	CDS	1.75616345829112
ENSG00000000460.12	C1orf112	cytosolic	CDS	0.511865984178688
ENSG00000001036.9	FUCA2	membrane	CDS	2.18321543969959
ENSG00000001084.6	GCLC	cytosolic	CDS	0.189080595603876
ENSG00000001460.13	STPG1	cytosolic	CDS	0.33208800332088
ENSG00000001461.12	NIPAL3	membrane	CDS	3.43716433941998
ENSG00000002919.10	SNX11	cytosolic	CDS	0.231043898340685
ENSG00000003056.3	M6PR	membrane	CDS	1.13022462325846
ENSG00000003989.12	SLC7A2	membrane	CDS	8.21181887950883
ENSG00000004399.8	PLXND1	membrane	CDS	0.499706055261611
ENSG00000004478.5	FKBP4	cytosolic	CDS	0.0362918444967047
ENSG00000004487.11	KDM1A	cytosolic	CDS	0.114035921315214
ENSG00000004700.11	RECQL	cytosolic	CDS	0.364697301239971
ENSG00000004779.5	NDUFAB1	cytosolic	CDS	0.181806623863709
ENSG00000004866.14	ST7	membrane	CDS	0.15884221673138
ENSG00000005022.5	SLC25A5	cytosolic	CDS	0.121153704558994
ENSG00000005156.7	LIG3	cytosolic	CDS	0.180091683038638
ENSG00000005175.5	RPAP3	cytosolic	CDS	0.482315112540193
ENSG00000005249.8	PRKAR2B	cytosolic	CDS	0.0882482718046772
ENSG00000005801.12	ZNF195	cytosolic	CDS	0.794646591384358
ENSG00000005810.13	MYCBP2	cytosolic	CDS	0.221456692913386
ENSG00000005882.7	PDK2	cytosolic	CDS	0.758681062153487
ENSG00000005893.11	LAMP2	membrane	CDS	15.7128228467402
ENSG00000006042.7	TMEM98	membrane	CDS	0.521603060071286
ENSG00000006118.10	TMEM132A	membrane	CDS	11.5420706912731
ENSG00000006125.12	AP2B1	cytosolic	CDS	0.884895514260432
ENSG00000006453.9	BAIAP2L1	cytosolic	CDS	0.341199886266705
ENSG00000006634.3	DBF4	cytosolic	CDS	0.136054421768707
ENSG00000006652.9	IFRD1	cytosolic	CDS	0.606332809342017
ENSG00000006712.10	PAF1	cytosolic	CDS	0.654166858617036
ENSG00000006831.9	ADIPOR2	membrane	CDS	1.43556831616281
ENSG00000007168.8	PAFAH1B1	cytosolic	CDS	0.951683748169839
ENSG00000007541.10	PIGQ	membrane	CDS	4.73684210526316
ENSG00000007923.11	DNAJC11	cytosolic	CDS	0.394277345950208
ENSG00000007968.6	E2F2	cytosolic	CDS	0.532724505327245
ENSG00000008018.8	PSMB1	cytosolic	CDS	0.0173598194578776
ENSG00000008130.11	NADK	cytosolic	CDS	0.178731009830206
ENSG00000008282.3	SYPL1	membrane	CDS	4.41059602649007
ENSG00000008394.8	MGST1	membrane	CDS	0.0513970656947949
ENSG00000008405.7	CRY1	cytosolic	CDS	0.352677140109009
ENSG00000008441.12	NFIX	cytosolic	CDS	0.644883920894239
ENSG00000008838.13	MED24	cytosolic	CDS	0.732866763501915
ENSG00000008952.12	SEC62	membrane	CDS	0.327242977911099
ENSG00000009307.11	CSDE1	cytosolic	CDS	0.401884182586265
ENSG00000009335.13	UBE3C	cytosolic	CDS	0.144560896277557
ENSG00000009844.11	VTA1	cytosolic	CDS	0.527704485488127
ENSG00000010244.12	ZNF207	cytosolic	CDS	0.399904973075705
ENSG00000010256.6	UQCRC1	cytosolic	CDS	0.0640029258480388
ENSG00000010278.7	CD9	membrane	CDS	2.44782523893115
ENSG00000010292.8	NCAPD2	cytosolic	CDS	0.790149789131805
ENSG00000010361.9	FUZ	cytosolic	CDS	0.182134938232499
ENSG00000010803.12	SCMH1	cytosolic	CDS	0.158450704225352
ENSG00000010810.13	FYN	cytosolic	CDS	0.105661706436559
ENSG00000011009.6	LYPLA2	cytosolic	CDS	0.143215180809166
ENSG00000011052.17	NME2	cytosolic	CDS	0.479616306954436
ENSG00000011105.7	TSPAN9	membrane	CDS	2.03980099502488
ENSG00000011201.6	KAL1	membrane	CDS	16.3229486616937
ENSG00000011258.11	MBTD1	cytosolic	CDS	1.99809705042816
ENSG00000011295.11	TTC19	cytosolic	CDS	0.193335607869896
ENSG00000011304.12	PTBP1	cytosolic	CDS	1.13764940648851
ENSG00000011454.12	RABGAP1	cytosolic	CDS	2.48888888888889
ENSG00000011478.7	QPCTL	membrane	CDS	5.91471801925722
ENSG00000011485.10	PPP5C	cytosolic	CDS	0.825905634148336
ENSG00000012061.11	ERCC1	cytosolic	CDS	0.244129272262265
ENSG00000012174.7	MBTPS2	membrane	CDS	33.3823220659248
ENSG00000012232.4	EXTL3	membrane	CDS	0.794176042356056
ENSG00000012660.9	ELOVL5	membrane	CDS	11.59106511063
ENSG00000013275.3	PSMC4	cytosolic	CDS	0.186343331206126
ENSG00000013306.11	SLC25A39	cytosolic	CDS	0.0375911585595068
ENSG00000013375.11	PGM3	cytosolic	CDS	0.225428313796213
ENSG00000013561.13	RNF14	cytosolic	CDS	0.165617754223253
ENSG00000014641.13	MDH1	cytosolic	CDS	0.324916212551488
ENSG00000014919.8	COX15	cytosolic	CDS	3.00429184549356
ENSG00000015479.13	MATR3	cytosolic	CDS	0.502521122921777
ENSG00000016864.12	GLT8D1	membrane	CDS	0.942822384428224
ENSG00000017260.15	ATP2C1	membrane	CDS	6.49647156496472
ENSG00000018408.10	WWTR1	cytosolic	CDS	0.146842878120411
ENSG00000020256.15	ZFP64	cytosolic	CDS	2.63516583371195
ENSG00000020426.6	MNAT1	cytosolic	CDS	0.297426613216087
ENSG00000020922.8	MRE11A	cytosolic	CDS	0.233644859813084
ENSG00000021355.8	SERPINB1	cytosolic	CDS	0.380469245402663
ENSG00000021776.6	AQR	cytosolic	CDS	0.984251968503937
ENSG00000022267.12	FHL1	cytosolic	CDS	0.0737599114881062
ENSG00000022277.8	RTFDC1	cytosolic	CDS	0.133995037220844
ENSG00000022840.11	RNF10	cytosolic	CDS	0.102062741727546
ENSG00000023228.9	NDUFS1	cytosolic	CDS	0.303786481501573
ENSG00000023330.10	ALAS1	cytosolic	CDS	0.323345548609614
ENSG00000023734.6	STRAP	cytosolic	CDS	0.0176821258967364
ENSG00000024526.12	DEPDC1	cytosolic	CDS	0.560485754320411
ENSG00000025156.8	HSF2	cytosolic	CDS	0.322143099355714
ENSG00000025770.14	NCAPH2	cytosolic	CDS	0.254319038849426
ENSG00000025796.9	SEC63	membrane	CDS	32.7678571428571
ENSG00000026025.9	VIM	cytosolic	CDS	0.68100616262619
ENSG00000026508.12	CD44	membrane	CDS	9.32203389830508
ENSG00000027697.8	IFNGR1	membrane	CDS	2.49546279491833
ENSG00000027847.9	B4GALT7	membrane	CDS	0.259451445515196
ENSG00000029363.11	BCLAF1	cytosolic	CDS	1.04918032786885
ENSG00000029364.7	SLC39A9	membrane	CDS	2.40942666197679
ENSG00000029725.12	RABEP1	cytosolic	CDS	0.153424657534247
ENSG00000030066.9	NUP160	cytosolic	CDS	0.136772176631497
ENSG00000030582.12	GRN	membrane	CDS	3.3745704467354
ENSG00000031691.6	CENPQ	cytosolic	CDS	0.668616798997075
ENSG00000031698.8	SARS	cytosolic	CDS	0.280132426237858
ENSG00000033011.7	ALG1	membrane	CDS	3.96671289875173
ENSG00000033030.9	ZCCHC8	cytosolic	CDS	0.441426146010187
ENSG00000033050.3	ABCF2	cytosolic	CDS	0.42166720726565
ENSG00000033178.8	UBA6	cytosolic	CDS	0.544711756695415
ENSG00000033627.10	ATP6V0A1	membrane	CDS	13.1066176470588
ENSG00000033800.9	PIAS1	cytosolic	CDS	0.326894502228826
ENSG00000035687.9	ADSS	cytosolic	CDS	0.429771439734323
ENSG00000035862.8	TIMP2	membrane	CDS	5.82403965303594
ENSG00000036257.8	CUL3	cytosolic	CDS	0.488883715516238
ENSG00000037241.3	RPL26L1	cytosolic	CDS	0.0437560164522622
ENSG00000037280.11	FLT4	cytosolic	CDS	0.432796345275307
ENSG00000037474.10	NSUN2	cytosolic	CDS	0.0389581478183437
ENSG00000038002.4	AGA	membrane	CDS	0.527831094049904
ENSG00000038382.13	TRIO	cytosolic	CDS	0.711864406779661
ENSG00000038427.11	VCAN	membrane	CDS	65.2638610554442
ENSG00000038532.10	CLEC16A	cytosolic	CDS	1.11111111111111
ENSG00000039123.11	SKIV2L2	cytosolic	CDS	0.511302475780409
ENSG00000039560.9	RAI14	cytosolic	CDS	0.567292644757434
ENSG00000042088.9	TDP1	cytosolic	CDS	0.121418164157358
ENSG00000042445.9	RETSAT	membrane	CDS	10.2065613608748
ENSG00000042753.7	AP2S1	cytosolic	CDS	0.0293632688094324
ENSG00000043039.5	BARX2	cytosolic	CDS	0.41507024265645
ENSG00000044115.16	CTNNA1	cytosolic	CDS	0.717463848720801
ENSG00000044574.7	HSPA5	membrane	CDS	3.03120136367005
ENSG00000046604.8	DSG2	membrane	CDS	14.7829565913183
ENSG00000047315.10	POLR2B	cytosolic	CDS	2.16397724092902
ENSG00000047410.9	TPR	cytosolic	CDS	11.2451361867704
ENSG00000047634.10	SCML1	cytosolic	CDS	0.452686119443687
ENSG00000047849.17	MAP4	cytosolic	CDS	1.05454133121669
ENSG00000048740.13	CELF2	cytosolic	CDS	0.295955277869122
ENSG00000048828.12	FAM120A	cytosolic	CDS	0.196761011048888
ENSG00000049449.4	RCN1	membrane	CDS	1.31559784455556
ENSG00000049656.9	CLPTM1L	membrane	CDS	1.86660029865605
ENSG00000049860.9	HEXB	membrane	CDS	4.05723114126419
ENSG00000050130.13	JKAMP	membrane	CDS	3.49609375
ENSG00000050393.7	MCUR1	cytosolic	CDS	0.25624599615631
ENSG00000050748.13	MAPK9	cytosolic	CDS	0.634115409004439
ENSG00000051523.6	CYBA	membrane	CDS	0.491983561960989
ENSG00000051620.6	HEBP2	cytosolic	CDS	3.48808646524196
ENSG00000052723.7	SIKE1	cytosolic	CDS	0.344318740777177
ENSG00000052749.9	RRP12	cytosolic	CDS	1.31307929969104
ENSG00000052841.10	TTC17	membrane	CDS	3.78151260504202
ENSG00000053254.11	FOXN3	cytosolic	CDS	0.260869565217391
ENSG00000053371.8	AKR7A2	cytosolic	CDS	0.306581278103284
ENSG00000053372.4	MRTO4	cytosolic	CDS	0.144196106705119
ENSG00000054118.9	THRAP3	cytosolic	CDS	2.21537850188754
ENSG00000054793.9	ATP9A	membrane	CDS	2.17391304347826
ENSG00000055211.8	GINM1	membrane	CDS	1.86886777760473
ENSG00000056097.11	ZFR	cytosolic	CDS	1.01339124140427
ENSG00000057252.8	SOAT1	membrane	CDS	15.2494508942579
ENSG00000057608.12	GDI2	cytosolic	CDS	0.193061487158486
ENSG00000058063.11	ATP11B	membrane	CDS	2.82642089093702
ENSG00000058262.5	SEC61A1	membrane	CDS	9.87856343122901
ENSG00000058600.11	POLR3E	cytosolic	CDS	0.116746659748346
ENSG00000058673.11	ZC3H11A	cytosolic	CDS	0.0804073974805682
ENSG00000059573.4	ALDH18A1	cytosolic	CDS	1.66889930788122
ENSG00000060138.8	YBX3	cytosolic	CDS	0.0240887950043545
ENSG00000060237.12	WNK1	cytosolic	CDS	2.35599078341014
ENSG00000060339.9	CCAR1	cytosolic	CDS	4.69768487300517
ENSG00000060656.15	PTPRU	membrane	CDS	6.32235084594835
ENSG00000060688.8	SNRNP40	cytosolic	CDS	0.0584900566903626
ENSG00000060982.10	BCAT1	cytosolic	CDS	1.28025254296738
ENSG00000061676.10	NCKAP1	cytosolic	CDS	2.22784200385356
ENSG00000061936.5	SFSWAP	cytosolic	CDS	0.326730651419236
ENSG00000062485.14	CS	cytosolic	CDS	0.463014740420963
ENSG00000062716.6	VMP1	membrane	CDS	1.90349175557711
ENSG00000062822.8	POLD1	cytosolic	CDS	0.695057369814651
ENSG00000063046.13	EIF4B	cytosolic	CDS	0.104680486605656
ENSG00000063177.8	RPL18	cytosolic	CDS	0.139382312538487
ENSG00000063244.8	U2AF2	cytosolic	CDS	0.607949222857361
ENSG00000063322.9	MED29	cytosolic	CDS	0.133284866109294
ENSG00000063854.8	HAGH	cytosolic	CDS	0.0597234345568981
ENSG00000064115.6	TM7SF3	membrane	CDS	4.4014926801263
ENSG00000064419.9	TNPO3	cytosolic	CDS	0.170805413217711
ENSG00000064545.10	TMEM161A	membrane	CDS	4.82059709668584
ENSG00000064601.12	CTSA	membrane	CDS	17.3124689518132
ENSG00000064607.12	SUGP2	cytosolic	CDS	0.345144960883571
ENSG00000064651.9	SLC12A2	membrane	CDS	17.5837815473728
ENSG00000064763.6	FAR2	cytosolic	CDS	0.702370500438982
ENSG00000065000.11	AP3D1	cytosolic	CDS	1.00007194762213
ENSG00000065135.7	GNAI3	cytosolic	CDS	0.300535737619234
ENSG00000065150.14	IPO5	cytosolic	CDS	0.140596570546397
ENSG00000065154.7	OAT	cytosolic	CDS	0.0492589736999914
ENSG00000065183.11	WDR3	cytosolic	CDS	0.229295926625303
ENSG00000065268.6	WDR18	cytosolic	CDS	0.193231380776238
ENSG00000065320.4	NTN1	membrane	CDS	3.27288810260946
ENSG00000065427.10	KARS	cytosolic	CDS	0.17099497702255
ENSG00000065518.7	NDUFB4	cytosolic	CDS	0.061576354679803
ENSG00000065600.8	TMEM206	membrane	CDS	5.28280218202699
ENSG00000065613.9	SLK	cytosolic	CDS	0.937950937950938
ENSG00000065665.16	SEC61A2	membrane	CDS	15.2127659574468
ENSG00000065833.7	ME1	cytosolic	CDS	0.145164217020504
ENSG00000065882.11	TBC1D1	cytosolic	CDS	0.262065953264905
ENSG00000065911.7	MTHFD2	cytosolic	CDS	0.170015455950541
ENSG00000065923.5	SLC9A7	membrane	CDS	3.78674638764325
ENSG00000065978.13	YBX1	cytosolic	CDS	0.0095345764604928
ENSG00000066044.9	ELAVL1	cytosolic	CDS	0.162977761421587
ENSG00000066084.8	DIP2B	cytosolic	CDS	9.82142857142857
ENSG00000066117.10	SMARCD1	cytosolic	CDS	0.0854440036618859
ENSG00000066136.15	NFYC	cytosolic	CDS	0.458356623812186
ENSG00000066322.8	ELOVL1	membrane	CDS	7.74410774410774
ENSG00000066468.16	FGFR2	membrane	CDS	1.22145512480085
ENSG00000066557.5	LRRC40	cytosolic	CDS	0.624888412783432
ENSG00000066583.7	ISOC1	cytosolic	CDS	0.0634160090191657
ENSG00000067057.12	PFKP	cytosolic	CDS	0.508895324782789
ENSG00000067141.12	NEO1	membrane	CDS	24.5547293792149
ENSG00000067167.3	TRAM1	membrane	CDS	10.0401342193565
ENSG00000067177.10	PHKA1	cytosolic	CDS	0.488786658999425
ENSG00000067225.13	PKM	cytosolic	CDS	0.266747527965849
ENSG00000067334.9	DNTTIP2	cytosolic	CDS	0.180995475113122
ENSG00000067369.9	TP53BP1	cytosolic	CDS	0.475667764361508
ENSG00000067560.6	RHOA	cytosolic	CDS	0.093309372408073
ENSG00000067596.6	DHX8	cytosolic	CDS	0.286532951289398
ENSG00000067704.8	IARS2	cytosolic	CDS	1.1098509397278
ENSG00000067829.14	IDH3G	cytosolic	CDS	0.451920662816972
ENSG00000067992.8	PDK3	cytosolic	CDS	0.637119113573407
ENSG00000068078.13	FGFR3	membrane	CDS	1.10142267094998
ENSG00000068120.10	COASY	cytosolic	CDS	0.120748641577782
ENSG00000068305.13	MEF2A	cytosolic	CDS	0.448275862068966
ENSG00000068308.9	OTUD5	cytosolic	CDS	0.331842446977348
ENSG00000068366.15	ACSL4	cytosolic	CDS	0.222401940962394
ENSG00000068489.8	PRR11	cytosolic	CDS	2.43958048335613
ENSG00000068650.14	ATP11A	membrane	CDS	2.80713342140026
ENSG00000068697.6	LAPTM4A	membrane	CDS	1.77541056369285
ENSG00000068793.13	CYFIP1	cytosolic	CDS	0.18042399639152
ENSG00000068796.12	KIF2A	cytosolic	CDS	1.36652685698823
ENSG00000068903.15	SIRT2	cytosolic	CDS	0.265334790073357
ENSG00000068912.9	ERLEC1	membrane	CDS	0.60965283657917
ENSG00000069248.9	NUP133	cytosolic	CDS	0.977583010281477
ENSG00000069275.12	NUCKS1	cytosolic	CDS	0.166329032945943
ENSG00000069329.11	VPS35	cytosolic	CDS	0.182112505058681
ENSG00000069849.6	ATP1B3	membrane	CDS	3.94284075702543
ENSG00000070010.14	UFD1L	cytosolic	CDS	1.58896596225198
ENSG00000070018.4	LRP6	membrane	CDS	1.84615384615385
ENSG00000070081.11	NUCB2	membrane	CDS	1.2642881884309
ENSG00000070669.12	ASNS	cytosolic	CDS	1.13685043002603
ENSG00000070718.7	AP3M2	cytosolic	CDS	0.420896261450854
ENSG00000070756.9	PABPC1	cytosolic	CDS	0.246796757116186
ENSG00000070761.3	C16orf80	cytosolic	CDS	0.136601654397814
ENSG00000070785.12	EIF2B3	cytosolic	CDS	0.118470651588584
ENSG00000070814.13	TCOF1	cytosolic	CDS	0.606259216778633
ENSG00000070886.6	EPHA8	membrane	CDS	1.06235565819861
ENSG00000070961.10	ATP2B1	membrane	CDS	16.3741157977469
ENSG00000071054.11	MAP4K4	cytosolic	CDS	0.710479573712256
ENSG00000071127.12	WDR1	cytosolic	CDS	0.145447493454863
ENSG00000071539.9	TRIP13	cytosolic	CDS	0.309957380860132
ENSG00000071553.12	ATP6AP1	membrane	CDS	20.5108157414647
ENSG00000071626.12	DAZAP1	cytosolic	CDS	0.482806716377877
ENSG00000071794.11	HLTF	cytosolic	CDS	3.68313358667056
ENSG00000071894.10	CPSF1	cytosolic	CDS	0.967741935483871
ENSG00000072041.12	SLC6A15	membrane	CDS	9.92056785533209
ENSG00000072042.8	RDH11	membrane	CDS	1.11365369946606
ENSG00000072062.9	PRKACA	cytosolic	CDS	1.09668980782775
ENSG00000072210.14	ALDH3A2	cytosolic	CDS	0.77027027027027
ENSG00000072310.12	SREBF1	membrane	CDS	9.78676872607983
ENSG00000072364.8	AFF4	cytosolic	CDS	0.969237252423093
ENSG00000072401.10	UBE2D1	cytosolic	CDS	0.881410256410256
ENSG00000072682.14	P4HA2	membrane	CDS	1.8970189701897
ENSG00000072849.6	DERL2	membrane	CDS	1.81711606096131
ENSG00000072958.4	AP1M1	cytosolic	CDS	0.390954388654657
ENSG00000073008.10	PVR	membrane	CDS	1.25441003528028
ENSG00000073050.7	XRCC1	cytosolic	CDS	0.44543429844098
ENSG00000073060.11	SCARB1	membrane	CDS	13.5496754867698
ENSG00000073111.9	MCM2	cytosolic	CDS	0.471464019851117
ENSG00000073417.10	PDE8A	cytosolic	CDS	2.36445169180595
ENSG00000073792.11	IGF2BP2	cytosolic	CDS	0.232067510548523
ENSG00000073921.13	PICALM	cytosolic	CDS	0.325581395348837
ENSG00000074071.9	MRPS34	cytosolic	CDS	0.0810325013996523
ENSG00000074201.4	CLNS1A	cytosolic	CDS	0.0820541557427902
ENSG00000074319.8	TSG101	cytosolic	CDS	0.294853466761973
ENSG00000074695.5	LMAN1	membrane	CDS	9.81308411214953
ENSG00000074696.8	PTPLAD1	membrane	CDS	3.11503874361832
ENSG00000074755.10	ZZEF1	cytosolic	CDS	0.861656294877932
ENSG00000074800.9	ENO1	cytosolic	CDS	0.585819716853804
ENSG00000074842.3	C19orf10	membrane	CDS	0.451736629021948
ENSG00000075089.5	ACTR6	cytosolic	CDS	0.310392168566824
ENSG00000075131.5	TIPIN	cytosolic	CDS	0.0893582453290008
ENSG00000075151.15	EIF4G3	cytosolic	CDS	0.920810313075507
ENSG00000075218.14	GTSE1	cytosolic	CDS	0.21375133594585
ENSG00000075234.12	TTC38	cytosolic	CDS	0.225338007010516
ENSG00000075239.9	ACAT1	cytosolic	CDS	0.0812934694246229
ENSG00000075415.8	SLC25A3	cytosolic	CDS	0.37477384337038
ENSG00000075618.13	FSCN1	cytosolic	CDS	0.531838436107518
ENSG00000075624.9	ACTB	cytosolic	CDS	1.15884130292126
ENSG00000075790.6	BCAP29	membrane	CDS	1.8579838116262
ENSG00000075945.8	KIFAP3	cytosolic	CDS	1.12359550561798
ENSG00000076003.4	MCM6	cytosolic	CDS	1.50225338007011
ENSG00000076108.7	BAZ2A	cytosolic	CDS	0.715155203895314
ENSG00000076248.6	UNG	cytosolic	CDS	0.419620304733969
ENSG00000076382.12	SPAG5	cytosolic	CDS	0.745209368346345
ENSG00000076685.14	NT5C2	cytosolic	CDS	0.549191903342225
ENSG00000076706.10	MCAM	membrane	CDS	3.24254215304799
ENSG00000076716.7	GPC4	membrane	CDS	11.8120130686102
ENSG00000076924.7	XAB2	cytosolic	CDS	0.265035677879715
ENSG00000077097.9	TOP2B	cytosolic	CDS	0.21339656194428
ENSG00000077147.10	TM9SF3	membrane	CDS	48.2293291731669
