gene_id	Symbol	log2FoldChange.tumor.KO.WT	reg_tumor	localization_cat	loc_tar_CDS
ENSG00000139644.8	TMBIM6	-0.443851575651629	not_quantified	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000139921.8	TMX1	-0.686965957654543	not_quantified	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000140284.6	SLC27A2	-0.524592232534189	unchanged_tumor	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000140391.10	TSPAN3	-1.24995076792552	down_tumor	membrane	nontarget_membrane
ENSG00000140479.12	PCSK6	-0.848288953254566	not_quantified	membrane	membrane_tc<1.66
ENSG00000140497.12	SCAMP2	-0.551517301349475	not_quantified	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000140511.7	HAPLN3	-0.066817430831607	unchanged_tumor	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000140545.10	MFGE8	-0.377497791915554	unchanged_tumor	membrane	membrane_tc<1.66
ENSG00000140564.6	FURIN	-0.522913921195814	unchanged_tumor	membrane	membrane_tc<1.66
ENSG00000140688.12	C16orf58	-1.0750393765884	down_tumor	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000140931.15	CMTM3	0.133409598001111	unchanged_tumor	membrane	nontarget_membrane
ENSG00000140943.12	MBTPS1	-0.414915034867516	not_quantified	membrane	membrane_tc<1.66
ENSG00000141349.4	G6PC3	-0.693523454056179	not_quantified	membrane	membrane_tc<1.66
ENSG00000141424.8	SLC39A6	-0.608222276594294	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000141429.9	GALNT1	-1.02079542793516	down_tumor	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000141458.8	NPC1	0.117169727137352	unchanged_tumor	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000141696.8	LEPREL4	0.755694106692671	not_quantified	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000141699.6	FAM134C	0.053703904360817	unchanged_tumor	membrane	membrane_tc<1.66
ENSG00000141736.9	ERBB2	-0.123005460037329	unchanged_tumor	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000141756.14	FKBP10	-0.00153071717383235	unchanged_tumor	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000141873.6	SLC39A3	0.456208543671223	not_quantified	membrane	membrane_tc<1.66
ENSG00000142156.10	COL6A1	-0.175273358885335	unchanged_tumor	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000142166.8	IFNAR1	-0.898450217334288	not_quantified	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000142188.12	TMEM50B	-1.29023462414367	down_tumor	membrane	nontarget_membrane
ENSG00000142192.16	APP	-1.03437841193148	down_tumor	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000142227.6	EMP3	0.38411210253304	unchanged_tumor	membrane	nontarget_membrane
ENSG00000142494.9	SLC47A1	1.55097750581127	up_tumor	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000142627.9	EPHA2	-0.398086966268735	unchanged_tumor	membrane	membrane_tc<1.66
ENSG00000142687.13	KIAA0319L	0.751358426517553	not_quantified	membrane	membrane_tc<1.66
ENSG00000142892.10	PIGK	-0.964994888670772	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000142949.12	PTPRF	0.171750390430093	unchanged_tumor	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000143061.13	IGSF3	-0.857466752240011	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000143153.8	ATP1B1	-1.71533160155191	down_tumor	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000143162.7	CREG1	-0.751427974824757	not_quantified	membrane	membrane_tc<1.66
ENSG00000143183.12	TMCO1	0.076889603271067	unchanged_tumor	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000143315.5	PIGM	0.271553116258845	unchanged_tumor	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000143324.9	XPR1	-0.765981654794759	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000143337.14	TOR1AIP1	-1.00958980980219	down_tumor	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000143418.15	CERS2	-0.715923697795499	not_quantified	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000143515.12	ATP8B2	1.70838499066847	up_tumor	membrane	membrane_tc<1.66
ENSG00000143537.9	ADAM15	-1.02133804070969	down_tumor	membrane	membrane_tc<1.66
ENSG00000143554.9	SLC27A3	0.996352766395855	unchanged_tumor	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000143570.13	SLC39A1	-0.531158621885204	not_quantified	membrane	membrane_tc<1.66
ENSG00000143590.9	EFNA3	-0.904380216594018	not_quantified	membrane	nontarget_membrane
ENSG00000143641.8	GALNT2	0.208217242776055	unchanged_tumor	membrane	membrane_tc<1.66
ENSG00000143643.8	TTC13	-0.83222079977908	not_quantified	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000143753.8	DEGS1	-0.271397298833576	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000143771.7	CNIH4	-0.995287379389644	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000143801.12	PSEN2	-0.436746719914992	not_quantified	membrane	membrane_tc<1.66
ENSG00000143815.10	LBR	-1.33945658935118	down_tumor	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000143819.8	EPHX1	-1.5574624945039	down_tumor	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000143870.8	PDIA6	-0.585645090823875	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000144043.7	TEX261	-0.193823611442524	unchanged_tumor	membrane	nontarget_membrane
ENSG00000144136.6	SLC20A1	0.220276806060543	unchanged_tumor	membrane	membrane_tc<1.66
ENSG00000144320.9	KIAA1715	0.138723914360655	unchanged_tumor	membrane	membrane_tc<1.66
ENSG00000144468.12	RHBDD1	-0.672323450614966	not_quantified	membrane	nontarget_membrane
ENSG00000144647.5	POMGNT2	0.0272093248693612	unchanged_tumor	membrane	nontarget_membrane
ENSG00000144724.14	PTPRG	-0.343050475783395	unchanged_tumor	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000144746.6	ARL6IP5	-0.718324676367472	not_quantified	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000144785.4	RP11-977G19.10	-0.053080931754265	unchanged_tumor	membrane	nontarget_membrane
ENSG00000144867.7	SRPRB	-0.59663556330006	not_quantified	membrane	membrane_tc<1.66
ENSG00000145050.11	MANF	-0.248566591043476	unchanged_tumor	membrane	nontarget_membrane
ENSG00000145284.7	SCD5	-0.612873918306269	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000145354.5	CISD2	-0.919182504673948	not_quantified	membrane	membrane_tc<1.66
ENSG00000145495.10	MARCH6	-0.688401041262223	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000145730.16	PAM	-0.996627866231772	not_quantified	membrane	membrane_tc<1.66
ENSG00000145740.14	SLC30A5	-0.599288661625536	not_quantified	membrane	membrane_tc<1.66
ENSG00000145860.7	RNF145	-0.0371859439238064	unchanged_tumor	membrane	membrane_tc<1.66
ENSG00000146072.6	TNFRSF21	-0.808743117235155	not_quantified	membrane	nontarget_membrane
ENSG00000146242.5	TPBG	-1.1426761118404	down_tumor	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000146409.6	SLC18B1	-0.634274794467743	not_quantified	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000146416.12	AIG1	0.000611263663953724	unchanged_tumor	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000146433.8	TMEM181	0.292284011819723	unchanged_tumor	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000146842.12	TMEM209	-0.22535612031243	unchanged_tumor	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000147100.5	SLC16A2	0.305875146788156	unchanged_tumor	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000147155.6	EBP	-0.518445542917915	unchanged_tumor	membrane	membrane_tc<1.66
ENSG00000147475.10	ERLIN2	-0.415997178783017	not_quantified	membrane	membrane_tc<1.66
ENSG00000147526.15	TACC1	1.1697268481283	up_tumor	membrane	nontarget_membrane
ENSG00000147649.5	MTDH	0.275727170886163	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000147955.12	SIGMAR1	-0.344242819095783	not_quantified	membrane	membrane_tc<1.66
ENSG00000148110.11	HIATL1	-0.638995949269638	not_quantified	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000148175.8	STOM	0.256699911451953	unchanged_tumor	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000148248.9	SURF4	-0.828910882585097	not_quantified	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000148343.14	FAM73B	-0.732869665354601	not_quantified	membrane	nontarget_membrane
ENSG00000148358.15	GPR107	-0.930786779193238	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000148468.12	FAM171A1	-0.144697463348902	unchanged_tumor	membrane	membrane_tc<1.66
ENSG00000148719.10	DNAJB12	-0.356710791689612	not_quantified	membrane	nontarget_membrane
ENSG00000148926.5	ADM	-0.833915453972738	not_quantified	membrane	nontarget_membrane
ENSG00000149084.7	HSD17B12	-0.614594783085388	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000149257.9	SERPINH1	-0.927016478247476	not_quantified	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000149428.14	HYOU1	-0.947434075406387	not_quantified	membrane	nontarget_membrane
ENSG00000149483.7	TMEM138	0.337346464557324	not_quantified	membrane	nontarget_membrane
ENSG00000149485.12	FADS1	-0.148026304103976	unchanged_tumor	membrane	membrane_tc<1.66
ENSG00000149541.5	B3GAT3	0.133208904890695	unchanged_tumor	membrane	membrane_tc<1.66
ENSG00000149809.10	TM7SF2	-0.0739558274304473	unchanged_tumor	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000150093.14	ITGB1	-0.492897756925851	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000150403.13	TMCO3	-0.51272086213684	not_quantified	membrane	membrane_tc<1.66
ENSG00000150687.7	PRSS23	-1.59461163844779	down_tumor	membrane	nontarget_membrane
ENSG00000151233.6	GXYLT1	1.31781095225028	up_tumor	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000151348.9	EXT2	-0.528147974545524	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000151353.10	TMEM18	0.69401051676778	not_quantified	membrane	membrane_tc<1.66
ENSG00000151366.8	NDUFC2	-0.140116634055809	unchanged_tumor	membrane	nontarget_membrane
ENSG00000151665.8	PIGF	-0.273902589051983	unchanged_tumor	membrane	membrane_tc<1.66
ENSG00000152127.4	MGAT5	0.0851524233409631	unchanged_tumor	membrane	membrane_tc<1.66
ENSG00000152291.9	TGOLN2	0.833612139697499	not_quantified	membrane	membrane_tc<1.66
ENSG00000152558.10	TMEM123	-1.35347742118174	down_tumor	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000152661.7	GJA1	-0.576425644626528	not_quantified	membrane	membrane_tc<1.66
ENSG00000152683.10	SLC30A6	-0.860287959384344	not_quantified	membrane	nontarget_membrane
ENSG00000152700.9	SAR1B	-0.747349734061727	not_quantified	membrane	membrane_tc<1.66
ENSG00000152894.10	PTPRK	-0.794492329735146	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000152952.7	PLOD2	-1.24052112363876	down_tumor	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000152990.9	GPR125	0.043166663393264	unchanged_tumor	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000153066.8	TXNDC11	-0.95223088618648	not_quantified	membrane	membrane_tc<1.66
ENSG00000153162.8	BMP6	-1.76786479125237	down_tumor	membrane	membrane_tc<1.66
ENSG00000153395.5	LPCAT1	-0.596706715740776	not_quantified	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000153898.8	MCOLN2	1.84406796822394	up_tumor	membrane	membrane_tc<1.66
ENSG00000153936.12	HS2ST1	-0.898157071897854	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000153956.11	CACNA2D1	0.557965275728784	not_quantified	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000154305.12	MIA3	-0.122741697470559	unchanged_tumor	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000154889.12	MPPE1	-0.147185010741065	unchanged_tumor	membrane	nontarget_membrane
ENSG00000154978.8	VOPP1	-0.275418376599908	not_quantified	membrane	nontarget_membrane
ENSG00000155254.8	MARVELD1	-0.779286963289989	not_quantified	membrane	nontarget_membrane
ENSG00000155256.13	ZFYVE27	-0.866488501461041	not_quantified	membrane	membrane_tc<1.66
ENSG00000155304.4	HSPA13	-0.85116569068695	not_quantified	membrane	membrane_tc<1.66
ENSG00000155380.7	SLC16A1	-0.555724885234476	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000155660.6	PDIA4	-0.898453820197096	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000155755.14	TMEM237	-0.376549385030158	unchanged_tumor	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000155850.7	SLC26A2	1.43772902782565	up_tumor	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000155957.12	TMBIM4	-1.01820343419028	down_tumor	membrane	nontarget_membrane
ENSG00000155984.10	TMEM185A	-0.431852973889138	not_quantified	membrane	membrane_tc<1.66
ENSG00000156171.10	DRAM2	-1.35996354332824	down_tumor	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000156471.8	PTDSS1	-0.25669725659411	unchanged_tumor	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000156599.6	ZDHHC5	-0.705279288543468	not_quantified	membrane	membrane_tc<1.66
ENSG00000156642.12	NPTN	-0.550040488843055	not_quantified	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000156671.8	SAMD8	-0.193570991735367	unchanged_tumor	membrane	membrane_tc<1.66
ENSG00000156875.9	HIAT1	-0.809355319205727	not_quantified	membrane	membrane_tc<1.66
ENSG00000157193.10	LRP8	0.0322944846276655	unchanged_tumor	membrane	membrane_tc<1.66
ENSG00000157224.11	CLDN12	-1.04971097773608	down_tumor	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000157593.12	SLC35B2	-0.331485388653977	unchanged_tumor	membrane	nontarget_membrane
ENSG00000157600.7	TMEM164	-0.576463911145488	not_quantified	membrane	nontarget_membrane
ENSG00000157637.8	SLC38A10	-0.730713914378416	not_quantified	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000157800.13	SLC37A3	-0.451044945495326	not_quantified	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000157837.11	SPPL3	-0.0701925096338892	unchanged_tumor	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000157916.14	RER1	-0.660509450414288	not_quantified	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000158089.10	GALNT14	2.06688680771494	up_tumor	membrane	membrane_tc<1.66
ENSG00000158201.5	ABHD3	-0.82585210411134	not_quantified	membrane	membrane_tc<1.66
ENSG00000158457.4	TSPAN33	-0.244824835047476	unchanged_tumor	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000158470.5	B4GALT5	-0.267588609150591	not_quantified	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000158604.10	TMED4	-0.482586813344189	not_quantified	membrane	nontarget_membrane
ENSG00000158615.8	PPP1R15B	-0.600951177903583	not_quantified	membrane	nontarget_membrane
ENSG00000158669.7	AGPAT6	-0.0149402474044328	unchanged_tumor	membrane	membrane_tc<1.66
ENSG00000158747.9	NBL1	-0.506489810636813	not_quantified	membrane	nontarget_membrane
ENSG00000158769.13	F11R	0.296377118940014	unchanged_tumor	membrane	nontarget_membrane
ENSG00000158850.10	B4GALT3	-0.0479116576667519	unchanged_tumor	membrane	membrane_tc<1.66
ENSG00000159063.8	ALG8	-0.4919207541118	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000159322.13	ADPGK	-0.107458956879038	unchanged_tumor	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000159348.8	CYB5R1	-0.388428435630932	not_quantified	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000159363.13	ATP13A2	-0.727117076398696	not_quantified	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000159461.10	AMFR	-0.623505509502674	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000160216.14	AGPAT3	-0.331172647083304	not_quantified	membrane	membrane_tc<1.66
ENSG00000160404.13	TOR2A	-0.540790761660555	unchanged_tumor	membrane	nontarget_membrane
ENSG00000160446.14	ZDHHC12	-0.547090575437792	not_quantified	membrane	membrane_tc<1.66
ENSG00000160606.6	TLCD1	0.16760977373145	unchanged_tumor	membrane	nontarget_membrane
ENSG00000160613.8	PCSK7	1.5199782873406	up_tumor	membrane	nontarget_membrane
ENSG00000160767.16	FAM189B	1.31979001625679	up_tumor	membrane	nontarget_membrane
ENSG00000160932.6	LY6E	-0.31479759336749	not_quantified	membrane	nontarget_membrane
ENSG00000161091.8	MFSD12	0.0804982064247077	unchanged_tumor	membrane	membrane_tc<1.66
ENSG00000161638.6	ITGA5	-0.742036314959414	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000161671.12	EMC10	-0.492211994094375	not_quantified	membrane	nontarget_membrane
ENSG00000161904.7	LEMD2	-0.291516600802973	unchanged_tumor	membrane	membrane_tc<1.66
ENSG00000161921.10	CXCL16	-0.685144787639285	not_quantified	membrane	membrane_tc<1.66
ENSG00000162073.9	PAQR4	-0.733253213466497	not_quantified	membrane	membrane_tc<1.66
ENSG00000162144.5	CYB561A3	0.460853525780235	unchanged_tumor	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000162298.12	SYVN1	-1.15174581068494	down_tumor	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000162337.7	LRP5	-0.836616746234124	not_quantified	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000162430.12	SEPN1	-0.376712789105203	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000162496.4	DHRS3	-1.39864828539833	down_tumor	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000162512.11	SDC3	-0.1834024538928	unchanged_tumor	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000162604.8	TM2D1	-0.148991596022923	unchanged_tumor	membrane	membrane_tc<1.66
ENSG00000162694.9	EXTL2	-0.836503349093902	not_quantified	membrane	nontarget_membrane
ENSG00000162729.9	IGSF8	-0.405960528653229	not_quantified	membrane	nontarget_membrane
ENSG00000162736.11	NCSTN	-1.04073673494719	down_tumor	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000162769.8	FLVCR1	1.02758207737357	up_tumor	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000162878.8	PKDCC	-0.317238395157707	unchanged_tumor	membrane	nontarget_membrane
ENSG00000163069.8	SGCB	-0.64015334119453	not_quantified	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000163162.4	RNF149	-0.0257013212026171	unchanged_tumor	membrane	membrane_tc<1.66
ENSG00000163291.10	PAQR3	-0.799704277209414	not_quantified	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000163399.11	ATP1A1	-0.959448047698784	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000163430.5	FSTL1	-0.401119728383133	unchanged_tumor	membrane	membrane_tc<1.66
ENSG00000163463.7	KRTCAP2	-0.285451553546459	unchanged_tumor	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000163479.9	SSR2	-0.65837276848574	not_quantified	membrane	membrane_tc<1.66
ENSG00000163527.5	STT3B	-1.13318434242621	down_tumor	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000163703.13	CRELD1	-1.06779375204669	down_tumor	membrane	nontarget_membrane
ENSG00000163710.3	PCOLCE2	-0.217816495666613	unchanged_tumor	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000163870.10	TPRA1	0.0726292694403244	unchanged_tumor	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000163900.6	TMEM41A	0.884432855942794	not_quantified	membrane	nontarget_membrane
ENSG00000163902.7	RPN1	-0.569498122145174	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000163933.5	RFT1	-0.270713368959143	unchanged_tumor	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000163956.6	LRPAP1	-0.50837321200979	not_quantified	membrane	membrane_tc<1.66
ENSG00000164040.12	PGRMC2	-0.897088298863559	not_quantified	membrane	membrane_tc<1.66
ENSG00000164081.8	TEX264	-0.909127652106022	not_quantified	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000164180.9	TMEM161B	-0.362792841729613	unchanged_tumor	membrane	nontarget_membrane
ENSG00000164181.9	ELOVL7	-0.214477602971089	unchanged_tumor	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000164251.4	F2RL1	-0.313606438458756	unchanged_tumor	membrane	membrane_tc<1.66
ENSG00000164291.12	ARSK	0.209236358933292	unchanged_tumor	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000164294.9	GPX8	-0.708318402318983	not_quantified	membrane	nontarget_membrane
ENSG00000164414.12	SLC35A1	-1.35455591795536	down_tumor	membrane	membrane_tc<1.66
ENSG00000164647.4	STEAP1	-1.19793715340024	down_tumor	membrane	nontarget_membrane
ENSG00000164733.16	CTSB	0.0839633625409796	unchanged_tumor	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000164828.13	SUN1	-0.510301298390842	not_quantified	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000164889.8	SLC4A2	0.211381409236528	unchanged_tumor	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000164930.7	FZD6	-1.12062469682553	down_tumor	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000165152.4	TMEM246	-1.31579719814291	down_tumor	membrane	nontarget_membrane
ENSG00000165282.9	PIGO	-0.530034732683094	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000165474.5	GJB2	-2.37328173827465	down_tumor	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000165476.8	REEP3	-0.99694638324807	not_quantified	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000165650.7	PDZD8	-0.39640181829042	not_quantified	membrane	membrane_tc<1.66
ENSG00000165661.11	QSOX2	0.00515209868200425	unchanged_tumor	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000165948.6	IFI27L1	-0.348506251793834	unchanged_tumor	membrane	nontarget_membrane
ENSG00000165996.9	PTPLA	-0.281692804194657	unchanged_tumor	membrane	nontarget_membrane
ENSG00000166086.8	JAM3	3.55442839762005	up_tumor	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000166130.10	IKBIP	0.199922413939753	not_quantified	membrane	nontarget_membrane
ENSG00000166224.12	SGPL1	-0.714829396746566	not_quantified	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000166340.10	TPP1	-0.907496907470905	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000166471.6	TMEM41B	-0.747865028283353	not_quantified	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000166479.5	TMX3	-0.595484177416308	not_quantified	membrane	nontarget_membrane
ENSG00000166507.12	NDST2	-0.39345187742068	not_quantified	membrane	nontarget_membrane
ENSG00000166557.8	TMED3	-0.0164458475227909	unchanged_tumor	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000166562.4	SEC11C	0.288126464023294	unchanged_tumor	membrane	membrane_tc<1.66
ENSG00000166598.8	HSP90B1	-0.198552950508871	unchanged_tumor	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000166619.8	BLCAP	-0.409458984076016	unchanged_tumor	membrane	nontarget_membrane
ENSG00000166710.13	B2M	-0.757582151041763	not_quantified	membrane	membrane_tc<1.66
ENSG00000166734.14	CASC4	0.0529516851811715	unchanged_tumor	membrane	nontarget_membrane
ENSG00000166794.4	PPIB	-0.572529920062905	not_quantified	membrane	membrane_tc<1.66
ENSG00000166822.8	TMEM170A	-0.124004283617055	unchanged_tumor	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000166881.5	TMEM194A	-0.353099027476784	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000166997.3	CNPY4	0.642114999877747	not_quantified	membrane	nontarget_membrane
ENSG00000167004.8	PDIA3	-0.962656313606675	not_quantified	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000167114.8	SLC27A4	-0.251311462760771	unchanged_tumor	membrane	membrane_tc<1.66
ENSG00000167123.14	CERCAM	0.685232619946386	not_quantified	membrane	membrane_tc<1.66
ENSG00000167130.13	DOLPP1	-0.598982651856775	not_quantified	membrane	nontarget_membrane
ENSG00000167323.5	STIM1	-0.495298501000616	not_quantified	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000167397.10	VKORC1	-0.445650822331194	not_quantified	membrane	membrane_tc<1.66
ENSG00000167536.9	DHRS13	-0.28217587951344	unchanged_tumor	membrane	membrane_tc<1.66
ENSG00000167543.11	TP53I13	0.324464883449973	unchanged_tumor	membrane	nontarget_membrane
ENSG00000167642.8	SPINT2	-0.775934280577546	not_quantified	membrane	membrane_tc<1.66
ENSG00000167645.12	YIF1B	-0.173163149812234	unchanged_tumor	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000167695.10	FAM57A	-0.864632240996582	not_quantified	membrane	nontarget_membrane
ENSG00000167700.4	MFSD3	-0.636815337338008	not_quantified	membrane	membrane_tc<1.66
ENSG00000167775.6	CD320	0.621107863490013	not_quantified	membrane	membrane_tc<1.66
ENSG00000167904.10	TMEM68	0.362327390072844	not_quantified	membrane	nontarget_membrane
ENSG00000167925.11	GHDC	-1.02369290300606	down_tumor	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000167930.11	ITFG3	-1.34862187866492	down_tumor	membrane	nontarget_membrane
ENSG00000167972.9	ABCA3	-0.930952738459799	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000168000.10	BSCL2	0.178068098445751	unchanged_tumor	membrane	nontarget_membrane
ENSG00000168003.12	SLC3A2	-0.130267256894109	unchanged_tumor	membrane	membrane_tc<1.66
ENSG00000168216.6	LMBRD1	-1.46138441937021	down_tumor	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000168282.4	MGAT2	-0.948164443114794	not_quantified	membrane	membrane_tc<1.66
ENSG00000168394.9	TAP1	0.323552002394286	unchanged_tumor	membrane	nontarget_membrane
ENSG00000168476.7	REEP4	-0.692116714297063	not_quantified	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000168528.7	SERINC2	-1.39459112861539	down_tumor	membrane	nontarget_membrane
ENSG00000168569.7	TMEM223	-0.163909396322115	unchanged_tumor	membrane	nontarget_membrane
ENSG00000168575.5	SLC20A2	-0.536799298954911	not_quantified	membrane	membrane_tc<1.66
ENSG00000168591.11	TMUB2	0.196248428798144	unchanged_tumor	membrane	nontarget_membrane
ENSG00000168615.7	ADAM9	-0.481580797296514	unchanged_tumor	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000168701.14	TMEM208	-0.648399302369235	not_quantified	membrane	membrane_tc<1.66
ENSG00000168763.11	CNNM3	-0.161850240018895	unchanged_tumor	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000168917.8	SLC35G2	0.620967170307046	not_quantified	membrane	nontarget_membrane
ENSG00000168936.6	TMEM129	-1.00048599074855	down_tumor	membrane	nontarget_membrane
ENSG00000168938.5	PPIC	-0.592739336678201	not_quantified	membrane	membrane_tc<1.66
ENSG00000169105.6	CHST14	-0.346635728636327	unchanged_tumor	membrane	membrane_tc<1.66
ENSG00000169223.10	LMAN2	-0.0638794821875679	unchanged_tumor	membrane	membrane_tc>1.66 & tc<5.56
